id,REF_AREA,TIME_PERIOD,POLLUTION_VALUE,TERRITORIAL_LEVEL
PL062C2018,PL062C,2018,20.4,CITY
PL062C2019,PL062C,2019,17.0,CITY
PL062C2020,PL062C,2020,16.6,CITY
USA165C1990,USA165C,1990,16.2,CITY
USA165C1995,USA165C,1995,15.3,CITY
USA165C2000,USA165C,2000,14.3,CITY
USA165C2001,USA165C,2001,14.1,CITY
USA165C2002,USA165C,2002,14.4,CITY
USA165C2003,USA165C,2003,13.9,CITY
USA165C2004,USA165C,2004,12.0,CITY
USA165C2005,USA165C,2005,13.5,CITY
USA165C2006,USA165C,2006,12.6,CITY
USA165C2007,USA165C,2007,13.1,CITY
USA165C2008,USA165C,2008,12.0,CITY
USA165C2009,USA165C,2009,10.6,CITY
USA165C2010,USA165C,2010,11.4,CITY
USA165C2011,USA165C,2011,11.2,CITY
USA165C2012,USA165C,2012,10.0,CITY
USA165C2013,USA165C,2013,10.4,CITY
USA165C2014,USA165C,2014,9.7,CITY
USA165C2015,USA165C,2015,10.1,CITY
USA165C2016,USA165C,2016,8.3,CITY
USA165C2017,USA165C,2017,8.7,CITY
USA165C2018,USA165C,2018,8.8,CITY
USA165C2019,USA165C,2019,8.7,CITY
USA165C2020,USA165C,2020,8.5,CITY
USA27C1990,USA27C,1990,12.0,CITY
USA27C1995,USA27C,1995,11.4,CITY
USA27C2000,USA27C,2000,11.7,CITY
USA27C2001,USA27C,2001,11.9,CITY
USA27C2002,USA27C,2002,11.8,CITY
USA27C2003,USA27C,2003,11.7,CITY
USA27C2004,USA27C,2004,11.2,CITY
USA27C2005,USA27C,2005,11.4,CITY
USA27C2006,USA27C,2006,10.7,CITY
USA27C2007,USA27C,2007,11.3,CITY
USA27C2008,USA27C,2008,9.7,CITY
USA27C2009,USA27C,2009,8.9,CITY
USA27C2010,USA27C,2010,9.0,CITY
USA27C2011,USA27C,2011,9.5,CITY
USA27C2012,USA27C,2012,8.8,CITY
USA27C2013,USA27C,2013,8.7,CITY
USA27C2014,USA27C,2014,8.4,CITY
USA27C2015,USA27C,2015,7.9,CITY
USA27C2016,USA27C,2016,7.7,CITY
USA27C2017,USA27C,2017,7.4,CITY
USA27C2018,USA27C,2018,7.4,CITY
USA27C2019,USA27C,2019,7.1,CITY
USA27C2020,USA27C,2020,7.7,CITY
USA119C1990,USA119C,1990,15.1,CITY
USA119C1995,USA119C,1995,14.8,CITY
USA119C2000,USA119C,2000,14.2,CITY
USA119C2001,USA119C,2001,12.9,CITY
USA119C2002,USA119C,2002,12.3,CITY
USA119C2003,USA119C,2003,12.2,CITY
USA119C2004,USA119C,2004,12.7,CITY
USA119C2005,USA119C,2005,12.8,CITY
USA119C2006,USA119C,2006,11.6,CITY
USA119C2007,USA119C,2007,12.3,CITY
USA119C2008,USA119C,2008,10.8,CITY
USA119C2009,USA119C,2009,10.0,CITY
USA119C2010,USA119C,2010,9.9,CITY
USA119C2011,USA119C,2011,9.7,CITY
USA119C2012,USA119C,2012,9.3,CITY
USA119C2013,USA119C,2013,9.1,CITY
USA119C2014,USA119C,2014,9.0,CITY
USA119C2015,USA119C,2015,8.4,CITY
USA119C2016,USA119C,2016,7.4,CITY
USA119C2017,USA119C,2017,7.8,CITY
USA119C2018,USA119C,2018,7.6,CITY
USA119C2019,USA119C,2019,7.6,CITY
USA119C2020,USA119C,2020,7.7,CITY
DE048C1990,DE048C,1990,17.7,CITY
DE048C1995,DE048C,1995,16.5,CITY
DE048C2000,DE048C,2000,14.9,CITY
DE048C2001,DE048C,2001,14.3,CITY
DE048C2002,DE048C,2002,13.6,CITY
DE048C2003,DE048C,2003,14.6,CITY
DE048C2004,DE048C,2004,12.5,CITY
DE048C2005,DE048C,2005,13.0,CITY
DE048C2006,DE048C,2006,13.7,CITY
DE048C2007,DE048C,2007,12.6,CITY
DE048C2008,DE048C,2008,12.2,CITY
DE048C2009,DE048C,2009,12.8,CITY
DE048C2010,DE048C,2010,12.2,CITY
DE048C2011,DE048C,2011,13.0,CITY
DE048C2012,DE048C,2012,11.5,CITY
DE048C2013,DE048C,2013,11.3,CITY
DE048C2014,DE048C,2014,9.6,CITY
DE048C2015,DE048C,2015,10.5,CITY
DE048C2016,DE048C,2016,9.7,CITY
DE048C2017,DE048C,2017,9.0,CITY
DE048C2018,DE048C,2018,9.2,CITY
DE048C2019,DE048C,2019,8.6,CITY
DE048C2020,DE048C,2020,8.2,CITY
CY002F1990,CY002F,1990,18.9,FUA
CY002F1995,CY002F,1995,20.3,FUA
CY002F2000,CY002F,2000,20.3,FUA
CY002F2001,CY002F,2001,20.3,FUA
CY002F2002,CY002F,2002,20.3,FUA
CY002F2003,CY002F,2003,21.1,FUA
CY002F2004,CY002F,2004,19.4,FUA
CY002F2005,CY002F,2005,19.8,FUA
CY002F2006,CY002F,2006,22.5,FUA
CY002F2007,CY002F,2007,20.2,FUA
CY002F2008,CY002F,2008,20.3,FUA
CY002F2009,CY002F,2009,18.4,FUA
CY002F2010,CY002F,2010,18.7,FUA
CY002F2011,CY002F,2011,18.7,FUA
CY002F2012,CY002F,2012,17.1,FUA
CY002F2013,CY002F,2013,16.4,FUA
CY002F2014,CY002F,2014,16.6,FUA
CY002F2015,CY002F,2015,17.2,FUA
CY002F2016,CY002F,2016,14.8,FUA
CY002F2017,CY002F,2017,15.3,FUA
CY002F2018,CY002F,2018,15.4,FUA
CY002F2019,CY002F,2019,15.0,FUA
CY002F2020,CY002F,2020,13.7,FUA
DE030F1990,DE030F,1990,24.0,FUA
DE030F1995,DE030F,1995,22.0,FUA
DE030F2000,DE030F,2000,18.8,FUA
DE030F2001,DE030F,2001,17.0,FUA
DE030F2002,DE030F,2002,18.0,FUA
DE030F2003,DE030F,2003,18.8,FUA
DE030F2004,DE030F,2004,16.6,FUA
DE030F2005,DE030F,2005,17.3,FUA
DE030F2006,DE030F,2006,17.8,FUA
DE030F2007,DE030F,2007,16.4,FUA
DE030F2008,DE030F,2008,15.5,FUA
DE030F2009,DE030F,2009,15.4,FUA
DE030F2010,DE030F,2010,16.7,FUA
DE030F2011,DE030F,2011,16.1,FUA
DE030F2012,DE030F,2012,13.9,FUA
DE030F2013,DE030F,2013,14.4,FUA
DE030F2014,DE030F,2014,12.7,FUA
DE030F2015,DE030F,2015,13.3,FUA
DE030F2016,DE030F,2016,12.3,FUA
DE030F2017,DE030F,2017,12.4,FUA
DE030F2018,DE030F,2018,12.0,FUA
DE030F2019,DE030F,2019,10.8,FUA
DE030F2020,DE030F,2020,10.4,FUA
PL055C1990,PL055C,1990,44.5,CITY
PL055C1995,PL055C,1995,42.7,CITY
PL055C2000,PL055C,2000,36.0,CITY
PL055C2001,PL055C,2001,37.4,CITY
PL055C2002,PL055C,2002,42.3,CITY
PL055C2003,PL055C,2003,43.0,CITY
PL055C2004,PL055C,2004,37.0,CITY
PL055C2005,PL055C,2005,39.7,CITY
PL055C2006,PL055C,2006,41.4,CITY
PL055C2007,PL055C,2007,33.6,CITY
PL055C2008,PL055C,2008,32.6,CITY
PL055C2009,PL055C,2009,34.3,CITY
PL055C2010,PL055C,2010,37.2,CITY
PL055C2011,PL055C,2011,37.2,CITY
PL055C2012,PL055C,2012,33.2,CITY
PL055C2013,PL055C,2013,33.0,CITY
PL055C2014,PL055C,2014,32.6,CITY
PL055C2015,PL055C,2015,31.1,CITY
PL055C2016,PL055C,2016,29.6,CITY
PL055C2017,PL055C,2017,30.5,CITY
PL055C2018,PL055C,2018,31.0,CITY
PL055C2019,PL055C,2019,26.6,CITY
PL055C2020,PL055C,2020,25.1,CITY
RO001F1990,RO001F,1990,34.5,FUA
RO001F1995,RO001F,1995,31.8,FUA
RO001F2000,RO001F,2000,30.6,FUA
RO001F2001,RO001F,2001,29.8,FUA
RO001F2002,RO001F,2002,34.9,FUA
RO001F2003,RO001F,2003,35.4,FUA
RO001F2004,RO001F,2004,30.8,FUA
RO001F2005,RO001F,2005,31.3,FUA
RO001F2006,RO001F,2006,32.8,FUA
RO001F2007,RO001F,2007,26.4,FUA
RO001F2008,RO001F,2008,27.3,FUA
RO001F2009,RO001F,2009,28.2,FUA
RO001F2010,RO001F,2010,28.5,FUA
RO001F2011,RO001F,2011,31.4,FUA
RO001F2012,RO001F,2012,28.6,FUA
RO001F2013,RO001F,2013,25.8,FUA
RO001F2014,RO001F,2014,25.8,FUA
RO001F2015,RO001F,2015,24.2,FUA
RO001F2016,RO001F,2016,23.0,FUA
RO001F2017,RO001F,2017,24.1,FUA
RO001F2018,RO001F,2018,23.5,FUA
RO001F2019,RO001F,2019,20.6,FUA
RO001F2020,RO001F,2020,19.5,FUA
USA211C1990,USA211C,1990,17.1,CITY
USA211C1995,USA211C,1995,17.3,CITY
USA211C2000,USA211C,2000,16.6,CITY
USA211C2001,USA211C,2001,14.2,CITY
USA211C2002,USA211C,2002,14.8,CITY
USA211C2003,USA211C,2003,14.1,CITY
USA211C2004,USA211C,2004,12.8,CITY
USA211C2005,USA211C,2005,12.9,CITY
USA211C2006,USA211C,2006,13.0,CITY
USA211C2007,USA211C,2007,13.6,CITY
USA211C2008,USA211C,2008,12.3,CITY
USA211C2009,USA211C,2009,11.2,CITY
USA211C2010,USA211C,2010,11.0,CITY
USA211C2011,USA211C,2011,11.7,CITY
USA211C2012,USA211C,2012,11.2,CITY
USA211C2013,USA211C,2013,11.3,CITY
USA211C2014,USA211C,2014,10.6,CITY
USA211C2015,USA211C,2015,10.2,CITY
USA211C2016,USA211C,2016,9.1,CITY
USA211C2017,USA211C,2017,9.7,CITY
USA211C2018,USA211C,2018,9.2,CITY
USA211C2019,USA211C,2019,8.4,CITY
USA211C2020,USA211C,2020,9.0,CITY
UK034C1990,UK034C,1990,16.9,CITY
UK034C1995,UK034C,1995,16.2,CITY
UK034C2000,UK034C,2000,18.4,CITY
UK034C2001,UK034C,2001,15.5,CITY
UK034C2002,UK034C,2002,16.0,CITY
UK034C2003,UK034C,2003,18.6,CITY
UK034C2004,UK034C,2004,15.7,CITY
UK034C2005,UK034C,2005,15.7,CITY
UK034C2006,UK034C,2006,16.4,CITY
UK034C2007,UK034C,2007,15.3,CITY
UK034C2008,UK034C,2008,15.3,CITY
UK034C2009,UK034C,2009,14.4,CITY
UK034C2010,UK034C,2010,13.9,CITY
UK034C2011,UK034C,2011,15.0,CITY
UK034C2012,UK034C,2012,12.9,CITY
UK034C2013,UK034C,2013,12.9,CITY
UK034C2014,UK034C,2014,11.6,CITY
UK034C2015,UK034C,2015,11.5,CITY
UK034C2016,UK034C,2016,11.0,CITY
UK034C2017,UK034C,2017,11.6,CITY
UK034C2018,UK034C,2018,11.2,CITY
UK034C2019,UK034C,2019,10.9,CITY
UK034C2020,UK034C,2020,10.6,CITY
MEX07F1990,MEX07F,1990,31.8,FUA
MEX07F1995,MEX07F,1995,31.3,FUA
MEX07F2000,MEX07F,2000,31.3,FUA
MEX07F2001,MEX07F,2001,25.4,FUA
MEX07F2002,MEX07F,2002,25.8,FUA
MEX07F2003,MEX07F,2003,24.8,FUA
MEX07F2004,MEX07F,2004,22.9,FUA
MEX07F2005,MEX07F,2005,23.4,FUA
MEX07F2006,MEX07F,2006,23.8,FUA
MEX07F2007,MEX07F,2007,23.7,FUA
MEX07F2008,MEX07F,2008,22.5,FUA
MEX07F2009,MEX07F,2009,20.0,FUA
MEX07F2010,MEX07F,2010,19.5,FUA
MEX07F2011,MEX07F,2011,22.5,FUA
MEX07F2012,MEX07F,2012,19.5,FUA
MEX07F2013,MEX07F,2013,20.3,FUA
MEX07F2014,MEX07F,2014,19.6,FUA
MEX07F2015,MEX07F,2015,19.1,FUA
MEX07F2016,MEX07F,2016,18.9,FUA
MEX07F2017,MEX07F,2017,18.4,FUA
MEX07F2018,MEX07F,2018,16.7,FUA
MEX07F2019,MEX07F,2019,14.4,FUA
MEX07F2020,MEX07F,2020,14.4,FUA
BG010C1990,BG010C,1990,16.6,CITY
BG010C1995,BG010C,1995,15.3,CITY
BG010C2000,BG010C,2000,15.3,CITY
BG010C2001,BG010C,2001,15.7,CITY
BG010C2002,BG010C,2002,17.6,CITY
BG010C2003,BG010C,2003,17.9,CITY
BG010C2004,BG010C,2004,15.7,CITY
BG010C2005,BG010C,2005,16.3,CITY
BG010C2006,BG010C,2006,17.2,CITY
BG010C2007,BG010C,2007,14.4,CITY
BG010C2008,BG010C,2008,14.4,CITY
BG010C2009,BG010C,2009,14.7,CITY
BG010C2010,BG010C,2010,15.1,CITY
BG010C2011,BG010C,2011,16.4,CITY
BG010C2012,BG010C,2012,15.1,CITY
BG010C2013,BG010C,2013,13.8,CITY
BG010C2014,BG010C,2014,13.8,CITY
BG010C2015,BG010C,2015,13.3,CITY
BG010C2016,BG010C,2016,12.7,CITY
BG010C2017,BG010C,2017,13.3,CITY
BG010C2018,BG010C,2018,12.9,CITY
BG010C2019,BG010C,2019,11.3,CITY
BG010C2020,BG010C,2020,11.2,CITY
CZ013F1990,CZ013F,1990,19.4,FUA
CZ013F1995,CZ013F,1995,18.0,FUA
CZ013F2000,CZ013F,2000,15.4,FUA
CZ013F2001,CZ013F,2001,15.9,FUA
CZ013F2002,CZ013F,2002,17.9,FUA
CZ013F2003,CZ013F,2003,18.3,FUA
CZ013F2004,CZ013F,2004,15.7,FUA
CZ013F2005,CZ013F,2005,16.3,FUA
CZ013F2006,CZ013F,2006,17.3,FUA
CZ013F2007,CZ013F,2007,13.8,FUA
CZ013F2008,CZ013F,2008,13.8,FUA
CZ013F2009,CZ013F,2009,14.7,FUA
CZ013F2010,CZ013F,2010,15.6,FUA
CZ013F2011,CZ013F,2011,15.7,FUA
CZ013F2012,CZ013F,2012,14.4,FUA
CZ013F2013,CZ013F,2013,14.2,FUA
CZ013F2014,CZ013F,2014,14.0,FUA
CZ013F2015,CZ013F,2015,13.4,FUA
CZ013F2016,CZ013F,2016,13.1,FUA
CZ013F2017,CZ013F,2017,12.7,FUA
CZ013F2018,CZ013F,2018,13.1,FUA
CZ013F2019,CZ013F,2019,10.3,FUA
CZ013F2020,CZ013F,2020,10.8,FUA
DE039F1990,DE039F,1990,19.1,FUA
DE039F1995,DE039F,1995,17.5,FUA
DE039F2000,DE039F,2000,15.4,FUA
DE039F2001,DE039F,2001,14.6,FUA
DE039F2002,DE039F,2002,14.6,FUA
DE039F2003,DE039F,2003,15.6,FUA
DE039F2004,DE039F,2004,14.2,FUA
DE039F2005,DE039F,2005,14.1,FUA
DE039F2006,DE039F,2006,15.2,FUA
DE039F2007,DE039F,2007,14.0,FUA
DE039F2008,DE039F,2008,13.3,FUA
DE039F2009,DE039F,2009,13.2,FUA
DE039F2010,DE039F,2010,14.1,FUA
DE039F2011,DE039F,2011,13.5,FUA
DE039F2012,DE039F,2012,12.1,FUA
DE039F2013,DE039F,2013,12.3,FUA
DE039F2014,DE039F,2014,10.7,FUA
DE039F2015,DE039F,2015,11.2,FUA
DE039F2016,DE039F,2016,10.2,FUA
DE039F2017,DE039F,2017,10.4,FUA
DE039F2018,DE039F,2018,9.8,FUA
DE039F2019,DE039F,2019,9.0,FUA
DE039F2020,DE039F,2020,8.9,FUA
PL035C1990,PL035C,1990,26.5,CITY
PL035C1995,PL035C,1995,25.0,CITY
PL035C2000,PL035C,2000,21.6,CITY
PL035C2001,PL035C,2001,20.8,CITY
PL035C2002,PL035C,2002,24.5,CITY
PL035C2003,PL035C,2003,24.9,CITY
PL035C2004,PL035C,2004,22.2,CITY
PL035C2005,PL035C,2005,22.3,CITY
PL035C2006,PL035C,2006,25.0,CITY
PL035C2007,PL035C,2007,19.9,CITY
PL035C2008,PL035C,2008,19.6,CITY
PL035C2009,PL035C,2009,20.3,CITY
PL035C2010,PL035C,2010,22.7,CITY
PL035C2011,PL035C,2011,21.8,CITY
PL035C2012,PL035C,2012,19.9,CITY
PL035C2013,PL035C,2013,18.8,CITY
PL035C2014,PL035C,2014,19.4,CITY
PL035C2015,PL035C,2015,18.2,CITY
PL035C2016,PL035C,2016,17.4,CITY
PL035C2017,PL035C,2017,19.4,CITY
PL035C2018,PL035C,2018,18.7,CITY
PL035C2019,PL035C,2019,15.8,CITY
PL035C2020,PL035C,2020,14.5,CITY
RO007C1990,RO007C,1990,19.7,CITY
RO007C1995,RO007C,1995,18.7,CITY
RO007C2000,RO007C,2000,17.4,CITY
RO007C2001,RO007C,2001,18.2,CITY
RO007C2002,RO007C,2002,20.7,CITY
RO007C2003,RO007C,2003,21.0,CITY
RO007C2004,RO007C,2004,18.8,CITY
RO007C2005,RO007C,2005,19.1,CITY
RO007C2006,RO007C,2006,20.3,CITY
RO007C2007,RO007C,2007,16.3,CITY
RO007C2008,RO007C,2008,16.4,CITY
RO007C2009,RO007C,2009,17.0,CITY
RO007C2010,RO007C,2010,17.8,CITY
RO007C2011,RO007C,2011,18.7,CITY
RO007C2012,RO007C,2012,17.4,CITY
RO007C2013,RO007C,2013,15.9,CITY
RO007C2014,RO007C,2014,16.5,CITY
RO007C2015,RO007C,2015,15.7,CITY
RO007C2016,RO007C,2016,15.0,CITY
RO007C2017,RO007C,2017,14.6,CITY
RO007C2018,RO007C,2018,15.2,CITY
RO007C2019,RO007C,2019,12.5,CITY
RO007C2020,RO007C,2020,12.4,CITY
UK056C1990,UK056C,1990,20.4,CITY
UK056C1995,UK056C,1995,19.4,CITY
UK056C2000,UK056C,2000,18.3,CITY
UK056C2001,UK056C,2001,16.2,CITY
UK056C2002,UK056C,2002,16.6,CITY
UK056C2003,UK056C,2003,19.2,CITY
UK056C2004,UK056C,2004,16.0,CITY
UK056C2005,UK056C,2005,16.0,CITY
UK056C2006,UK056C,2006,16.8,CITY
UK056C2007,UK056C,2007,16.0,CITY
UK056C2008,UK056C,2008,15.8,CITY
UK056C2009,UK056C,2009,15.1,CITY
UK056C2010,UK056C,2010,14.5,CITY
UK056C2011,UK056C,2011,15.4,CITY
UK056C2012,UK056C,2012,13.2,CITY
UK056C2013,UK056C,2013,13.6,CITY
UK056C2014,UK056C,2014,11.9,CITY
UK056C2015,UK056C,2015,12.1,CITY
UK056C2016,UK056C,2016,11.8,CITY
UK056C2017,UK056C,2017,12.2,CITY
UK056C2018,UK056C,2018,11.7,CITY
UK056C2019,UK056C,2019,11.0,CITY
UK056C2020,UK056C,2020,10.8,CITY
SI001C1990,SI001C,1990,28.2,CITY
SI001C1995,SI001C,1995,26.7,CITY
SI001C2000,SI001C,2000,23.7,CITY
SI001C2001,SI001C,2001,22.9,CITY
SI001C2002,SI001C,2002,25.3,CITY
SI001C2003,SI001C,2003,26.7,CITY
SI001C2004,SI001C,2004,23.7,CITY
SI001C2005,SI001C,2005,24.8,CITY
SI001C2006,SI001C,2006,25.6,CITY
SI001C2007,SI001C,2007,19.9,CITY
SI001C2008,SI001C,2008,20.7,CITY
SI001C2009,SI001C,2009,21.1,CITY
SI001C2010,SI001C,2010,21.4,CITY
SI001C2011,SI001C,2011,22.9,CITY
SI001C2012,SI001C,2012,20.6,CITY
SI001C2013,SI001C,2013,20.5,CITY
SI001C2014,SI001C,2014,20.0,CITY
SI001C2015,SI001C,2015,19.8,CITY
SI001C2016,SI001C,2016,18.6,CITY
SI001C2017,SI001C,2017,18.5,CITY
SI001C2018,SI001C,2018,20.6,CITY
SI001C2019,SI001C,2019,15.7,CITY
SI001C2020,SI001C,2020,16.1,CITY
KOR19C1990,KOR19C,1990,24.8,CITY
KOR19C1995,KOR19C,1995,24.0,CITY
KOR19C2000,KOR19C,2000,23.5,CITY
KOR19C2001,KOR19C,2001,23.0,CITY
KOR19C2002,KOR19C,2002,23.3,CITY
KOR19C2003,KOR19C,2003,22.8,CITY
KOR19C2004,KOR19C,2004,22.5,CITY
KOR19C2005,KOR19C,2005,22.2,CITY
KOR19C2006,KOR19C,2006,22.7,CITY
KOR19C2007,KOR19C,2007,23.2,CITY
KOR19C2008,KOR19C,2008,22.9,CITY
KOR19C2009,KOR19C,2009,21.8,CITY
KOR19C2010,KOR19C,2010,20.1,CITY
KOR19C2011,KOR19C,2011,22.7,CITY
KOR19C2012,KOR19C,2012,23.3,CITY
KOR19C2013,KOR19C,2013,25.0,CITY
KOR19C2014,KOR19C,2014,26.2,CITY
KOR19C2015,KOR19C,2015,24.2,CITY
KOR19C2016,KOR19C,2016,24.6,CITY
KOR19C2017,KOR19C,2017,23.8,CITY
KOR19C2018,KOR19C,2018,23.9,CITY
KOR19C2019,KOR19C,2019,23.7,CITY
KOR19C2020,KOR19C,2020,23.8,CITY
AUS13C1990,AUS13C,1990,7.8,CITY
AUS13C1995,AUS13C,1995,7.5,CITY
AUS13C2000,AUS13C,2000,7.8,CITY
AUS13C2001,AUS13C,2001,8.3,CITY
AUS13C2002,AUS13C,2002,8.0,CITY
AUS13C2003,AUS13C,2003,7.7,CITY
AUS13C2004,AUS13C,2004,7.5,CITY
AUS13C2005,AUS13C,2005,7.8,CITY
AUS13C2006,AUS13C,2006,7.3,CITY
AUS13C2007,AUS13C,2007,7.2,CITY
AUS13C2008,AUS13C,2008,7.3,CITY
AUS13C2009,AUS13C,2009,8.2,CITY
AUS13C2010,AUS13C,2010,7.6,CITY
AUS13C2011,AUS13C,2011,7.8,CITY
AUS13C2012,AUS13C,2012,8.2,CITY
AUS13C2013,AUS13C,2013,7.7,CITY
AUS13C2014,AUS13C,2014,7.6,CITY
AUS13C2015,AUS13C,2015,7.5,CITY
AUS13C2016,AUS13C,2016,7.6,CITY
AUS13C2017,AUS13C,2017,7.7,CITY
AUS13C2018,AUS13C,2018,8.5,CITY
AUS13C2019,AUS13C,2019,8.5,CITY
AUS13C2020,AUS13C,2020,7.2,CITY
PL004C1990,PL004C,1990,33.6,CITY
PL004C1995,PL004C,1995,31.6,CITY
PL004C2000,PL004C,2000,27.2,CITY
PL004C2001,PL004C,2001,28.2,CITY
PL004C2002,PL004C,2002,32.1,CITY
PL004C2003,PL004C,2003,32.3,CITY
PL004C2004,PL004C,2004,28.2,CITY
PL004C2005,PL004C,2005,29.6,CITY
PL004C2006,PL004C,2006,30.9,CITY
PL004C2007,PL004C,2007,25.5,CITY
PL004C2008,PL004C,2008,24.4,CITY
PL004C2009,PL004C,2009,26.0,CITY
PL004C2010,PL004C,2010,29.2,CITY
PL004C2011,PL004C,2011,28.2,CITY
PL004C2012,PL004C,2012,25.4,CITY
PL004C2013,PL004C,2013,24.6,CITY
PL004C2014,PL004C,2014,25.1,CITY
PL004C2015,PL004C,2015,23.9,CITY
PL004C2016,PL004C,2016,22.5,CITY
PL004C2017,PL004C,2017,23.6,CITY
PL004C2018,PL004C,2018,23.8,CITY
PL004C2019,PL004C,2019,19.8,CITY
PL004C2020,PL004C,2020,19.1,CITY
DE074F1990,DE074F,1990,21.9,FUA
DE074F1995,DE074F,1995,20.2,FUA
DE074F2000,DE074F,2000,17.3,FUA
DE074F2001,DE074F,2001,16.2,FUA
DE074F2002,DE074F,2002,16.9,FUA
DE074F2003,DE074F,2003,17.3,FUA
DE074F2004,DE074F,2004,15.4,FUA
DE074F2005,DE074F,2005,15.9,FUA
DE074F2006,DE074F,2006,16.8,FUA
DE074F2007,DE074F,2007,15.2,FUA
DE074F2008,DE074F,2008,14.5,FUA
DE074F2009,DE074F,2009,14.4,FUA
DE074F2010,DE074F,2010,15.3,FUA
DE074F2011,DE074F,2011,14.9,FUA
DE074F2012,DE074F,2012,13.1,FUA
DE074F2013,DE074F,2013,13.4,FUA
DE074F2014,DE074F,2014,11.7,FUA
DE074F2015,DE074F,2015,12.2,FUA
DE074F2016,DE074F,2016,11.4,FUA
DE074F2017,DE074F,2017,11.3,FUA
DE074F2018,DE074F,2018,11.2,FUA
DE074F2019,DE074F,2019,10.0,FUA
DE074F2020,DE074F,2020,9.6,FUA
HU017C1990,HU017C,1990,22.2,CITY
HU017C1995,HU017C,1995,21.5,CITY
HU017C2000,HU017C,2000,18.3,CITY
HU017C2001,HU017C,2001,18.5,CITY
HU017C2002,HU017C,2002,21.2,CITY
HU017C2003,HU017C,2003,22.4,CITY
HU017C2004,HU017C,2004,18.8,CITY
HU017C2005,HU017C,2005,19.5,CITY
HU017C2006,HU017C,2006,20.7,CITY
HU017C2007,HU017C,2007,16.7,CITY
HU017C2008,HU017C,2008,16.6,CITY
HU017C2009,HU017C,2009,17.1,CITY
HU017C2010,HU017C,2010,18.7,CITY
HU017C2011,HU017C,2011,19.1,CITY
HU017C2012,HU017C,2012,17.1,CITY
HU017C2013,HU017C,2013,16.0,CITY
HU017C2014,HU017C,2014,16.2,CITY
HU017C2015,HU017C,2015,16.3,CITY
HU017C2016,HU017C,2016,14.5,CITY
HU017C2017,HU017C,2017,15.3,CITY
HU017C2018,HU017C,2018,15.7,CITY
HU017C2019,HU017C,2019,13.2,CITY
HU017C2020,HU017C,2020,12.8,CITY
USA176C1990,USA176C,1990,12.5,CITY
USA176C1995,USA176C,1995,11.9,CITY
USA176C2000,USA176C,2000,11.1,CITY
USA176C2001,USA176C,2001,11.0,CITY
USA176C2002,USA176C,2002,11.4,CITY
USA176C2003,USA176C,2003,10.7,CITY
USA176C2004,USA176C,2004,9.4,CITY
USA176C2005,USA176C,2005,10.5,CITY
USA176C2006,USA176C,2006,9.8,CITY
USA176C2007,USA176C,2007,9.8,CITY
USA176C2008,USA176C,2008,9.0,CITY
USA176C2009,USA176C,2009,8.1,CITY
USA176C2010,USA176C,2010,8.0,CITY
USA176C2011,USA176C,2011,8.1,CITY
USA176C2012,USA176C,2012,8.0,CITY
USA176C2013,USA176C,2013,7.6,CITY
USA176C2014,USA176C,2014,7.3,CITY
USA176C2015,USA176C,2015,7.3,CITY
USA176C2016,USA176C,2016,7.4,CITY
USA176C2017,USA176C,2017,6.9,CITY
USA176C2018,USA176C,2018,6.9,CITY
USA176C2019,USA176C,2019,6.2,CITY
USA176C2020,USA176C,2020,6.7,CITY
EL006F1990,EL006F,1990,16.5,FUA
EL006F1995,EL006F,1995,16.2,FUA
EL006F2000,EL006F,2000,25.6,FUA
EL006F2001,EL006F,2001,24.2,FUA
EL006F2002,EL006F,2002,24.8,FUA
EL006F2003,EL006F,2003,25.5,FUA
EL006F2004,EL006F,2004,22.4,FUA
EL006F2005,EL006F,2005,23.6,FUA
EL006F2006,EL006F,2006,23.9,FUA
EL006F2007,EL006F,2007,23.1,FUA
EL006F2008,EL006F,2008,23.0,FUA
EL006F2009,EL006F,2009,22.0,FUA
EL006F2010,EL006F,2010,21.2,FUA
EL006F2011,EL006F,2011,22.4,FUA
EL006F2012,EL006F,2012,19.6,FUA
EL006F2013,EL006F,2013,18.9,FUA
EL006F2014,EL006F,2014,17.7,FUA
EL006F2015,EL006F,2015,18.0,FUA
EL006F2016,EL006F,2016,16.3,FUA
EL006F2017,EL006F,2017,16.2,FUA
EL006F2018,EL006F,2018,16.0,FUA
EL006F2019,EL006F,2019,15.6,FUA
EL006F2020,EL006F,2020,14.8,FUA
NZL09C1990,NZL09C,1990,8.3,CITY
NZL09C1995,NZL09C,1995,8.0,CITY
NZL09C2000,NZL09C,2000,8.3,CITY
NZL09C2001,NZL09C,2001,8.4,CITY
NZL09C2002,NZL09C,2002,7.9,CITY
NZL09C2003,NZL09C,2003,7.8,CITY
NZL09C2004,NZL09C,2004,7.7,CITY
NZL09C2005,NZL09C,2005,7.7,CITY
NZL09C2006,NZL09C,2006,7.6,CITY
NZL09C2007,NZL09C,2007,7.8,CITY
NZL09C2008,NZL09C,2008,7.8,CITY
NZL09C2009,NZL09C,2009,8.0,CITY
NZL09C2010,NZL09C,2010,8.2,CITY
NZL09C2011,NZL09C,2011,7.9,CITY
NZL09C2012,NZL09C,2012,7.9,CITY
NZL09C2013,NZL09C,2013,8.1,CITY
NZL09C2014,NZL09C,2014,7.8,CITY
NZL09C2015,NZL09C,2015,7.8,CITY
NZL09C2016,NZL09C,2016,7.8,CITY
