id,REF_AREA,TIME_PERIOD,POLLUTION_VALUE,TERRITORIAL_LEVEL
AUS10C1990,AUS10C,1990,6.8,CITY
AUS10C1995,AUS10C,1995,6.6,CITY
AUS10C2000,AUS10C,2000,7.1,CITY
AUS10C2001,AUS10C,2001,7.4,CITY
AUS10C2002,AUS10C,2002,7.8,CITY
AUS10C2003,AUS10C,2003,7.2,CITY
AUS10C2004,AUS10C,2004,6.7,CITY
AUS10C2005,AUS10C,2005,6.6,CITY
AUS10C2006,AUS10C,2006,7.0,CITY
AUS10C2007,AUS10C,2007,6.7,CITY
AUS10C2008,AUS10C,2008,6.7,CITY
AUS10C2009,AUS10C,2009,7.1,CITY
AUS10C2010,AUS10C,2010,7.0,CITY
AUS10C2011,AUS10C,2011,7.0,CITY
AUS10C2012,AUS10C,2012,7.2,CITY
AUS10C2013,AUS10C,2013,7.3,CITY
AUS10C2014,AUS10C,2014,7.0,CITY
AUS10C2015,AUS10C,2015,6.9,CITY
AUS10C2016,AUS10C,2016,7.0,CITY
AUS10C2017,AUS10C,2017,7.1,CITY
AUS10C2018,AUS10C,2018,7.4,CITY
AUS10C2019,AUS10C,2019,10.1,CITY
AUS10C2020,AUS10C,2020,9.6,CITY
BG007F1990,BG007F,1990,32.8,FUA
BG007F1995,BG007F,1995,31.3,FUA
BG007F2000,BG007F,2000,29.2,FUA
BG007F2001,BG007F,2001,28.7,FUA
BG007F2002,BG007F,2002,32.0,FUA
BG007F2003,BG007F,2003,34.4,FUA
BG007F2004,BG007F,2004,30.3,FUA
BG007F2005,BG007F,2005,30.6,FUA
BG007F2006,BG007F,2006,32.5,FUA
BG007F2007,BG007F,2007,25.5,FUA
BG007F2008,BG007F,2008,26.6,FUA
BG007F2009,BG007F,2009,26.7,FUA
BG007F2010,BG007F,2010,28.5,FUA
BG007F2011,BG007F,2011,30.1,FUA
BG007F2012,BG007F,2012,27.7,FUA
BG007F2013,BG007F,2013,25.5,FUA
BG007F2014,BG007F,2014,25.2,FUA
BG007F2015,BG007F,2015,24.2,FUA
BG007F2016,BG007F,2016,23.1,FUA
BG007F2017,BG007F,2017,23.9,FUA
BG007F2018,BG007F,2018,23.5,FUA
BG007F2019,BG007F,2019,20.4,FUA
BG007F2020,BG007F,2020,20.0,FUA
IT080C1990,IT080C,1990,23.3,CITY
IT080C1995,IT080C,1995,22.2,CITY
IT080C2000,IT080C,2000,21.8,CITY
IT080C2001,IT080C,2001,19.8,CITY
IT080C2002,IT080C,2002,21.0,CITY
IT080C2003,IT080C,2003,22.5,CITY
IT080C2004,IT080C,2004,19.6,CITY
IT080C2005,IT080C,2005,20.4,CITY
IT080C2006,IT080C,2006,20.0,CITY
IT080C2007,IT080C,2007,19.0,CITY
IT080C2008,IT080C,2008,18.3,CITY
IT080C2009,IT080C,2009,18.8,CITY
IT080C2010,IT080C,2010,17.2,CITY
IT080C2011,IT080C,2011,18.8,CITY
IT080C2012,IT080C,2012,16.4,CITY
IT080C2013,IT080C,2013,15.9,CITY
IT080C2014,IT080C,2014,14.7,CITY
IT080C2015,IT080C,2015,16.0,CITY
IT080C2016,IT080C,2016,14.0,CITY
IT080C2017,IT080C,2017,13.5,CITY
IT080C2018,IT080C,2018,14.0,CITY
IT080C2019,IT080C,2019,12.6,CITY
IT080C2020,IT080C,2020,12.8,CITY
DE009F1990,DE009F,1990,25.7,FUA
DE009F1995,DE009F,1995,23.6,FUA
DE009F2000,DE009F,2000,20.4,FUA
DE009F2001,DE009F,2001,19.4,FUA
DE009F2002,DE009F,2002,20.5,FUA
DE009F2003,DE009F,2003,20.5,FUA
DE009F2004,DE009F,2004,17.7,FUA
DE009F2005,DE009F,2005,19.6,FUA
DE009F2006,DE009F,2006,19.6,FUA
DE009F2007,DE009F,2007,17.6,FUA
DE009F2008,DE009F,2008,16.8,FUA
DE009F2009,DE009F,2009,17.2,FUA
DE009F2010,DE009F,2010,18.8,FUA
DE009F2011,DE009F,2011,17.3,FUA
DE009F2012,DE009F,2012,15.9,FUA
DE009F2013,DE009F,2013,15.5,FUA
DE009F2014,DE009F,2014,14.1,FUA
DE009F2015,DE009F,2015,14.4,FUA
DE009F2016,DE009F,2016,13.4,FUA
DE009F2017,DE009F,2017,12.8,FUA
DE009F2018,DE009F,2018,13.0,FUA
DE009F2019,DE009F,2019,11.8,FUA
DE009F2020,DE009F,2020,11.4,FUA
COL13F1990,COL13F,1990,30.1,FUA
COL13F1995,COL13F,1995,29.5,FUA
COL13F2000,COL13F,2000,28.6,FUA
COL13F2001,COL13F,2001,22.2,FUA
COL13F2002,COL13F,2002,23.6,FUA
COL13F2003,COL13F,2003,25.3,FUA
COL13F2004,COL13F,2004,23.2,FUA
COL13F2005,COL13F,2005,22.5,FUA
COL13F2006,COL13F,2006,24.3,FUA
COL13F2007,COL13F,2007,23.3,FUA
COL13F2008,COL13F,2008,21.8,FUA
COL13F2009,COL13F,2009,19.0,FUA
COL13F2010,COL13F,2010,19.9,FUA
COL13F2011,COL13F,2011,22.0,FUA
COL13F2012,COL13F,2012,19.6,FUA
COL13F2013,COL13F,2013,20.0,FUA
COL13F2014,COL13F,2014,19.0,FUA
COL13F2015,COL13F,2015,18.1,FUA
COL13F2016,COL13F,2016,17.5,FUA
COL13F2017,COL13F,2017,18.0,FUA
COL13F2018,COL13F,2018,17.8,FUA
COL13F2019,COL13F,2019,15.7,FUA
COL13F2020,COL13F,2020,14.2,FUA
ES046F1990,ES046F,1990,14.3,FUA
ES046F1995,ES046F,1995,13.5,FUA
ES046F2000,ES046F,2000,13.6,FUA
ES046F2001,ES046F,2001,13.0,FUA
ES046F2002,ES046F,2002,13.0,FUA
ES046F2003,ES046F,2003,13.2,FUA
ES046F2004,ES046F,2004,11.8,FUA
ES046F2005,ES046F,2005,11.9,FUA
ES046F2006,ES046F,2006,12.2,FUA
ES046F2007,ES046F,2007,11.9,FUA
ES046F2008,ES046F,2008,9.9,FUA
ES046F2009,ES046F,2009,10.2,FUA
ES046F2010,ES046F,2010,9.7,FUA
ES046F2011,ES046F,2011,10.7,FUA
ES046F2012,ES046F,2012,9.6,FUA
ES046F2013,ES046F,2013,9.0,FUA
ES046F2014,ES046F,2014,8.8,FUA
ES046F2015,ES046F,2015,9.0,FUA
ES046F2016,ES046F,2016,8.6,FUA
ES046F2017,ES046F,2017,8.5,FUA
ES046F2018,ES046F,2018,8.2,FUA
ES046F2019,ES046F,2019,7.5,FUA
ES046F2020,ES046F,2020,7.7,FUA
ES066C1990,ES066C,1990,15.5,CITY
ES066C1995,ES066C,1995,14.3,CITY
ES066C2000,ES066C,2000,15.0,CITY
ES066C2001,ES066C,2001,13.0,CITY
ES066C2002,ES066C,2002,13.4,CITY
ES066C2003,ES066C,2003,13.2,CITY
ES066C2004,ES066C,2004,12.3,CITY
ES066C2005,ES066C,2005,12.4,CITY
ES066C2006,ES066C,2006,12.3,CITY
ES066C2007,ES066C,2007,12.1,CITY
ES066C2008,ES066C,2008,11.0,CITY
ES066C2009,ES066C,2009,11.6,CITY
ES066C2010,ES066C,2010,10.7,CITY
ES066C2011,ES066C,2011,11.7,CITY
ES066C2012,ES066C,2012,10.4,CITY
ES066C2013,ES066C,2013,9.6,CITY
ES066C2014,ES066C,2014,9.3,CITY
ES066C2015,ES066C,2015,9.7,CITY
ES066C2016,ES066C,2016,9.0,CITY
ES066C2017,ES066C,2017,8.6,CITY
ES066C2018,ES066C,2018,8.5,CITY
ES066C2019,ES066C,2019,7.8,CITY
ES066C2020,ES066C,2020,8.1,CITY
KOR11C1990,KOR11C,1990,25.7,CITY
KOR11C1995,KOR11C,1995,25.0,CITY
KOR11C2000,KOR11C,2000,24.8,CITY
KOR11C2001,KOR11C,2001,24.4,CITY
KOR11C2002,KOR11C,2002,25.1,CITY
KOR11C2003,KOR11C,2003,24.5,CITY
KOR11C2004,KOR11C,2004,23.7,CITY
KOR11C2005,KOR11C,2005,24.0,CITY
KOR11C2006,KOR11C,2006,24.5,CITY
KOR11C2007,KOR11C,2007,24.2,CITY
KOR11C2008,KOR11C,2008,24.3,CITY
KOR11C2009,KOR11C,2009,23.2,CITY
KOR11C2010,KOR11C,2010,21.7,CITY
KOR11C2011,KOR11C,2011,24.7,CITY
KOR11C2012,KOR11C,2012,25.2,CITY
KOR11C2013,KOR11C,2013,26.9,CITY
KOR11C2014,KOR11C,2014,28.2,CITY
KOR11C2015,KOR11C,2015,25.4,CITY
KOR11C2016,KOR11C,2016,26.1,CITY
KOR11C2017,KOR11C,2017,25.5,CITY
KOR11C2018,KOR11C,2018,25.8,CITY
KOR11C2019,KOR11C,2019,25.3,CITY
KOR11C2020,KOR11C,2020,25.0,CITY
DE027F1990,DE027F,1990,25.2,FUA
DE027F1995,DE027F,1995,23.1,FUA
DE027F2000,DE027F,2000,20.0,FUA
DE027F2001,DE027F,2001,18.2,FUA
DE027F2002,DE027F,2002,20.0,FUA
DE027F2003,DE027F,2003,20.2,FUA
DE027F2004,DE027F,2004,17.1,FUA
DE027F2005,DE027F,2005,18.4,FUA
DE027F2006,DE027F,2006,18.8,FUA
DE027F2007,DE027F,2007,17.3,FUA
DE027F2008,DE027F,2008,16.7,FUA
DE027F2009,DE027F,2009,16.1,FUA
DE027F2010,DE027F,2010,18.7,FUA
DE027F2011,DE027F,2011,16.9,FUA
DE027F2012,DE027F,2012,15.0,FUA
DE027F2013,DE027F,2013,13.8,FUA
DE027F2014,DE027F,2014,13.5,FUA
DE027F2015,DE027F,2015,13.5,FUA
DE027F2016,DE027F,2016,12.3,FUA
DE027F2017,DE027F,2017,13.0,FUA
DE027F2018,DE027F,2018,12.8,FUA
DE027F2019,DE027F,2019,11.7,FUA
DE027F2020,DE027F,2020,11.0,FUA
MEX21C1990,MEX21C,1990,29.1,CITY
MEX21C1995,MEX21C,1995,28.5,CITY
MEX21C2000,MEX21C,2000,28.7,CITY
MEX21C2001,MEX21C,2001,24.2,CITY
MEX21C2002,MEX21C,2002,24.5,CITY
MEX21C2003,MEX21C,2003,23.1,CITY
MEX21C2004,MEX21C,2004,21.4,CITY
MEX21C2005,MEX21C,2005,21.8,CITY
MEX21C2006,MEX21C,2006,22.4,CITY
MEX21C2007,MEX21C,2007,22.0,CITY
MEX21C2008,MEX21C,2008,21.4,CITY
MEX21C2009,MEX21C,2009,19.3,CITY
MEX21C2010,MEX21C,2010,18.3,CITY
MEX21C2011,MEX21C,2011,21.4,CITY
MEX21C2012,MEX21C,2012,18.6,CITY
MEX21C2013,MEX21C,2013,19.0,CITY
MEX21C2014,MEX21C,2014,18.4,CITY
MEX21C2015,MEX21C,2015,18.4,CITY
MEX21C2016,MEX21C,2016,17.9,CITY
MEX21C2017,MEX21C,2017,17.4,CITY
MEX21C2018,MEX21C,2018,15.9,CITY
MEX21C2019,MEX21C,2019,13.5,CITY
MEX21C2020,MEX21C,2020,14.0,CITY
USA23C1990,USA23C,1990,11.6,CITY
USA23C1995,USA23C,1995,11.8,CITY
USA23C2000,USA23C,2000,11.5,CITY
USA23C2001,USA23C,2001,10.6,CITY
USA23C2002,USA23C,2002,10.0,CITY
USA23C2003,USA23C,2003,9.6,CITY
USA23C2004,USA23C,2004,9.4,CITY
USA23C2005,USA23C,2005,9.8,CITY
USA23C2006,USA23C,2006,9.2,CITY
USA23C2007,USA23C,2007,9.5,CITY
USA23C2008,USA23C,2008,8.2,CITY
USA23C2009,USA23C,2009,8.2,CITY
USA23C2010,USA23C,2010,7.8,CITY
USA23C2011,USA23C,2011,8.0,CITY
USA23C2012,USA23C,2012,7.6,CITY
USA23C2013,USA23C,2013,7.2,CITY
USA23C2014,USA23C,2014,7.4,CITY
USA23C2015,USA23C,2015,7.1,CITY
USA23C2016,USA23C,2016,6.4,CITY
USA23C2017,USA23C,2017,6.0,CITY
USA23C2018,USA23C,2018,6.0,CITY
USA23C2019,USA23C,2019,5.7,CITY
USA23C2020,USA23C,2020,6.3,CITY
COL35C1990,COL35C,1990,15.8,CITY
COL35C1995,COL35C,1995,14.9,CITY
COL35C2000,COL35C,2000,14.9,CITY
COL35C2001,COL35C,2001,13.8,CITY
COL35C2002,COL35C,2002,14.9,CITY
COL35C2003,COL35C,2003,14.7,CITY
COL35C2004,COL35C,2004,14.1,CITY
COL35C2005,COL35C,2005,13.6,CITY
COL35C2006,COL35C,2006,14.6,CITY
COL35C2007,COL35C,2007,14.7,CITY
COL35C2008,COL35C,2008,13.2,CITY
COL35C2009,COL35C,2009,12.1,CITY
COL35C2010,COL35C,2010,12.2,CITY
COL35C2011,COL35C,2011,13.2,CITY
COL35C2012,COL35C,2012,11.8,CITY
COL35C2013,COL35C,2013,12.2,CITY
COL35C2014,COL35C,2014,11.9,CITY
COL35C2015,COL35C,2015,12.0,CITY
COL35C2016,COL35C,2016,11.5,CITY
COL35C2017,COL35C,2017,11.3,CITY
COL35C2018,COL35C,2018,10.5,CITY
COL35C2019,COL35C,2019,9.5,CITY
COL35C2020,COL35C,2020,9.4,CITY
USA115C1990,USA115C,1990,8.0,CITY
USA115C1995,USA115C,1995,7.8,CITY
USA115C2000,USA115C,2000,7.8,CITY
USA115C2001,USA115C,2001,7.2,CITY
USA115C2002,USA115C,2002,7.4,CITY
USA115C2003,USA115C,2003,7.8,CITY
USA115C2004,USA115C,2004,7.7,CITY
USA115C2005,USA115C,2005,7.6,CITY
USA115C2006,USA115C,2006,7.7,CITY
USA115C2007,USA115C,2007,7.3,CITY
USA115C2008,USA115C,2008,7.2,CITY
USA115C2009,USA115C,2009,6.3,CITY
USA115C2010,USA115C,2010,6.1,CITY
USA115C2011,USA115C,2011,6.2,CITY
USA115C2012,USA115C,2012,6.1,CITY
USA115C2013,USA115C,2013,5.8,CITY
USA115C2014,USA115C,2014,5.6,CITY
USA115C2015,USA115C,2015,5.9,CITY
USA115C2016,USA115C,2016,4.9,CITY
USA115C2017,USA115C,2017,6.5,CITY
USA115C2018,USA115C,2018,5.8,CITY
USA115C2019,USA115C,2019,5.0,CITY
USA115C2020,USA115C,2020,6.2,CITY
IT019C1990,IT019C,1990,14.6,CITY
IT019C1995,IT019C,1995,14.1,CITY
IT019C2000,IT019C,2000,14.3,CITY
IT019C2001,IT019C,2001,12.8,CITY
IT019C2002,IT019C,2002,14.1,CITY
IT019C2003,IT019C,2003,14.4,CITY
IT019C2004,IT019C,2004,13.0,CITY
IT019C2005,IT019C,2005,13.2,CITY
IT019C2006,IT019C,2006,13.6,CITY
IT019C2007,IT019C,2007,13.2,CITY
IT019C2008,IT019C,2008,12.1,CITY
IT019C2009,IT019C,2009,12.4,CITY
IT019C2010,IT019C,2010,11.3,CITY
IT019C2011,IT019C,2011,12.3,CITY
IT019C2012,IT019C,2012,10.8,CITY
IT019C2013,IT019C,2013,10.2,CITY
IT019C2014,IT019C,2014,9.9,CITY
IT019C2015,IT019C,2015,10.2,CITY
IT019C2016,IT019C,2016,9.0,CITY
IT019C2017,IT019C,2017,9.2,CITY
IT019C2018,IT019C,2018,9.2,CITY
IT019C2019,IT019C,2019,8.7,CITY
IT019C2020,IT019C,2020,8.6,CITY
FR065C1990,FR065C,1990,22.6,CITY
FR065C1995,FR065C,1995,21.3,CITY
FR065C2000,FR065C,2000,18.6,CITY
FR065C2001,FR065C,2001,17.7,CITY
FR065C2002,FR065C,2002,17.6,CITY
FR065C2003,FR065C,2003,19.6,CITY
FR065C2004,FR065C,2004,16.3,CITY
FR065C2005,FR065C,2005,17.0,CITY
FR065C2006,FR065C,2006,18.1,CITY
FR065C2007,FR065C,2007,16.7,CITY
FR065C2008,FR065C,2008,15.6,CITY
FR065C2009,FR065C,2009,16.6,CITY
FR065C2010,FR065C,2010,15.7,CITY
FR065C2011,FR065C,2011,16.1,CITY
FR065C2012,FR065C,2012,14.7,CITY
FR065C2013,FR065C,2013,14.8,CITY
FR065C2014,FR065C,2014,12.5,CITY
FR065C2015,FR065C,2015,13.5,CITY
FR065C2016,FR065C,2016,12.4,CITY
FR065C2017,FR065C,2017,12.0,CITY
FR065C2018,FR065C,2018,12.1,CITY
FR065C2019,FR065C,2019,11.2,CITY
FR065C2020,FR065C,2020,10.6,CITY
USA34C1990,USA34C,1990,12.6,CITY
USA34C1995,USA34C,1995,11.6,CITY
USA34C2000,USA34C,2000,11.4,CITY
USA34C2001,USA34C,2001,12.9,CITY
USA34C2002,USA34C,2002,11.8,CITY
USA34C2003,USA34C,2003,10.7,CITY
USA34C2004,USA34C,2004,10.4,CITY
USA34C2005,USA34C,2005,10.8,CITY
USA34C2006,USA34C,2006,10.4,CITY
USA34C2007,USA34C,2007,11.1,CITY
USA34C2008,USA34C,2008,10.1,CITY
USA34C2009,USA34C,2009,10.2,CITY
USA34C2010,USA34C,2010,9.3,CITY
USA34C2011,USA34C,2011,9.7,CITY
USA34C2012,USA34C,2012,10.0,CITY
USA34C2013,USA34C,2013,9.4,CITY
USA34C2014,USA34C,2014,8.8,CITY
USA34C2015,USA34C,2015,9.1,CITY
USA34C2016,USA34C,2016,7.6,CITY
USA34C2017,USA34C,2017,9.0,CITY
USA34C2018,USA34C,2018,8.8,CITY
USA34C2019,USA34C,2019,7.5,CITY
USA34C2020,USA34C,2020,8.1,CITY
JPN28C1990,JPN28C,1990,13.3,CITY
JPN28C1995,JPN28C,1995,13.1,CITY
JPN28C2000,JPN28C,2000,13.2,CITY
JPN28C2001,JPN28C,2001,12.7,CITY
JPN28C2002,JPN28C,2002,12.6,CITY
JPN28C2003,JPN28C,2003,12.4,CITY
JPN28C2004,JPN28C,2004,12.2,CITY
JPN28C2005,JPN28C,2005,12.3,CITY
JPN28C2006,JPN28C,2006,12.6,CITY
JPN28C2007,JPN28C,2007,12.4,CITY
JPN28C2008,JPN28C,2008,12.4,CITY
JPN28C2009,JPN28C,2009,11.6,CITY
JPN28C2010,JPN28C,2010,10.7,CITY
JPN28C2011,JPN28C,2011,12.3,CITY
JPN28C2012,JPN28C,2012,13.0,CITY
JPN28C2013,JPN28C,2013,13.5,CITY
JPN28C2014,JPN28C,2014,13.8,CITY
JPN28C2015,JPN28C,2015,12.7,CITY
JPN28C2016,JPN28C,2016,12.6,CITY
JPN28C2017,JPN28C,2017,13.2,CITY
JPN28C2018,JPN28C,2018,13.1,CITY
JPN28C2019,JPN28C,2019,13.2,CITY
JPN28C2020,JPN28C,2020,12.7,CITY
COL06F1990,COL06F,1990,27.4,FUA
COL06F1995,COL06F,1995,27.0,FUA
COL06F2000,COL06F,2000,26.9,FUA
COL06F2001,COL06F,2001,24.8,FUA
COL06F2002,COL06F,2002,24.7,FUA
COL06F2003,COL06F,2003,26.0,FUA
COL06F2004,COL06F,2004,22.4,FUA
COL06F2005,COL06F,2005,22.8,FUA
COL06F2006,COL06F,2006,24.3,FUA
COL06F2007,COL06F,2007,23.3,FUA
COL06F2008,COL06F,2008,22.0,FUA
COL06F2009,COL06F,2009,19.8,FUA
COL06F2010,COL06F,2010,20.9,FUA
COL06F2011,COL06F,2011,23.2,FUA
COL06F2012,COL06F,2012,20.1,FUA
COL06F2013,COL06F,2013,21.1,FUA
COL06F2014,COL06F,2014,20.0,FUA
COL06F2015,COL06F,2015,19.9,FUA
COL06F2016,COL06F,2016,20.0,FUA
COL06F2017,COL06F,2017,19.3,FUA
COL06F2018,COL06F,2018,17.2,FUA
COL06F2019,COL06F,2019,15.6,FUA
COL06F2020,COL06F,2020,15.9,FUA
MEX29C1990,MEX29C,1990,34.9,CITY
MEX29C1995,MEX29C,1995,34.3,CITY
MEX29C2000,MEX29C,2000,33.9,CITY
MEX29C2001,MEX29C,2001,26.0,CITY
MEX29C2002,MEX29C,2002,26.8,CITY
MEX29C2003,MEX29C,2003,26.0,CITY
MEX29C2004,MEX29C,2004,24.2,CITY
MEX29C2005,MEX29C,2005,24.4,CITY
MEX29C2006,MEX29C,2006,25.1,CITY
MEX29C2007,MEX29C,2007,25.1,CITY
MEX29C2008,MEX29C,2008,22.9,CITY
MEX29C2009,MEX29C,2009,20.9,CITY
MEX29C2010,MEX29C,2010,20.7,CITY
MEX29C2011,MEX29C,2011,23.3,CITY
MEX29C2012,MEX29C,2012,20.8,CITY
MEX29C2013,MEX29C,2013,21.5,CITY
MEX29C2014,MEX29C,2014,20.4,CITY
MEX29C2015,MEX29C,2015,20.0,CITY
MEX29C2016,MEX29C,2016,20.2,CITY
MEX29C2017,MEX29C,2017,19.2,CITY
MEX29C2018,MEX29C,2018,17.5,CITY
MEX29C2019,MEX29C,2019,15.3,CITY
MEX29C2020,MEX29C,2020,15.4,CITY
MEX53F1990,MEX53F,1990,28.2,FUA
MEX53F1995,MEX53F,1995,27.3,FUA
MEX53F2000,MEX53F,2000,25.5,FUA
MEX53F2001,MEX53F,2001,21.2,FUA
MEX53F2002,MEX53F,2002,21.6,FUA
MEX53F2003,MEX53F,2003,21.3,FUA
MEX53F2004,MEX53F,2004,19.0,FUA
MEX53F2005,MEX53F,2005,19.6,FUA
MEX53F2006,MEX53F,2006,19.9,FUA
MEX53F2007,MEX53F,2007,19.8,FUA
MEX53F2008,MEX53F,2008,18.2,FUA
MEX53F2009,MEX53F,2009,17.5,FUA
MEX53F2010,MEX53F,2010,16.9,FUA
MEX53F2011,MEX53F,2011,18.5,FUA
MEX53F2012,MEX53F,2012,17.1,FUA
MEX53F2013,MEX53F,2013,18.5,FUA
MEX53F2014,MEX53F,2014,16.1,FUA
MEX53F2015,MEX53F,2015,16.3,FUA
MEX53F2016,MEX53F,2016,16.2,FUA
MEX53F2017,MEX53F,2017,15.7,FUA
MEX53F2018,MEX53F,2018,14.4,FUA
MEX53F2019,MEX53F,2019,13.3,FUA
MEX53F2020,MEX53F,2020,13.2,FUA
ES073C1990,ES073C,1990,20.3,CITY
ES073C1995,ES073C,1995,18.5,CITY
ES073C2000,ES073C,2000,19.0,CITY
ES073C2001,ES073C,2001,16.6,CITY
ES073C2002,ES073C,2002,17.2,CITY
ES073C2003,ES073C,2003,18.0,CITY
ES073C2004,ES073C,2004,16.5,CITY
ES073C2005,ES073C,2005,16.4,CITY
ES073C2006,ES073C,2006,17.4,CITY
ES073C2007,ES073C,2007,16.7,CITY
ES073C2008,ES073C,2008,15.0,CITY
ES073C2009,ES073C,2009,15.4,CITY
ES073C2010,ES073C,2010,14.2,CITY
ES073C2011,ES073C,2011,15.4,CITY
ES073C2012,ES073C,2012,14.0,CITY
ES073C2013,ES073C,2013,12.8,CITY
ES073C2014,ES073C,2014,12.3,CITY
ES073C2015,ES073C,2015,12.9,CITY
ES073C2016,ES073C,2016,11.5,CITY
ES073C2017,ES073C,2017,11.9,CITY
ES073C2018,ES073C,2018,11.8,CITY
ES073C2019,ES073C,2019,10.8,CITY
ES073C2020,ES073C,2020,11.0,CITY
COL31C1990,COL31C,1990,20.0,CITY
COL31C1995,COL31C,1995,20.0,CITY
COL31C2000,COL31C,2000,20.3,CITY
COL31C2001,COL31C,2001,20.8,CITY
COL31C2002,COL31C,2002,20.4,CITY
COL31C2003,COL31C,2003,20.9,CITY
COL31C2004,COL31C,2004,18.6,CITY
COL31C2005,COL31C,2005,19.4,CITY
COL31C2006,COL31C,2006,20.1,CITY
COL31C2007,COL31C,2007,20.4,CITY
COL31C2008,COL31C,2008,18.7,CITY
COL31C2009,COL31C,2009,16.8,CITY
COL31C2010,COL31C,2010,17.6,CITY
COL31C2011,COL31C,2011,18.8,CITY
COL31C2012,COL31C,2012,16.8,CITY
COL31C2013,COL31C,2013,18.0,CITY
COL31C2014,COL31C,2014,16.9,CITY
COL31C2015,COL31C,2015,17.1,CITY
COL31C2016,COL31C,2016,16.6,CITY
COL31C2017,COL31C,2017,16.5,CITY
COL31C2018,COL31C,2018,14.3,CITY
COL31C2019,COL31C,2019,12.9,CITY
COL31C2020,COL31C,2020,13.0,CITY
JPN59F1990,JPN59F,1990,12.5,FUA
JPN59F1995,JPN59F,1995,12.4,FUA
JPN59F2000,JPN59F,2000,12.4,FUA
JPN59F2001,JPN59F,2001,12.0,FUA
JPN59F2002,JPN59F,2002,12.0,FUA
JPN59F2003,JPN59F,2003,11.8,FUA
JPN59F2004,JPN59F,2004,11.5,FUA
JPN59F2005,JPN59F,2005,11.6,FUA
JPN59F2006,JPN59F,2006,12.0,FUA
JPN59F2007,JPN59F,2007,11.8,FUA
JPN59F2008,JPN59F,2008,11.8,FUA
JPN59F2009,JPN59F,2009,10.9,FUA
JPN59F2010,JPN59F,2010,10.1,FUA
JPN59F2011,JPN59F,2011,11.7,FUA
JPN59F2012,JPN59F,2012,12.2,FUA
JPN59F2013,JPN59F,2013,12.8,FUA
JPN59F2014,JPN59F,2014,13.2,FUA
JPN59F2015,JPN59F,2015,12.1,FUA
JPN59F2016,JPN59F,2016,12.0,FUA
JPN59F2017,JPN59F,2017,12.5,FUA
JPN59F2018,JPN59F,2018,12.5,FUA
JPN59F2019,JPN59F,2019,12.5,FUA
JPN59F2020,JPN59F,2020,12.1,FUA
FI003F1990,FI003F,1990,9.0,FUA
FI003F1995,FI003F,1995,8.5,FUA
FI003F2000,FI003F,2000,8.1,FUA
FI003F2001,FI003F,2001,7.5,FUA
FI003F2002,FI003F,2002,7.5,FUA
FI003F2003,FI003F,2003,8.1,FUA
FI003F2004,FI003F,2004,7.2,FUA
FI003F2005,FI003F,2005,7.8,FUA
FI003F2006,FI003F,2006,8.7,FUA
FI003F2007,FI003F,2007,7.5,FUA
FI003F2008,FI003F,2008,7.2,FUA
FI003F2009,FI003F,2009,7.2,FUA
FI003F2010,FI003F,2010,6.9,FUA
FI003F2011,FI003F,2011,7.0,FUA
FI003F2012,FI003F,2012,6.2,FUA
FI003F2013,FI003F,2013,6.0,FUA
FI003F2014,FI003F,2014,6.3,FUA
FI003F2015,FI003F,2015,5.7,FUA
FI003F2016,FI003F,2016,5.2,FUA
FI003F2017,FI003F,2017,5.4,FUA
FI003F2018,FI003F,2018,5.7,FUA
FI003F2019,FI003F,2019,5.6,FUA
FI003F2020,FI003F,2020,5.2,FUA
USA147F1990,USA147F,1990,12.7,FUA
USA147F1995,USA147F,1995,12.5,FUA
USA147F2000,USA147F,2000,11.9,FUA
USA147F2001,USA147F,2001,11.7,FUA
USA147F2002,USA147F,2002,11.2,FUA
USA147F2003,USA147F,2003,10.8,FUA
USA147F2004,USA147F,2004,10.5,FUA
USA147F2005,USA147F,2005,10.8,FUA
USA147F2006,USA147F,2006,10.1,FUA
USA147F2007,USA147F,2007,11.2,FUA
USA147F2008,USA147F,2008,9.5,FUA
USA147F2009,USA147F,2009,8.9,FUA
USA147F2010,USA147F,2010,8.9,FUA
USA147F2011,USA147F,2011,8.6,FUA
USA147F2012,USA147F,2012,8.5,FUA
USA147F2013,USA147F,2013,8.5,FUA
USA147F2014,USA147F,2014,8.1,FUA
USA147F2015,USA147F,2015,7.8,FUA
USA147F2016,USA147F,2016,6.8,FUA
USA147F2017,USA147F,2017,7.4,FUA
USA147F2018,USA147F,2018,7.5,FUA
USA147F2019,USA147F,2019,6.9,FUA
USA147F2020,USA147F,2020,7.3,FUA
USA69C1990,USA69C,1990,15.8,CITY
USA69C1995,USA69C,1995,15.0,CITY
USA69C2000,USA69C,2000,14.6,CITY
USA69C2001,USA69C,2001,12.7,CITY
USA69C2002,USA69C,2002,12.0,CITY
USA69C2003,USA69C,2003,12.5,CITY
USA69C2004,USA69C,2004,11.8,CITY
USA69C2005,USA69C,2005,12.9,CITY
USA69C2006,USA69C,2006,12.2,CITY
USA69C2007,USA69C,2007,12.2,CITY
USA69C2008,USA69C,2008,11.0,CITY
USA69C2009,USA69C,2009,9.9,CITY
USA69C2010,USA69C,2010,9.8,CITY
USA69C2011,USA69C,2011,9.8,CITY
USA69C2012,USA69C,2012,9.1,CITY
USA69C2013,USA69C,2013,8.6,CITY
USA69C2014,USA69C,2014,8.7,CITY
