id,REF_AREA,TIME_PERIOD,RIVER_FLOOD_VALUE,TERRITORIAL_LEVEL
USA186C2015,USA186C,2015,1.4,CITY
DE109C2000,DE109C,2000,27.5,CITY
DE109C2015,DE109C,2015,27.7,CITY
USA107F2000,USA107F,2000,0.0,FUA
USA107F2015,USA107F,2015,0.0,FUA
NL039C2000,NL039C,2000,8.1,CITY
NL039C2015,NL039C,2015,8.6,CITY
FR028F2000,FR028F,2000,2.5,FUA
FR028F2015,FR028F,2015,2.8,FUA
KOR10C2000,KOR10C,2000,0.0,CITY
KOR10C2015,KOR10C,2015,0.0,CITY
CH009F2000,CH009F,2000,0.0,FUA
CH009F2015,CH009F,2015,0.0,FUA
JPN53F2000,JPN53F,2000,1.1,FUA
JPN53F2015,JPN53F,2015,1.1,FUA
CAN26C2000,CAN26C,2000,10.7,CITY
CAN26C2015,CAN26C,2015,10.7,CITY
IT040C2000,IT040C,2000,73.1,CITY
IT040C2015,IT040C,2015,72.5,CITY
UK525F2000,UK525F,2000,1.9,FUA
UK525F2015,UK525F,2015,1.9,FUA
FR029F2000,FR029F,2000,4.8,FUA
FR029F2015,FR029F,2015,4.4,FUA
MEX21F2000,MEX21F,2000,6.0,FUA
MEX21F2015,MEX21F,2015,6.0,FUA
JPN19C2000,JPN19C,2000,0.0,CITY
JPN19C2015,JPN19C,2015,0.0,CITY
CZ017C2000,CZ017C,2000,22.1,CITY
CZ017C2015,CZ017C,2015,22.2,CITY
IT036F2000,IT036F,2000,2.1,FUA
IT036F2015,IT036F,2015,2.0,FUA
USA176C2000,USA176C,2000,24.5,CITY
USA176C2015,USA176C,2015,24.5,CITY
JPN15F2000,JPN15F,2000,66.3,FUA
JPN15F2015,JPN15F,2015,66.6,FUA
USA78F2000,USA78F,2000,3.7,FUA
USA78F2015,USA78F,2015,3.7,FUA
ES031F2000,ES031F,2000,0.0,FUA
ES031F2015,ES031F,2015,0.1,FUA
USA45C2000,USA45C,2000,2.7,CITY
USA45C2015,USA45C,2015,2.7,CITY
PL049C2000,PL049C,2000,0.0,CITY
PL049C2015,PL049C,2015,0.0,CITY
IT030F2000,IT030F,2000,1.0,FUA
IT030F2015,IT030F,2015,1.2,FUA
ES080F2000,ES080F,2000,0.0,FUA
ES080F2015,ES080F,2015,0.0,FUA
PL048F2000,PL048F,2000,0.0,FUA
PL048F2015,PL048F,2015,0.0,FUA
SE012C2000,SE012C,2000,0.0,CITY
SE012C2015,SE012C,2015,0.0,CITY
NZL10C2000,NZL10C,2000,0.0,CITY
NZL10C2015,NZL10C,2015,0.0,CITY
USA175C2000,USA175C,2000,0.8,CITY
USA175C2015,USA175C,2015,0.8,CITY
USA04F2000,USA04F,2000,0.9,FUA
USA04F2015,USA04F,2015,0.8,FUA
SE007F2000,SE007F,2000,8.6,FUA
SE007F2015,SE007F,2015,8.8,FUA
USA46C2000,USA46C,2000,2.5,CITY
USA46C2015,USA46C,2015,2.5,CITY
USA195F2000,USA195F,2000,5.1,FUA
USA195F2015,USA195F,2015,5.0,FUA
EL012F2000,EL012F,2000,0.2,FUA
EL012F2015,EL012F,2015,0.5,FUA
RO022F2000,RO022F,2000,23.7,FUA
RO022F2015,RO022F,2015,22.3,FUA
ES042F2000,ES042F,2000,15.4,FUA
ES042F2015,ES042F,2015,15.0,FUA
FR009F2000,FR009F,2000,37.0,FUA
FR009F2015,FR009F,2015,37.1,FUA
UK050C2000,UK050C,2000,0.0,CITY
UK050C2015,UK050C,2015,0.0,CITY
MEX58C2000,MEX58C,2000,0.0,CITY
MEX58C2015,MEX58C,2015,0.0,CITY
PL042F2000,PL042F,2000,0.2,FUA
PL042F2015,PL042F,2015,0.6,FUA
CH003C2000,CH003C,2000,21.3,CITY
CH003C2015,CH003C,2015,20.7,CITY
FR060C2000,FR060C,2000,0.0,CITY
FR060C2015,FR060C,2015,0.0,CITY
UK575C2000,UK575C,2000,9.0,CITY
UK575C2015,UK575C,2015,9.0,CITY
USA10F2000,USA10F,2000,0.0,FUA
USA10F2015,USA10F,2015,0.0,FUA
NZL08C2000,NZL08C,2000,0.0,CITY
NZL08C2015,NZL08C,2015,0.0,CITY
HU015C2000,HU015C,2000,0.3,CITY
HU015C2015,HU015C,2015,0.7,CITY
IT026C2000,IT026C,2000,0.1,CITY
IT026C2015,IT026C,2015,0.1,CITY
JPN32C2000,JPN32C,2000,0.0,CITY
JPN32C2015,JPN32C,2015,0.0,CITY
DE049C2000,DE049C,2000,0.0,CITY
DE049C2015,DE049C,2015,0.0,CITY
JPN01F2000,JPN01F,2000,4.4,FUA
JPN01F2015,JPN01F,2015,4.3,FUA
FR071C2000,FR071C,2000,0.0,CITY
FR071C2015,FR071C,2015,0.0,CITY
USA107C2000,USA107C,2000,0.0,CITY
USA107C2015,USA107C,2015,0.0,CITY
MEX32C2000,MEX32C,2000,0.0,CITY
MEX32C2015,MEX32C,2015,0.0,CITY
UK009F2000,UK009F,2000,3.9,FUA
UK009F2015,UK009F,2015,4.2,FUA
UK571C2000,UK571C,2000,0.0,CITY
UK571C2015,UK571C,2015,0.0,CITY
NL005C2000,NL005C,2000,22.7,CITY
NL005C2015,NL005C,2015,22.3,CITY
FR039F2000,FR039F,2000,0.9,FUA
FR039F2015,FR039F,2015,0.8,FUA
MEX89C2000,MEX89C,2000,3.0,CITY
MEX89C2015,MEX89C,2015,2.8,CITY
NL039F2000,NL039F,2000,9.7,FUA
NL039F2015,NL039F,2015,10.2,FUA
FR077C2000,FR077C,2000,18.1,CITY
FR077C2015,FR077C,2015,19.0,CITY
UK014F2000,UK014F,2000,0.4,FUA
UK014F2015,UK014F,2015,0.4,FUA
COL01C2000,COL01C,2000,0.0,CITY
COL01C2015,COL01C,2015,0.0,CITY
USA161C2000,USA161C,2000,0.3,CITY
USA161C2015,USA161C,2015,0.3,CITY
DE122F2000,DE122F,2000,14.5,FUA
DE122F2015,DE122F,2015,14.3,FUA
USA132C2000,USA132C,2000,0.0,CITY
USA132C2015,USA132C,2015,0.0,CITY
IE004C2000,IE004C,2000,17.2,CITY
IE004C2015,IE004C,2015,14.6,CITY
USA08C2000,USA08C,2000,1.4,CITY
USA08C2015,USA08C,2015,2.2,CITY
USA129C2000,USA129C,2000,1.8,CITY
USA129C2015,USA129C,2015,1.8,CITY
DE045F2000,DE045F,2000,0.5,FUA
DE045F2015,DE045F,2015,0.7,FUA
COL20C2000,COL20C,2000,0.0,CITY
COL20C2015,COL20C,2015,0.0,CITY
ES057C2000,ES057C,2000,0.0,CITY
ES057C2015,ES057C,2015,0.0,CITY
DE030C2000,DE030C,2000,23.5,CITY
DE030C2015,DE030C,2015,22.5,CITY
ES059C2000,ES059C,2000,0.1,CITY
ES059C2015,ES059C,2015,0.1,CITY
CAN14C2000,CAN14C,2000,13.1,CITY
CAN14C2015,CAN14C,2015,13.2,CITY
USA119F2000,USA119F,2000,0.1,FUA
USA119F2015,USA119F,2015,0.1,FUA
UK045C2000,UK045C,2000,0.0,CITY
UK045C2015,UK045C,2015,0.0,CITY
UK012F2000,UK012F,2000,4.0,FUA
UK012F2015,UK012F,2015,4.0,FUA
USA209C2000,USA209C,2000,0.0,CITY
USA209C2015,USA209C,2015,0.0,CITY
PL067C2000,PL067C,2000,15.4,CITY
PL067C2015,PL067C,2015,15.5,CITY
NL010C2000,NL010C,2000,0.0,CITY
NL010C2015,NL010C,2015,0.0,CITY
USA03C2000,USA03C,2000,0.1,CITY
USA03C2015,USA03C,2015,0.1,CITY
RO025C2000,RO025C,2000,19.4,CITY
RO025C2015,RO025C,2015,19.5,CITY
MEX64C2000,MEX64C,2000,0.9,CITY
MEX64C2015,MEX64C,2015,1.1,CITY
COL04C2000,COL04C,2000,9.1,CITY
COL04C2015,COL04C,2015,9.2,CITY
KOR18F2000,KOR18F,2000,60.7,FUA
KOR18F2015,KOR18F,2015,52.6,FUA
MEX50F2000,MEX50F,2000,0.0,FUA
MEX50F2015,MEX50F,2015,0.0,FUA
CL009C2000,CL009C,2000,82.7,CITY
CL009C2015,CL009C,2015,81.6,CITY
IT022F2000,IT022F,2000,0.0,FUA
IT022F2015,IT022F,2015,0.0,FUA
JPN58F2000,JPN58F,2000,0.0,FUA
JPN58F2015,JPN58F,2015,0.0,FUA
IT080C2000,IT080C,2000,1.6,CITY
IT080C2015,IT080C,2015,1.7,CITY
TR007C2000,TR007C,2000,2.0,CITY
TR007C2015,TR007C,2015,2.2,CITY
ES026C2000,ES026C,2000,0.0,CITY
ES026C2015,ES026C,2015,0.0,CITY
TR019F2000,TR019F,2000,0.0,FUA
TR019F2015,TR019F,2015,0.0,FUA
USA154C2000,USA154C,2000,3.9,CITY
USA154C2015,USA154C,2015,4.0,CITY
PL014F2000,PL014F,2000,5.6,FUA
PL014F2015,PL014F,2015,5.4,FUA
PL024C2000,PL024C,2000,9.7,CITY
PL024C2015,PL024C,2015,9.4,CITY
NL013C2000,NL013C,2000,8.8,CITY
NL013C2015,NL013C,2015,9.9,CITY
NZL03C2000,NZL03C,2000,0.0,CITY
NZL03C2015,NZL03C,2015,0.0,CITY
ES074F2000,ES074F,2000,1.3,FUA
ES074F2015,ES074F,2015,1.4,FUA
HU016C2000,HU016C,2000,0.0,CITY
HU016C2015,HU016C,2015,0.0,CITY
ES098C2000,ES098C,2000,0.0,CITY
ES098C2015,ES098C,2015,0.0,CITY
FR059C2000,FR059C,2000,54.0,CITY
FR059C2015,FR059C,2015,52.1,CITY
UK586F2000,UK586F,2000,10.0,FUA
UK586F2015,UK586F,2015,9.6,FUA
UK518C2000,UK518C,2000,3.1,CITY
UK518C2015,UK518C,2015,3.1,CITY
USA55F2000,USA55F,2000,7.6,FUA
USA55F2015,USA55F,2015,7.1,FUA
TR006F2000,TR006F,2000,0.2,FUA
TR006F2015,TR006F,2015,0.3,FUA
AUS02F2000,AUS02F,2000,0.0,FUA
AUS02F2015,AUS02F,2015,0.0,FUA
PL035F2000,PL035F,2000,2.7,FUA
PL035F2015,PL035F,2015,2.8,FUA
FR057C2000,FR057C,2000,0.0,CITY
FR057C2015,FR057C,2015,0.0,CITY
MEX81C2000,MEX81C,2000,24.1,CITY
MEX81C2015,MEX81C,2015,24.2,CITY
USA157F2000,USA157F,2000,0.0,FUA
USA157F2015,USA157F,2015,0.0,FUA
IT047F2000,IT047F,2000,0.0,FUA
IT047F2015,IT047F,2015,0.0,FUA
PL044C2000,PL044C,2000,13.5,CITY
PL044C2015,PL044C,2015,13.7,CITY
AT002F2000,AT002F,2000,17.3,FUA
AT002F2015,AT002F,2015,17.4,FUA
MEX47C2000,MEX47C,2000,0.0,CITY
MEX47C2015,MEX47C,2015,0.0,CITY
DE115C2000,DE115C,2000,1.6,CITY
DE115C2015,DE115C,2015,1.7,CITY
DE050F2000,DE050F,2000,15.9,FUA
DE050F2015,DE050F,2015,15.7,FUA
IT009F2000,IT009F,2000,5.0,FUA
IT009F2015,IT009F,2015,5.2,FUA
CL004C2000,CL004C,2000,0.3,CITY
CL004C2015,CL004C,2015,0.7,CITY
ES036C2000,ES036C,2000,13.7,CITY
ES036C2015,ES036C,2015,14.8,CITY
USA174F2000,USA174F,2000,2.2,FUA
USA174F2015,USA174F,2015,2.2,FUA
MEX07C2000,MEX07C,2000,0.0,CITY
MEX07C2015,MEX07C,2015,0.0,CITY
JPN40F2000,JPN40F,2000,0.0,FUA
JPN40F2015,JPN40F,2015,0.0,FUA
ES018C2000,ES018C,2000,22.4,CITY
ES018C2015,ES018C,2015,22.2,CITY
LU001C2000,LU001C,2000,0.0,CITY
LU001C2015,LU001C,2015,0.0,CITY
DE068F2000,DE068F,2000,0.0,FUA
DE068F2015,DE068F,2015,0.0,FUA
JPN06F2000,JPN06F,2000,11.5,FUA
JPN06F2015,JPN06F,2015,11.8,FUA
USA51F2000,USA51F,2000,6.2,FUA
USA51F2015,USA51F,2015,6.1,FUA
UK059C2000,UK059C,2000,0.0,CITY
UK059C2015,UK059C,2015,0.0,CITY
CZ006C2000,CZ006C,2000,25.1,CITY
CZ006C2015,CZ006C,2015,24.9,CITY
IT007C2000,IT007C,2000,51.9,CITY
IT007C2015,IT007C,2015,51.9,CITY
COL35F2000,COL35F,2000,0.0,FUA
COL35F2015,COL35F,2015,0.0,FUA
IT048F2000,IT048F,2000,0.2,FUA
IT048F2015,IT048F,2015,0.2,FUA
FR016C2000,FR016C,2000,0.0,CITY
FR016C2015,FR016C,2015,0.0,CITY
UK062C2000,UK062C,2000,0.8,CITY
UK062C2015,UK062C,2015,0.8,CITY
CL002C2000,CL002C,2000,0.0,CITY
CL002C2015,CL002C,2015,0.0,CITY
MEX80F2000,MEX80F,2000,0.0,FUA
MEX80F2015,MEX80F,2015,0.0,FUA
USA26F2000,USA26F,2000,0.1,FUA
USA26F2015,USA26F,2015,0.1,FUA
ES041F2000,ES041F,2000,12.1,FUA
ES041F2015,ES041F,2015,10.5,FUA
NZL09C2000,NZL09C,2000,0.0,CITY
NZL09C2015,NZL09C,2015,0.0,CITY
HR006F2000,HR006F,2000,0.0,FUA
HR006F2015,HR006F,2015,0.0,FUA
COL52C2000,COL52C,2000,0.0,CITY
COL52C2015,COL52C,2015,0.0,CITY
UK013F2000,UK013F,2000,2.2,FUA
UK013F2015,UK013F,2015,2.2,FUA
RO023F2000,RO023F,2000,2.0,FUA
RO023F2015,RO023F,2015,2.1,FUA
ES043F2000,ES043F,2000,0.4,FUA
ES043F2015,ES043F,2015,0.6,FUA
AT001C2000,AT001C,2000,18.1,CITY
AT001C2015,AT001C,2015,18.5,CITY
JPN35C2000,JPN35C,2000,0.0,CITY
JPN35C2015,JPN35C,2015,0.0,CITY
USA170F2000,USA170F,2000,0.0,FUA
USA170F2015,USA170F,2015,0.0,FUA
NL006F2000,NL006F,2000,0.1,FUA
NL006F2015,NL006F,2015,0.2,FUA
LT003F2000,LT003F,2000,10.5,FUA
LT003F2015,LT003F,2015,10.5,FUA
IT015F2000,IT015F,2000,0.2,FUA
IT015F2015,IT015F,2015,0.2,FUA
MEX44F2000,MEX44F,2000,29.0,FUA
MEX44F2015,MEX44F,2015,29.1,FUA
KOR11F2000,KOR11F,2000,0.0,FUA
KOR11F2015,KOR11F,2015,0.0,FUA
COL23F2000,COL23F,2000,0.1,FUA
COL23F2015,COL23F,2015,0.1,FUA
COL14F2000,COL14F,2000,0.0,FUA
COL14F2015,COL14F,2015,0.0,FUA
ES041C2000,ES041C,2000,14.8,CITY
ES041C2015,ES041C,2015,13.0,CITY
USA73F2000,USA73F,2000,5.0,FUA
USA73F2015,USA73F,2015,5.0,FUA
USA87F2000,USA87F,2000,0.0,FUA
USA87F2015,USA87F,2015,0.0,FUA
ES003F2000,ES003F,2000,13.1,FUA
ES003F2015,ES003F,2015,13.1,FUA
CAN08F2000,CAN08F,2000,74.5,FUA
CAN08F2015,CAN08F,2015,74.1,FUA
FI002F2000,FI002F,2000,7.9,FUA
FI002F2015,FI002F,2015,7.5,FUA
NZL08F2000,NZL08F,2000,0.0,FUA
NZL08F2015,NZL08F,2015,0.0,FUA
BG007C2000,BG007C,2000,47.5,CITY
BG007C2015,BG007C,2015,47.8,CITY
PL010C2000,PL010C,2000,0.4,CITY
PL010C2015,PL010C,2015,0.4,CITY
IT065C2000,IT065C,2000,0.5,CITY
IT065C2015,IT065C,2015,0.6,CITY
USA123F2000,USA123F,2000,9.2,FUA
USA123F2015,USA123F,2015,8.8,FUA
DE060C2000,DE060C,2000,17.1,CITY
DE060C2015,DE060C,2015,17.3,CITY
DE052F2000,DE052F,2000,0.1,FUA
DE052F2015,DE052F,2015,0.1,FUA
CL004F2000,CL004F,2000,0.3,FUA
CL004F2015,CL004F,2015,0.7,FUA
FR044F2000,FR044F,2000,0.3,FUA
FR044F2015,FR044F,2015,0.3,FUA
CL010C2000,CL010C,2000,0.0,CITY
CL010C2015,CL010C,2015,0.0,CITY
USA29C2000,USA29C,2000,25.1,CITY
USA29C2015,USA29C,2015,23.9,CITY
USA94C2000,USA94C,2000,0.1,CITY
USA94C2015,USA94C,2015,0.1,CITY
PL034F2000,PL034F,2000,28.5,FUA
PL034F2015,PL034F,2015,29.0,FUA
UK550F2000,UK550F,2000,0.7,FUA
UK550F2015,UK550F,2015,0.7,FUA
COL37C2000,COL37C,2000,0.0,CITY
COL37C2015,COL37C,2015,0.0,CITY
MEX16C2000,MEX16C,2000,14.7,CITY
MEX16C2015,MEX16C,2015,14.7,CITY
MEX70C2000,MEX70C,2000,0.0,CITY
MEX70C2015,MEX70C,2015,0.0,CITY
USA90C2000,USA90C,2000,0.5,CITY
USA90C2015,USA90C,2015,0.5,CITY
USA120F2000,USA120F,2000,2.1,FUA
USA120F2015,USA120F,2015,2.0,FUA
DE013F2000,DE013F,2000,6.4,FUA
DE013F2015,DE013F,2015,6.4,FUA
JPN60C2000,JPN60C,2000,0.0,CITY
JPN60C2015,JPN60C,2015,0.0,CITY
ES021C2000,ES021C,2000,0.0,CITY
ES021C2015,ES021C,2015,0.0,CITY
JPN03F2000,JPN03F,2000,29.3,FUA
JPN03F2015,JPN03F,2015,29.0,FUA
UK539F2000,UK539F,2000,4.4,FUA
UK539F2015,UK539F,2015,4.5,FUA
ES013C2000,ES013C,2000,4.1,CITY
ES013C2015,ES013C,2015,4.2,CITY
RO032C2000,RO032C,2000,0.0,CITY
RO032C2015,RO032C,2015,0.0,CITY
IT033C2000,IT033C,2000,28.3,CITY
IT033C2015,IT033C,2015,28.3,CITY
FR032C2000,FR032C,2000,0.0,CITY
FR032C2015,FR032C,2015,0.0,CITY
NL032C2000,NL032C,2000,0.0,CITY
NL032C2015,NL032C,2015,0.0,CITY
LT003C2000,LT003C,2000,10.6,CITY
LT003C2015,LT003C,2015,10.6,CITY
PL064C2000,PL064C,2000,5.9,CITY
PL064C2015,PL064C,2015,6.3,CITY
BE010F2000,BE010F,2000,12.6,FUA
BE010F2015,BE010F,2015,12.5,FUA
USA95C2000,USA95C,2000,0.0,CITY
USA95C2015,USA95C,2015,0.0,CITY
SK006F2000,SK006F,2000,17.5,FUA
SK006F2015,SK006F,2015,17.3,FUA
MEX48F2000,MEX48F,2000,0.0,FUA
MEX48F2015,MEX48F,2015,0.0,FUA
FR010C2000,FR010C,2000,33.8,CITY
FR010C2015,FR010C,2015,34.1,CITY
NL043C2000,NL043C,2000,35.8,CITY
NL043C2015,NL043C,2015,39.6,CITY
HR004C2000,HR004C,2000,14.3,CITY
HR004C2015,HR004C,2015,15.0,CITY
USA182F2000,USA182F,2000,0.0,FUA
USA182F2015,USA182F,2015,0.0,FUA
KOR22F2000,KOR22F,2000,0.0,FUA
KOR22F2015,KOR22F,2015,0.0,FUA
USA149F2000,USA149F,2000,0.1,FUA
USA149F2015,USA149F,2015,0.1,FUA
CAN19F2000,CAN19F,2000,0.0,FUA
CAN19F2015,CAN19F,2015,0.0,FUA
DK002F2000,DK002F,2000,0.3,FUA
DK002F2015,DK002F,2015,0.3,FUA
EL004C2000,EL004C,2000,0.0,CITY
EL004C2015,EL004C,2015,0.0,CITY
COL23C2000,COL23C,2000,0.1,CITY
COL23C2015,COL23C,2015,0.1,CITY
CY003C2000,CY003C,2000,0.0,CITY
CY003C2015,CY003C,2015,0.0,CITY
TR011C2000,TR011C,2000,21.5,CITY
TR011C2015,TR011C,2015,20.7,CITY
UK549F2000,UK549F,2000,20.8,FUA
UK549F2015,UK549F,2015,20.8,FUA
JPN47F2000,JPN47F,2000,11.2,FUA
JPN47F2015,JPN47F,2015,10.8,FUA
ES012C2000,ES012C,2000,4.2,CITY
ES012C2015,ES012C,2015,4.2,CITY
DE088C2000,DE088C,2000,10.0,CITY
DE088C2015,DE088C,2015,10.0,CITY
SE004F2000,SE004F,2000,5.7,FUA
SE004F2015,SE004F,2015,5.5,FUA
DE005F2000,DE005F,2000,21.9,FUA
DE005F2015,DE005F,2015,22.0,FUA
USA121C2000,USA121C,2000,25.9,CITY
USA121C2015,USA121C,2015,25.9,CITY
COL27F2000,COL27F,2000,0.0,FUA
COL27F2015,COL27F,2015,0.0,FUA
USA162F2000,USA162F,2000,6.1,FUA
USA162F2015,USA162F,2015,6.2,FUA
JPN16C2000,JPN16C,2000,0.0,CITY
JPN16C2015,JPN16C,2015,0.0,CITY
FR040C2000,FR040C,2000,14.6,CITY
FR040C2015,FR040C,2015,15.3,CITY
BG008F2000,BG008F,2000,0.0,FUA
BG008F2015,BG008F,2015,0.0,FUA
HU010C2000,HU010C,2000,0.0,CITY
HU010C2015,HU010C,2015,0.0,CITY
UK021F2000,UK021F,2000,0.0,FUA
UK021F2015,UK021F,2015,0.0,FUA
USA83F2000,USA83F,2000,12.2,FUA
USA83F2015,USA83F,2015,11.8,FUA
CAN17F2000,CAN17F,2000,0.6,FUA
CAN17F2015,CAN17F,2015,0.6,FUA
IT060F2000,IT060F,2000,2.7,FUA
IT060F2015,IT060F,2015,2.7,FUA
FR052C2000,FR052C,2000,0.0,CITY
FR052C2015,FR052C,2015,0.0,CITY
ES056C2000,ES056C,2000,17.9,CITY
ES056C2015,ES056C,2015,17.6,CITY
DE050C2000,DE050C,2000,33.1,CITY
DE050C2015,DE050C,2015,31.9,CITY
FR064F2000,FR064F,2000,0.0,FUA
FR064F2015,FR064F,2015,0.0,FUA
HU010F2000,HU010F,2000,1.6,FUA
HU010F2015,HU010F,2015,1.8,FUA
RO003F2000,RO003F,2000,6.4,FUA
RO003F2015,RO003F,2015,7.6,FUA
UK510C2000,UK510C,2000,1.0,CITY
UK510C2015,UK510C,2015,1.0,CITY
EE001C2000,EE001C,2000,2.5,CITY
EE001C2015,EE001C,2015,2.5,CITY
COL35C2000,COL35C,2000,0.0,CITY
COL35C2015,COL35C,2015,0.0,CITY
ES020F2000,ES020F,2000,15.9,FUA
ES020F2015,ES020F,2015,15.2,FUA
AUS15F2000,AUS15F,2000,0.0,FUA
AUS15F2015,AUS15F,2015,0.0,FUA
UK558F2000,UK558F,2000,11.6,FUA
UK558F2015,UK558F,2015,12.0,FUA
SK005F2000,SK005F,2000,16.3,FUA
SK005F2015,SK005F,2015,15.7,FUA
ES034F2000,ES034F,2000,0.9,FUA
ES034F2015,ES034F,2015,0.9,FUA
KOR09F2000,KOR09F,2000,0.0,FUA
KOR09F2015,KOR09F,2015,0.0,FUA
BG008C2000,BG008C,2000,0.0,CITY
BG008C2015,BG008C,2015,0.0,CITY
USA157C2000,USA157C,2000,0.0,CITY
USA157C2015,USA157C,2015,0.0,CITY
ES001C2000,ES001C,2000,2.2,CITY
ES001C2015,ES001C,2015,2.3,CITY
MEX83F2000,MEX83F,2000,0.0,FUA
MEX83F2015,MEX83F,2015,0.0,FUA
IT035F2000,IT035F,2000,5.3,FUA
IT035F2015,IT035F,2015,5.7,FUA
COL17C2000,COL17C,2000,0.0,CITY
COL17C2015,COL17C,2015,0.0,CITY
MEX02F2000,MEX02F,2000,0.4,FUA
MEX02F2015,MEX02F,2015,0.5,FUA
CAN18F2000,CAN18F,2000,17.7,FUA
CAN18F2015,CAN18F,2015,17.8,FUA
MEX05C2000,MEX05C,2000,0.0,CITY
MEX05C2015,MEX05C,2015,0.0,CITY
ES084C2000,ES084C,2000,9.8,CITY
ES084C2015,ES084C,2015,13.1,CITY
USA103C2000,USA103C,2000,0.0,CITY
USA103C2015,USA103C,2015,0.0,CITY
USA91F2000,USA91F,2000,0.0,FUA
USA91F2015,USA91F,2015,0.0,FUA
USA117C2000,USA117C,2000,13.5,CITY
USA117C2015,USA117C,2015,13.2,CITY
RO008F2000,RO008F,2000,24.1,FUA
RO008F2015,RO008F,2015,26.3,FUA
IT076C2000,IT076C,2000,2.3,CITY
IT076C2015,IT076C,2015,2.5,CITY
MEX93C2000,MEX93C,2000,24.3,CITY
MEX93C2015,MEX93C,2015,16.8,CITY
FR018F2000,FR018F,2000,20.9,FUA
FR018F2015,FR018F,2015,19.8,FUA
DE024F2000,DE024F,2000,34.1,FUA
DE024F2015,DE024F,2015,34.4,FUA
USA151F2000,USA151F,2000,0.0,FUA
USA151F2015,USA151F,2015,0.0,FUA
ES080C2000,ES080C,2000,0.0,CITY
ES080C2015,ES080C,2015,0.0,CITY
COL41F2000,COL41F,2000,0.0,FUA
COL41F2015,COL41F,2015,0.0,FUA
USA146F2000,USA146F,2000,0.0,FUA
USA146F2015,USA146F,2015,0.0,FUA
CL022F2000,CL022F,2000,0.0,FUA
CL022F2015,CL022F,2015,0.0,FUA
FR003F2000,FR003F,2000,0.6,FUA
FR003F2015,FR003F,2015,0.6,FUA
BE004C2000,BE004C,2000,16.3,CITY
BE004C2015,BE004C,2015,16.0,CITY
ES052C2000,ES052C,2000,2.5,CITY
ES052C2015,ES052C,2015,2.4,CITY
DE104F2000,DE104F,2000,3.9,FUA
DE104F2015,DE104F,2015,4.0,FUA
PL019F2000,PL019F,2000,20.9,FUA
PL019F2015,PL019F,2015,19.1,FUA
CL018C2000,CL018C,2000,0.0,CITY
CL018C2015,CL018C,2015,0.1,CITY
COL02F2000,COL02F,2000,0.0,FUA
COL02F2015,COL02F,2015,0.0,FUA
COL03F2000,COL03F,2000,6.6,FUA
COL03F2015,COL03F,2015,7.0,FUA
DE125F2000,DE125F,2000,28.9,FUA
DE125F2015,DE125F,2015,29.7,FUA
ES014F2000,ES014F,2000,12.9,FUA
ES014F2015,ES014F,2015,12.6,FUA
FR074C2000,FR074C,2000,0.0,CITY
FR074C2015,FR074C,2015,0.0,CITY
ES049F2000,ES049F,2000,16.5,FUA
ES049F2015,ES049F,2015,17.0,FUA
UK513F2000,UK513F,2000,2.5,FUA
UK513F2015,UK513F,2015,2.5,FUA
USA202C2000,USA202C,2000,0.0,CITY
USA202C2015,USA202C,2015,0.0,CITY
FR007F2000,FR007F,2000,15.5,FUA
FR007F2015,FR007F,2015,14.4,FUA
DE085C2000,DE085C,2000,9.7,CITY
DE085C2015,DE085C,2015,9.7,CITY
ES090C2000,ES090C,2000,1.8,CITY
ES090C2015,ES090C,2015,1.9,CITY
ES004F2000,ES004F,2000,14.6,FUA
ES004F2015,ES004F,2015,15.0,FUA
NZL06F2000,NZL06F,2000,0.0,FUA
NZL06F2015,NZL06F,2015,0.0,FUA
RO035C2000,RO035C,2000,16.6,CITY
RO035C2015,RO035C,2015,16.6,CITY
UK031F2000,UK031F,2000,12.5,FUA
UK031F2015,UK031F,2015,12.3,FUA
USA63F2000,USA63F,2000,2.2,FUA
USA63F2015,USA63F,2015,2.2,FUA
PL027F2000,PL027F,2000,7.9,FUA
PL027F2015,PL027F,2015,7.6,FUA
USA82C2000,USA82C,2000,0.0,CITY
USA82C2015,USA82C,2015,0.0,CITY
DE094F2000,DE094F,2000,0.2,FUA
DE094F2015,DE094F,2015,0.2,FUA
DE041F2000,DE041F,2000,0.0,FUA
DE041F2015,DE041F,2015,0.0,FUA
JPN07C2000,JPN07C,2000,0.0,CITY
JPN07C2015,JPN07C,2015,0.0,CITY
UK029F2000,UK029F,2000,8.3,FUA
UK029F2015,UK029F,2015,8.2,FUA
DE083C2000,DE083C,2000,2.1,CITY
DE083C2015,DE083C,2015,2.5,CITY
FR004F2000,FR004F,2000,1.2,FUA
FR004F2015,FR004F,2015,1.2,FUA
UK055F2000,UK055F,2000,0.0,FUA
UK055F2015,UK055F,2015,0.0,FUA
DE025F2000,DE025F,2000,1.9,FUA
DE025F2015,DE025F,2015,2.0,FUA
ES003C2000,ES003C,2000,15.6,CITY
ES003C2015,ES003C,2015,15.7,CITY
AT005C2000,AT005C,2000,47.1,CITY
AT005C2015,AT005C,2015,46.4,CITY
COL05F2000,COL05F,2000,0.3,FUA
COL05F2015,COL05F,2015,0.4,FUA
USA212C2000,USA212C,2000,0.0,CITY
USA212C2015,USA212C,2015,0.0,CITY
ES077C2000,ES077C,2000,0.0,CITY
ES077C2015,ES077C,2015,0.0,CITY
