id,REF_AREA,TIME_PERIOD,RIVER_FLOOD_VALUE,TERRITORIAL_LEVEL
FR048C2015,FR048C,2015,24.0,CITY
BE006F2000,BE006F,2000,0.5,FUA
BE006F2015,BE006F,2015,0.5,FUA
AUS06C2000,AUS06C,2000,0.0,CITY
AUS06C2015,AUS06C,2015,0.0,CITY
CAN23C2000,CAN23C,2000,6.1,CITY
CAN23C2015,CAN23C,2015,6.0,CITY
PL024F2000,PL024F,2000,7.0,FUA
PL024F2015,PL024F,2015,6.7,FUA
SE001F2000,SE001F,2000,2.7,FUA
SE001F2015,SE001F,2015,2.9,FUA
ES024C2000,ES024C,2000,0.0,CITY
ES024C2015,ES024C,2015,0.0,CITY
NZL10F2000,NZL10F,2000,0.0,FUA
NZL10F2015,NZL10F,2015,0.0,FUA
USA09F2000,USA09F,2000,3.2,FUA
USA09F2015,USA09F,2015,3.2,FUA
ES097F2000,ES097F,2000,0.0,FUA
ES097F2015,ES097F,2015,0.0,FUA
NL009F2000,NL009F,2000,0.0,FUA
NL009F2015,NL009F,2015,0.0,FUA
MEX05F2000,MEX05F,2000,0.0,FUA
MEX05F2015,MEX05F,2015,0.0,FUA
CAN18C2000,CAN18C,2000,20.7,CITY
CAN18C2015,CAN18C,2015,20.6,CITY
USA05C2000,USA05C,2000,0.3,CITY
USA05C2015,USA05C,2015,0.3,CITY
UK002C2000,UK002C,2000,0.1,CITY
UK002C2015,UK002C,2015,0.1,CITY
JPN17C2000,JPN17C,2000,0.0,CITY
JPN17C2015,JPN17C,2015,0.0,CITY
USA20F2000,USA20F,2000,4.9,FUA
USA20F2015,USA20F,2015,4.7,FUA
IT072C2000,IT072C,2000,0.0,CITY
IT072C2015,IT072C,2015,0.0,CITY
AUS01C2000,AUS01C,2000,0.2,CITY
AUS01C2015,AUS01C,2015,0.2,CITY
DE034F2000,DE034F,2000,0.0,FUA
DE034F2015,DE034F,2015,0.0,FUA
JPN45F2000,JPN45F,2000,0.0,FUA
JPN45F2015,JPN45F,2015,0.0,FUA
CL007F2000,CL007F,2000,8.5,FUA
CL007F2015,CL007F,2015,10.4,FUA
UK576F2000,UK576F,2000,0.0,FUA
UK576F2015,UK576F,2015,0.0,FUA
JPN61C2000,JPN61C,2000,0.0,CITY
JPN61C2015,JPN61C,2015,0.0,CITY
NL021C2000,NL021C,2000,0.0,CITY
NL021C2015,NL021C,2015,0.0,CITY
NL038F2000,NL038F,2000,3.3,FUA
NL038F2015,NL038F,2015,3.7,FUA
HU007F2000,HU007F,2000,36.7,FUA
HU007F2015,HU007F,2015,36.5,FUA
CAN21F2000,CAN21F,2000,6.8,FUA
CAN21F2015,CAN21F,2015,6.8,FUA
FR020F2000,FR020F,2000,3.0,FUA
FR020F2015,FR020F,2015,3.2,FUA
UK533F2000,UK533F,2000,10.9,FUA
UK533F2015,UK533F,2015,11.0,FUA
CH010F2000,CH010F,2000,17.4,FUA
CH010F2015,CH010F,2015,18.2,FUA
KOR07F2000,KOR07F,2000,0.0,FUA
KOR07F2015,KOR07F,2015,0.0,FUA
CL013F2000,CL013F,2000,14.2,FUA
CL013F2015,CL013F,2015,16.3,FUA
HU011F2000,HU011F,2000,61.3,FUA
HU011F2015,HU011F,2015,63.6,FUA
EL006C2000,EL006C,2000,0.0,CITY
EL006C2015,EL006C,2015,0.0,CITY
AUS16F2000,AUS16F,2000,0.0,FUA
AUS16F2015,AUS16F,2015,0.0,FUA
NL023C2000,NL023C,2000,0.0,CITY
NL023C2015,NL023C,2015,0.0,CITY
USA56C2000,USA56C,2000,6.4,CITY
USA56C2015,USA56C,2015,6.5,CITY
COL25C2000,COL25C,2000,0.0,CITY
COL25C2015,COL25C,2015,0.0,CITY
USA54C2000,USA54C,2000,13.4,CITY
USA54C2015,USA54C,2015,13.4,CITY
UK583F2000,UK583F,2000,0.0,FUA
UK583F2015,UK583F,2015,0.0,FUA
UK516F2000,UK516F,2000,0.3,FUA
UK516F2015,UK516F,2015,0.3,FUA
CZ001C2000,CZ001C,2000,9.7,CITY
CZ001C2015,CZ001C,2015,9.5,CITY
USA105F2000,USA105F,2000,0.0,FUA
USA105F2015,USA105F,2015,0.0,FUA
MEX94C2000,MEX94C,2000,0.0,CITY
MEX94C2015,MEX94C,2015,0.0,CITY
IT073F2000,IT073F,2000,6.8,FUA
IT073F2015,IT073F,2015,7.4,FUA
MEX37C2000,MEX37C,2000,0.0,CITY
MEX37C2015,MEX37C,2015,0.0,CITY
ES053F2000,ES053F,2000,22.2,FUA
ES053F2015,ES053F,2015,21.2,FUA
COL30C2000,COL30C,2000,0.5,CITY
COL30C2015,COL30C,2015,0.7,CITY
MEX65C2000,MEX65C,2000,0.0,CITY
MEX65C2015,MEX65C,2015,0.0,CITY
RO006F2000,RO006F,2000,37.4,FUA
RO006F2015,RO006F,2015,35.5,FUA
USA07F2000,USA07F,2000,1.6,FUA
USA07F2015,USA07F,2015,1.4,FUA
FR008C2000,FR008C,2000,0.0,CITY
FR008C2015,FR008C,2015,0.0,CITY
USA179F2000,USA179F,2000,0.0,FUA
USA179F2015,USA179F,2015,0.0,FUA
COL17F2000,COL17F,2000,0.0,FUA
COL17F2015,COL17F,2015,0.0,FUA
FR021C2000,FR021C,2000,0.0,CITY
FR021C2015,FR021C,2015,0.0,CITY
KOR19C2000,KOR19C,2000,1.0,CITY
KOR19C2015,KOR19C,2015,1.0,CITY
DE089F2000,DE089F,2000,9.6,FUA
DE089F2015,DE089F,2015,9.5,FUA
PL038C2000,PL038C,2000,18.0,CITY
PL038C2015,PL038C,2015,17.0,CITY
RO001C2000,RO001C,2000,0.0,CITY
RO001C2015,RO001C,2015,0.0,CITY
DE127C2000,DE127C,2000,0.0,CITY
DE127C2015,DE127C,2015,0.0,CITY
DE117C2000,DE117C,2000,23.4,CITY
DE117C2015,DE117C,2015,23.5,CITY
IT070F2000,IT070F,2000,33.1,FUA
IT070F2015,IT070F,2015,32.5,FUA
NZL58C2000,NZL58C,2000,0.0,CITY
NZL58C2015,NZL58C,2015,0.0,CITY
DE040C2000,DE040C,2000,13.2,CITY
DE040C2015,DE040C,2015,13.4,CITY
JPN37F2000,JPN37F,2000,0.0,FUA
JPN37F2015,JPN37F,2015,0.0,FUA
CZ008C2000,CZ008C,2000,32.3,CITY
CZ008C2015,CZ008C,2015,31.3,CITY
DE001C2000,DE001C,2000,17.0,CITY
DE001C2015,DE001C,2015,17.1,CITY
PL020F2000,PL020F,2000,14.9,FUA
PL020F2015,PL020F,2015,15.1,FUA
MEX37F2000,MEX37F,2000,1.3,FUA
MEX37F2015,MEX37F,2015,1.2,FUA
TR013C2000,TR013C,2000,0.9,CITY
TR013C2015,TR013C,2015,1.5,CITY
COL08F2000,COL08F,2000,0.6,FUA
COL08F2015,COL08F,2015,0.6,FUA
ES030F2000,ES030F,2000,8.4,FUA
ES030F2015,ES030F,2015,8.5,FUA
PL042C2000,PL042C,2000,0.0,CITY
PL042C2015,PL042C,2015,0.0,CITY
BG005C2000,BG005C,2000,2.8,CITY
BG005C2015,BG005C,2015,3.0,CITY
USA128F2000,USA128F,2000,0.0,FUA
USA128F2015,USA128F,2015,0.0,FUA
FR052F2000,FR052F,2000,0.0,FUA
FR052F2015,FR052F,2015,0.0,FUA
IT013F2000,IT013F,2000,8.2,FUA
IT013F2015,IT013F,2015,8.7,FUA
CL016F2000,CL016F,2000,0.0,FUA
CL016F2015,CL016F,2015,0.0,FUA
LT001C2000,LT001C,2000,12.1,CITY
LT001C2015,LT001C,2015,11.7,CITY
KOR04C2000,KOR04C,2000,0.0,CITY
KOR04C2015,KOR04C,2015,0.0,CITY
HR007C2000,HR007C,2000,0.0,CITY
HR007C2015,HR007C,2015,0.0,CITY
USA181F2000,USA181F,2000,9.4,FUA
USA181F2015,USA181F,2015,9.3,FUA
DE035F2000,DE035F,2000,14.2,FUA
DE035F2015,DE035F,2015,14.1,FUA
KOR15C2000,KOR15C,2000,0.0,CITY
KOR15C2015,KOR15C,2015,0.0,CITY
USA01F2000,USA01F,2000,0.6,FUA
USA01F2015,USA01F,2015,0.6,FUA
BG013C2000,BG013C,2000,17.6,CITY
BG013C2015,BG013C,2015,17.8,CITY
PL029C2000,PL029C,2000,10.1,CITY
PL029C2015,PL029C,2015,11.6,CITY
MEX67F2000,MEX67F,2000,0.0,FUA
MEX67F2015,MEX67F,2015,0.0,FUA
KOR21C2000,KOR21C,2000,0.0,CITY
KOR21C2015,KOR21C,2015,0.0,CITY
RO012C2000,RO012C,2000,16.9,CITY
RO012C2015,RO012C,2015,18.7,CITY
USA184C2000,USA184C,2000,18.7,CITY
USA184C2015,USA184C,2015,19.3,CITY
MEX53C2000,MEX53C,2000,0.0,CITY
MEX53C2015,MEX53C,2015,0.0,CITY
USA193F2000,USA193F,2000,2.2,FUA
USA193F2015,USA193F,2015,2.3,FUA
CAN11C2000,CAN11C,2000,0.0,CITY
CAN11C2015,CAN11C,2015,0.0,CITY
MEX54C2000,MEX54C,2000,0.0,CITY
MEX54C2015,MEX54C,2015,0.0,CITY
USA01C2000,USA01C,2000,0.5,CITY
USA01C2015,USA01C,2015,0.5,CITY
MEX44C2000,MEX44C,2000,31.8,CITY
MEX44C2015,MEX44C,2015,31.9,CITY
UK591C2000,UK591C,2000,7.9,CITY
UK591C2015,UK591C,2015,7.9,CITY
TR024F2000,TR024F,2000,11.9,FUA
TR024F2015,TR024F,2015,11.9,FUA
MEX19F2000,MEX19F,2000,0.0,FUA
MEX19F2015,MEX19F,2015,0.0,FUA
RO002F2000,RO002F,2000,20.0,FUA
RO002F2015,RO002F,2015,19.1,FUA
MEX04C2000,MEX04C,2000,0.0,CITY
MEX04C2015,MEX04C,2015,0.0,CITY
USA108F2000,USA108F,2000,15.0,FUA
USA108F2015,USA108F,2015,14.2,FUA
CZ003C2000,CZ003C,2000,28.4,CITY
CZ003C2015,CZ003C,2015,28.1,CITY
RO027C2000,RO027C,2000,0.1,CITY
RO027C2015,RO027C,2015,0.1,CITY
EL001F2000,EL001F,2000,0.1,FUA
EL001F2015,EL001F,2015,0.1,FUA
PL012F2000,PL012F,2000,0.8,FUA
PL012F2015,PL012F,2015,0.9,FUA
IT077F2000,IT077F,2000,20.9,FUA
IT077F2015,IT077F,2015,20.6,FUA
FR046C2000,FR046C,2000,0.0,CITY
FR046C2015,FR046C,2015,0.0,CITY
MEX49C2000,MEX49C,2000,0.0,CITY
MEX49C2015,MEX49C,2015,0.0,CITY
MEX79F2000,MEX79F,2000,0.0,FUA
MEX79F2015,MEX79F,2015,0.0,FUA
MEX70F2000,MEX70F,2000,0.0,FUA
MEX70F2015,MEX70F,2015,0.0,FUA
CZ005C2000,CZ005C,2000,27.8,CITY
CZ005C2015,CZ005C,2015,26.8,CITY
MEX46C2000,MEX46C,2000,0.0,CITY
MEX46C2015,MEX46C,2015,0.0,CITY
CZ008F2000,CZ008F,2000,22.0,FUA
CZ008F2015,CZ008F,2015,20.5,FUA
UK038C2000,UK038C,2000,1.1,CITY
UK038C2015,UK038C,2015,1.1,CITY
JPN44C2000,JPN44C,2000,0.0,CITY
JPN44C2015,JPN44C,2015,0.0,CITY
ES068F2000,ES068F,2000,13.0,FUA
ES068F2015,ES068F,2015,12.9,FUA
DE108C2000,DE108C,2000,0.0,CITY
DE108C2015,DE108C,2015,0.0,CITY
FI006C2000,FI006C,2000,7.6,CITY
FI006C2015,FI006C,2015,7.6,CITY
USA185F2000,USA185F,2000,0.0,FUA
USA185F2015,USA185F,2015,0.0,FUA
USA21F2000,USA21F,2000,6.0,FUA
USA21F2015,USA21F,2015,5.8,FUA
DE029C2000,DE029C,2000,0.0,CITY
DE029C2015,DE029C,2015,0.0,CITY
USA98C2000,USA98C,2000,0.0,CITY
USA98C2015,USA98C,2015,0.0,CITY
PL019C2000,PL019C,2000,27.3,CITY
PL019C2015,PL019C,2015,25.9,CITY
FR025C2000,FR025C,2000,0.0,CITY
FR025C2015,FR025C,2015,0.0,CITY
SE002C2000,SE002C,2000,14.0,CITY
SE002C2015,SE002C,2015,13.7,CITY
IT042F2000,IT042F,2000,0.0,FUA
IT042F2015,IT042F,2015,0.0,FUA
RO020F2000,RO020F,2000,33.8,FUA
RO020F2015,RO020F,2015,33.4,FUA
MEX16F2000,MEX16F,2000,14.7,FUA
MEX16F2015,MEX16F,2015,14.7,FUA
RO018F2000,RO018F,2000,8.0,FUA
RO018F2015,RO018F,2015,8.3,FUA
ES005C2000,ES005C,2000,32.4,CITY
ES005C2015,ES005C,2015,28.6,CITY
USA202F2000,USA202F,2000,0.0,FUA
USA202F2015,USA202F,2015,0.0,FUA
NL008F2000,NL008F,2000,52.7,FUA
NL008F2015,NL008F,2015,54.9,FUA
ES030C2000,ES030C,2000,7.9,CITY
ES030C2015,ES030C,2015,8.3,CITY
FR072C2000,FR072C,2000,0.0,CITY
FR072C2015,FR072C,2015,0.0,CITY
BE006C2000,BE006C,2000,0.2,CITY
BE006C2015,BE006C,2015,0.2,CITY
UK539C2000,UK539C,2000,1.8,CITY
UK539C2015,UK539C,2015,1.9,CITY
DE055C2000,DE055C,2000,15.9,CITY
DE055C2015,DE055C,2015,15.4,CITY
NL038C2000,NL038C,2000,0.0,CITY
NL038C2015,NL038C,2015,0.0,CITY
CL011F2000,CL011F,2000,0.0,FUA
CL011F2015,CL011F,2015,0.0,FUA
ES038F2000,ES038F,2000,0.0,FUA
ES038F2015,ES038F,2015,0.0,FUA
COL24C2000,COL24C,2000,0.0,CITY
COL24C2015,COL24C,2015,0.0,CITY
LV002C2000,LV002C,2000,7.1,CITY
LV002C2015,LV002C,2015,7.2,CITY
IT027F2000,IT027F,2000,43.9,FUA
IT027F2015,IT027F,2015,42.8,FUA
IT031C2000,IT031C,2000,0.0,CITY
IT031C2015,IT031C,2015,0.0,CITY
JPN12C2000,JPN12C,2000,0.2,CITY
JPN12C2015,JPN12C,2015,0.2,CITY
BG018C2000,BG018C,2000,0.0,CITY
BG018C2015,BG018C,2015,0.0,CITY
PL031F2000,PL031F,2000,2.8,FUA
PL031F2015,PL031F,2015,2.4,FUA
PL045C2000,PL045C,2000,8.8,CITY
PL045C2015,PL045C,2015,9.6,CITY
COL44C2000,COL44C,2000,0.0,CITY
COL44C2015,COL44C,2015,0.0,CITY
ES042C2000,ES042C,2000,12.8,CITY
ES042C2015,ES042C,2015,12.8,CITY
ES072F2000,ES072F,2000,18.1,FUA
ES072F2015,ES072F,2015,18.2,FUA
PL055C2000,PL055C,2000,0.1,CITY
PL055C2015,PL055C,2015,0.1,CITY
SK008F2000,SK008F,2000,40.2,FUA
SK008F2015,SK008F,2015,39.0,FUA
AUS03C2000,AUS03C,2000,11.0,CITY
AUS03C2015,AUS03C,2015,11.1,CITY
DE072C2000,DE072C,2000,13.4,CITY
DE072C2015,DE072C,2015,13.8,CITY
DE057C2000,DE057C,2000,55.4,CITY
DE057C2015,DE057C,2015,53.7,CITY
LV001F2000,LV001F,2000,34.9,FUA
LV001F2015,LV001F,2015,35.0,FUA
JPN44F2000,JPN44F,2000,0.0,FUA
JPN44F2015,JPN44F,2015,0.0,FUA
PL033C2000,PL033C,2000,0.0,CITY
PL033C2015,PL033C,2015,0.0,CITY
JPN42F2000,JPN42F,2000,0.0,FUA
JPN42F2015,JPN42F,2015,0.0,FUA
JPN07F2000,JPN07F,2000,0.0,FUA
JPN07F2015,JPN07F,2015,0.0,FUA
FR006C2000,FR006C,2000,15.0,CITY
FR006C2015,FR006C,2015,14.6,CITY
DE020C2000,DE020C,2000,7.7,CITY
DE020C2015,DE020C,2015,7.7,CITY
HR007F2000,HR007F,2000,0.2,FUA
HR007F2015,HR007F,2015,0.2,FUA
JPN15C2000,JPN15C,2000,61.9,CITY
JPN15C2015,JPN15C,2015,62.1,CITY
FR027C2000,FR027C,2000,21.7,CITY
FR027C2015,FR027C,2015,21.0,CITY
KOR17F2000,KOR17F,2000,4.8,FUA
KOR17F2015,KOR17F,2015,5.1,FUA
UK520C2000,UK520C,2000,1.0,CITY
UK520C2015,UK520C,2015,1.0,CITY
FR029C2000,FR029C,2000,5.4,CITY
FR029C2015,FR029C,2015,5.2,CITY
MEX34C2000,MEX34C,2000,50.6,CITY
MEX34C2015,MEX34C,2015,50.4,CITY
IT034F2000,IT034F,2000,0.0,FUA
IT034F2015,IT034F,2015,0.0,FUA
RO024F2000,RO024F,2000,18.2,FUA
RO024F2015,RO024F,2015,17.9,FUA
FR001F2000,FR001F,2000,16.7,FUA
FR001F2015,FR001F,2015,16.6,FUA
COL42F2000,COL42F,2000,0.0,FUA
COL42F2015,COL42F,2015,0.0,FUA
BE015C2000,BE015C,2000,0.0,CITY
BE015C2015,BE015C,2015,0.0,CITY
USA25F2000,USA25F,2000,0.4,FUA
USA25F2015,USA25F,2015,0.3,FUA
IT057F2000,IT057F,2000,0.0,FUA
IT057F2015,IT057F,2015,0.0,FUA
IT082F2000,IT082F,2000,0.3,FUA
IT082F2015,IT082F,2015,0.3,FUA
DE057F2000,DE057F,2000,30.8,FUA
DE057F2015,DE057F,2015,30.5,FUA
DE051F2000,DE051F,2000,7.7,FUA
DE051F2015,DE051F,2015,7.7,FUA
TR010C2000,TR010C,2000,0.0,CITY
TR010C2015,TR010C,2015,0.0,CITY
NO003C2000,NO003C,2000,4.9,CITY
NO003C2015,NO003C,2015,5.2,CITY
FR022C2000,FR022C,2000,0.0,CITY
FR022C2015,FR022C,2015,0.0,CITY
IT007F2000,IT007F,2000,38.5,FUA
IT007F2015,IT007F,2015,38.0,FUA
ES036F2000,ES036F,2000,16.3,FUA
ES036F2015,ES036F,2015,17.1,FUA
IT085C2000,IT085C,2000,0.0,CITY
IT085C2015,IT085C,2015,0.0,CITY
COL19F2000,COL19F,2000,6.8,FUA
COL19F2015,COL19F,2015,7.5,FUA
DE019C2000,DE019C,2000,5.4,CITY
DE019C2015,DE019C,2015,5.5,CITY
USA178C2000,USA178C,2000,33.2,CITY
USA178C2015,USA178C,2015,32.9,CITY
JPN04C2000,JPN04C,2000,0.0,CITY
JPN04C2015,JPN04C,2015,0.0,CITY
DE046C2000,DE046C,2000,4.9,CITY
DE046C2015,DE046C,2015,5.0,CITY
COL28C2000,COL28C,2000,0.0,CITY
COL28C2015,COL28C,2015,0.0,CITY
UK566F2000,UK566F,2000,4.5,FUA
UK566F2015,UK566F,2015,4.5,FUA
FR048F2000,FR048F,2000,23.1,FUA
FR048F2015,FR048F,2015,22.4,FUA
IT059C2000,IT059C,2000,0.2,CITY
IT059C2015,IT059C,2015,0.2,CITY
HU019C2000,HU019C,2000,0.4,CITY
HU019C2015,HU019C,2015,0.4,CITY
USA156F2000,USA156F,2000,4.1,FUA
USA156F2015,USA156F,2015,4.1,FUA
DE107F2000,DE107F,2000,17.8,FUA
DE107F2015,DE107F,2015,17.0,FUA
DE054C2000,DE054C,2000,12.4,CITY
DE054C2015,DE054C,2015,12.1,CITY
USA183C2000,USA183C,2000,0.0,CITY
USA183C2015,USA183C,2015,0.0,CITY
MEX10F2000,MEX10F,2000,2.2,FUA
MEX10F2015,MEX10F,2015,2.2,FUA
PL052F2000,PL052F,2000,8.6,FUA
PL052F2015,PL052F,2015,8.9,FUA
NL046C2000,NL046C,2000,13.0,CITY
NL046C2015,NL046C,2015,16.2,CITY
MEX03F2000,MEX03F,2000,0.4,FUA
MEX03F2015,MEX03F,2015,1.8,FUA
COL43C2000,COL43C,2000,0.0,CITY
COL43C2015,COL43C,2015,0.0,CITY
UK589C2000,UK589C,2000,0.0,CITY
UK589C2015,UK589C,2015,0.0,CITY
MEX08C2000,MEX08C,2000,0.0,CITY
MEX08C2015,MEX08C,2015,0.0,CITY
CL011C2000,CL011C,2000,0.0,CITY
CL011C2015,CL011C,2015,0.0,CITY
PL065C2000,PL065C,2000,6.3,CITY
PL065C2015,PL065C,2015,7.2,CITY
AUS12C2000,AUS12C,2000,0.0,CITY
AUS12C2015,AUS12C,2015,0.0,CITY
DE079C2000,DE079C,2000,69.5,CITY
DE079C2015,DE079C,2015,69.7,CITY
FR051C2000,FR051C,2000,34.6,CITY
FR051C2015,FR051C,2015,35.0,CITY
DE082C2000,DE082C,2000,2.5,CITY
DE082C2015,DE082C,2015,2.5,CITY
DE013C2000,DE013C,2000,6.9,CITY
DE013C2015,DE013C,2015,7.0,CITY
ES063C2000,ES063C,2000,2.9,CITY
ES063C2015,ES063C,2015,3.1,CITY
UK051F2000,UK051F,2000,7.4,FUA
UK051F2015,UK051F,2015,7.4,FUA
ES082C2000,ES082C,2000,3.0,CITY
ES082C2015,ES082C,2015,2.9,CITY
PL013C2000,PL013C,2000,3.8,CITY
PL013C2015,PL013C,2015,4.3,CITY
FR035F2000,FR035F,2000,0.9,FUA
FR035F2015,FR035F,2015,0.9,FUA
ES022F2000,ES022F,2000,1.0,FUA
ES022F2015,ES022F,2015,1.0,FUA
NL036C2000,NL036C,2000,0.0,CITY
NL036C2015,NL036C,2015,0.0,CITY
ES089F2000,ES089F,2000,0.0,FUA
ES089F2015,ES089F,2015,0.0,FUA
DE065C2000,DE065C,2000,0.0,CITY
DE065C2015,DE065C,2015,0.0,CITY
JPN49F2000,JPN49F,2000,0.0,FUA
JPN49F2015,JPN49F,2015,0.0,FUA
IT022C2000,IT022C,2000,0.0,CITY
IT022C2015,IT022C,2015,0.0,CITY
IT008C2000,IT008C,2000,0.4,CITY
IT008C2015,IT008C,2015,0.4,CITY
MT001F2000,MT001F,2000,0.0,FUA
MT001F2015,MT001F,2015,0.0,FUA
UK046F2000,UK046F,2000,0.0,FUA
UK046F2015,UK046F,2015,0.0,FUA
UK010C2000,UK010C,2000,0.2,CITY
UK010C2015,UK010C,2015,0.2,CITY
UK552C2000,UK552C,2000,15.5,CITY
UK552C2015,UK552C,2015,15.7,CITY
JPN56C2000,JPN56C,2000,0.0,CITY
JPN56C2015,JPN56C,2015,0.0,CITY
IT062C2000,IT062C,2000,0.0,CITY
IT062C2015,IT062C,2015,0.0,CITY
FR016F2000,FR016F,2000,0.0,FUA
FR016F2015,FR016F,2015,0.0,FUA
PT009F2000,PT009F,2000,0.0,FUA
PT009F2015,PT009F,2015,0.0,FUA
MEX78C2000,MEX78C,2000,25.6,CITY
MEX78C2015,MEX78C,2015,26.1,CITY
CH002C2000,CH002C,2000,10.5,CITY
CH002C2015,CH002C,2015,10.6,CITY
DE011F2000,DE011F,2000,6.6,FUA
DE011F2015,DE011F,2015,7.1,FUA
UK003C2000,UK003C,2000,3.5,CITY
UK003C2015,UK003C,2015,3.4,CITY
ES039F2000,ES039F,2000,0.0,FUA
ES039F2015,ES039F,2015,0.0,FUA
JPN23C2000,JPN23C,2000,0.0,CITY
JPN23C2015,JPN23C,2015,0.0,CITY
DE086F2000,DE086F,2000,0.2,FUA
DE086F2015,DE086F,2015,0.2,FUA
COL01F2000,COL01F,2000,0.0,FUA
COL01F2015,COL01F,2015,0.0,FUA
COL48F2000,COL48F,2000,1.0,FUA
COL48F2015,COL48F,2015,1.3,FUA
NL018F2000,NL018F,2000,16.9,FUA
NL018F2015,NL018F,2015,17.9,FUA
USA191F2000,USA191F,2000,72.5,FUA
USA191F2015,USA191F,2015,72.7,FUA
UK002F2000,UK002F,2000,0.4,FUA
UK002F2015,UK002F,2015,0.4,FUA
IT069C2000,IT069C,2000,16.8,CITY
IT069C2015,IT069C,2015,17.0,CITY
SE010C2000,SE010C,2000,3.0,CITY
SE010C2015,SE010C,2015,3.2,CITY
LV001C2000,LV001C,2000,38.0,CITY
LV001C2015,LV001C,2015,38.4,CITY
JPN60F2000,JPN60F,2000,0.0,FUA
JPN60F2015,JPN60F,2015,0.0,FUA
UK006F2000,UK006F,2000,0.0,FUA
UK006F2015,UK006F,2015,0.0,FUA
FR017F2000,FR017F,2000,1.2,FUA
FR017F2015,FR017F,2015,1.5,FUA
BE012F2000,BE012F,2000,37.1,FUA
BE012F2015,BE012F,2015,36.8,FUA
MEX11F2000,MEX11F,2000,0.0,FUA
MEX11F2015,MEX11F,2015,0.0,FUA
BE008C2000,BE008C,2000,20.7,CITY
BE008C2015,BE008C,2015,20.6,CITY
JPN04F2000,JPN04F,2000,0.0,FUA
JPN04F2015,JPN04F,2015,0.0,FUA
USA17F2000,USA17F,2000,6.1,FUA
USA17F2015,USA17F,2015,6.2,FUA
EL011F2000,EL011F,2000,11.4,FUA
EL011F2015,EL011F,2015,11.8,FUA
ES088C2000,ES088C,2000,1.7,CITY
ES088C2015,ES088C,2015,2.7,CITY
USA35F2000,USA35F,2000,0.0,FUA
USA35F2015,USA35F,2015,0.0,FUA
USA194F2000,USA194F,2000,0.0,FUA
USA194F2015,USA194F,2015,0.0,FUA
MEX74F2000,MEX74F,2000,30.9,FUA
MEX74F2015,MEX74F,2015,30.9,FUA
JPN08C2000,JPN08C,2000,0.0,CITY
JPN08C2015,JPN08C,2015,0.0,CITY
COL42C2000,COL42C,2000,0.0,CITY
COL42C2015,COL42C,2015,0.0,CITY
JPN54F2000,JPN54F,2000,0.0,FUA
JPN54F2015,JPN54F,2015,0.0,FUA
UK546C2000,UK546C,2000,0.1,CITY
UK546C2015,UK546C,2015,0.1,CITY
USA136F2000,USA136F,2000,4.3,FUA
USA136F2015,USA136F,2015,4.2,FUA
FR054C2000,FR054C,2000,0.0,CITY
FR054C2015,FR054C,2015,0.0,CITY
MEX84F2000,MEX84F,2000,34.5,FUA
MEX84F2015,MEX84F,2015,34.6,FUA
USA23C2000,USA23C,2000,0.1,CITY
USA23C2015,USA23C,2015,0.1,CITY
PL043C2000,PL043C,2000,0.0,CITY
PL043C2015,PL043C,2015,0.0,CITY
HU014F2000,HU014F,2000,13.6,FUA
HU014F2015,HU014F,2015,16.9,FUA
TR020C2000,TR020C,2000,7.0,CITY
TR020C2015,TR020C,2015,7.8,CITY
RO033C2000,RO033C,2000,13.1,CITY
RO033C2015,RO033C,2015,14.1,CITY
PL025C2000,PL025C,2000,0.0,CITY
PL025C2015,PL025C,2015,0.0,CITY
IT034C2000,IT034C,2000,0.0,CITY
IT034C2015,IT034C,2015,0.0,CITY
EL014F2000,EL014F,2000,0.0,FUA
EL014F2015,EL014F,2015,0.0,FUA
BE015F2000,BE015F,2000,3.6,FUA
BE015F2015,BE015F,2015,3.4,FUA
PL054C2000,PL054C,2000,18.4,CITY
PL054C2015,PL054C,2015,18.5,CITY
JPN06C2000,JPN06C,2000,5.2,CITY
JPN06C2015,JPN06C,2015,5.4,CITY
COL39C2000,COL39C,2000,0.0,CITY
COL39C2015,COL39C,2015,0.0,CITY
RO031C2000,RO031C,2000,67.4,CITY
RO031C2015,RO031C,2015,68.9,CITY
HR002C2000,HR002C,2000,0.0,CITY
HR002C2015,HR002C,2015,0.0,CITY
IT053C2000,IT053C,2000,0.0,CITY
IT053C2015,IT053C,2015,0.0,CITY
PL033F2000,PL033F,2000,2.7,FUA
PL033F2015,PL033F,2015,2.7,FUA
UK025F2000,UK025F,2000,1.1,FUA
UK025F2015,UK025F,2015,1.2,FUA
USA103F2000,USA103F,2000,0.0,FUA
USA103F2015,USA103F,2015,0.0,FUA
NL014F2000,NL014F,2000,2.8,FUA
NL014F2015,NL014F,2015,2.8,FUA
IT005C2000,IT005C,2000,0.0,CITY
IT005C2015,IT005C,2015,0.0,CITY
KOR08C2000,KOR08C,2000,0.0,CITY
KOR08C2015,KOR08C,2015,0.0,CITY
USA145C2000,USA145C,2000,0.0,CITY
USA145C2015,USA145C,2015,0.0,CITY
MEX66F2000,MEX66F,2000,3.7,FUA
MEX66F2015,MEX66F,2015,3.5,FUA
IT058F2000,IT058F,2000,3.7,FUA
IT058F2015,IT058F,2015,3.6,FUA
FR032F2000,FR032F,2000,0.0,FUA
FR032F2015,FR032F,2015,0.0,FUA
USA186C2000,USA186C,2000,1.3,CITY
