id,REF_AREA,TIME_PERIOD,URBAN_HEAT_VALUE,TERRITORIAL_LEVEL
COL36F2011,COL36F,2011,3.0,FUA
COL36F2012,COL36F,2012,2.9,FUA
COL36F2013,COL36F,2013,3.4,FUA
COL36F2014,COL36F,2014,2.9,FUA
COL36F2015,COL36F,2015,2.8,FUA
COL36F2016,COL36F,2016,2.8,FUA
COL36F2017,COL36F,2017,2.4,FUA
COL36F2018,COL36F,2018,2.8,FUA
COL36F2019,COL36F,2019,3.4,FUA
COL36F2020,COL36F,2020,3.0,FUA
COL36F2021,COL36F,2021,2.6,FUA
USA35F2011,USA35F,2011,2.0,FUA
USA35F2012,USA35F,2012,2.0,FUA
USA35F2013,USA35F,2013,2.5,FUA
USA35F2014,USA35F,2014,2.7,FUA
USA35F2015,USA35F,2015,2.8,FUA
USA35F2016,USA35F,2016,2.6,FUA
USA35F2017,USA35F,2017,2.0,FUA
USA35F2018,USA35F,2018,2.5,FUA
USA35F2019,USA35F,2019,2.6,FUA
USA35F2020,USA35F,2020,2.5,FUA
USA35F2021,USA35F,2021,2.4,FUA
MEX23F2011,MEX23F,2011,-0.5,FUA
MEX23F2012,MEX23F,2012,-0.0,FUA
MEX23F2013,MEX23F,2013,-0.5,FUA
MEX23F2014,MEX23F,2014,0.6,FUA
MEX23F2015,MEX23F,2015,0.1,FUA
MEX23F2016,MEX23F,2016,-0.3,FUA
MEX23F2017,MEX23F,2017,-0.1,FUA
MEX23F2018,MEX23F,2018,-1.3,FUA
MEX23F2019,MEX23F,2019,-0.9,FUA
MEX23F2020,MEX23F,2020,-0.6,FUA
MEX23F2021,MEX23F,2021,-0.7,FUA
UK031F2011,UK031F,2011,1.9,FUA
UK031F2012,UK031F,2012,1.8,FUA
UK031F2013,UK031F,2013,1.8,FUA
UK031F2014,UK031F,2014,1.6,FUA
UK031F2015,UK031F,2015,2.2,FUA
UK031F2016,UK031F,2016,1.6,FUA
UK031F2017,UK031F,2017,1.8,FUA
UK031F2018,UK031F,2018,1.8,FUA
UK031F2019,UK031F,2019,1.8,FUA
UK031F2020,UK031F,2020,1.9,FUA
UK031F2021,UK031F,2021,1.9,FUA
RO013F2011,RO013F,2011,-0.4,FUA
RO013F2012,RO013F,2012,-0.2,FUA
RO013F2013,RO013F,2013,0.3,FUA
RO013F2014,RO013F,2014,-0.1,FUA
RO013F2015,RO013F,2015,0.3,FUA
RO013F2016,RO013F,2016,0.1,FUA
RO013F2017,RO013F,2017,0.3,FUA
RO013F2018,RO013F,2018,-0.2,FUA
RO013F2019,RO013F,2019,-0.2,FUA
RO013F2020,RO013F,2020,-0.4,FUA
RO013F2021,RO013F,2021,-0.4,FUA
HU015F2011,HU015F,2011,1.0,FUA
HU015F2012,HU015F,2012,1.5,FUA
HU015F2013,HU015F,2013,1.6,FUA
HU015F2014,HU015F,2014,1.4,FUA
HU015F2015,HU015F,2015,1.3,FUA
HU015F2016,HU015F,2016,1.5,FUA
HU015F2017,HU015F,2017,1.6,FUA
HU015F2018,HU015F,2018,1.3,FUA
HU015F2019,HU015F,2019,1.5,FUA
HU015F2020,HU015F,2020,1.2,FUA
HU015F2021,HU015F,2021,1.1,FUA
DE058F2011,DE058F,2011,1.5,FUA
DE058F2012,DE058F,2012,1.7,FUA
DE058F2013,DE058F,2013,1.7,FUA
DE058F2014,DE058F,2014,1.8,FUA
DE058F2015,DE058F,2015,1.6,FUA
DE058F2016,DE058F,2016,1.8,FUA
DE058F2017,DE058F,2017,1.5,FUA
DE058F2018,DE058F,2018,1.7,FUA
DE058F2019,DE058F,2019,1.9,FUA
DE058F2020,DE058F,2020,1.8,FUA
DE058F2021,DE058F,2021,1.8,FUA
ES004F2011,ES004F,2011,0.1,FUA
ES004F2012,ES004F,2012,-0.7,FUA
ES004F2013,ES004F,2013,0.2,FUA
ES004F2014,ES004F,2014,0.5,FUA
ES004F2015,ES004F,2015,-0.5,FUA
ES004F2016,ES004F,2016,0.0,FUA
ES004F2017,ES004F,2017,-0.3,FUA
ES004F2018,ES004F,2018,0.3,FUA
ES004F2019,ES004F,2019,-0.3,FUA
ES004F2020,ES004F,2020,-0.1,FUA
ES004F2021,ES004F,2021,-0.4,FUA
COL17F2011,COL17F,2011,4.1,FUA
COL17F2012,COL17F,2012,4.0,FUA
COL17F2013,COL17F,2013,4.1,FUA
COL17F2014,COL17F,2014,3.9,FUA
COL17F2015,COL17F,2015,3.9,FUA
COL17F2016,COL17F,2016,4.1,FUA
COL17F2017,COL17F,2017,4.2,FUA
COL17F2018,COL17F,2018,4.2,FUA
COL17F2019,COL17F,2019,3.5,FUA
COL17F2020,COL17F,2020,3.1,FUA
COL17F2021,COL17F,2021,3.6,FUA
USA28F2011,USA28F,2011,2.1,FUA
USA28F2012,USA28F,2012,2.2,FUA
USA28F2013,USA28F,2013,1.7,FUA
USA28F2014,USA28F,2014,1.8,FUA
USA28F2015,USA28F,2015,1.9,FUA
USA28F2016,USA28F,2016,2.0,FUA
USA28F2017,USA28F,2017,2.1,FUA
USA28F2018,USA28F,2018,2.0,FUA
USA28F2019,USA28F,2019,2.2,FUA
USA28F2020,USA28F,2020,2.2,FUA
USA28F2021,USA28F,2021,2.1,FUA
USA83F2011,USA83F,2011,2.6,FUA
USA83F2012,USA83F,2012,2.7,FUA
USA83F2013,USA83F,2013,2.6,FUA
USA83F2014,USA83F,2014,2.5,FUA
USA83F2015,USA83F,2015,2.5,FUA
USA83F2016,USA83F,2016,2.3,FUA
USA83F2017,USA83F,2017,2.5,FUA
USA83F2018,USA83F,2018,2.5,FUA
USA83F2019,USA83F,2019,2.8,FUA
USA83F2020,USA83F,2020,2.7,FUA
USA83F2021,USA83F,2021,2.6,FUA
FR065F2011,FR065F,2011,1.1,FUA
FR065F2012,FR065F,2012,1.3,FUA
FR065F2013,FR065F,2013,1.8,FUA
FR065F2014,FR065F,2014,1.3,FUA
FR065F2015,FR065F,2015,1.4,FUA
FR065F2016,FR065F,2016,1.7,FUA
FR065F2017,FR065F,2017,1.2,FUA
FR065F2018,FR065F,2018,1.7,FUA
FR065F2019,FR065F,2019,1.5,FUA
FR065F2020,FR065F,2020,1.4,FUA
FR065F2021,FR065F,2021,1.3,FUA
COL14F2011,COL14F,2011,2.3,FUA
COL14F2012,COL14F,2012,1.9,FUA
COL14F2013,COL14F,2013,2.0,FUA
COL14F2014,COL14F,2014,2.2,FUA
COL14F2015,COL14F,2015,2.4,FUA
COL14F2016,COL14F,2016,2.1,FUA
COL14F2017,COL14F,2017,2.3,FUA
COL14F2018,COL14F,2018,2.1,FUA
COL14F2019,COL14F,2019,2.1,FUA
COL14F2020,COL14F,2020,2.5,FUA
COL14F2021,COL14F,2021,2.0,FUA
UK543F2011,UK543F,2011,1.1,FUA
UK543F2012,UK543F,2012,1.6,FUA
UK543F2013,UK543F,2013,1.0,FUA
UK543F2014,UK543F,2014,1.7,FUA
UK543F2015,UK543F,2015,1.3,FUA
UK543F2016,UK543F,2016,1.2,FUA
UK543F2017,UK543F,2017,1.2,FUA
UK543F2018,UK543F,2018,1.3,FUA
UK543F2019,UK543F,2019,1.3,FUA
UK543F2020,UK543F,2020,0.8,FUA
UK543F2021,UK543F,2021,1.1,FUA
CAN09F2011,CAN09F,2011,2.3,FUA
CAN09F2012,CAN09F,2012,1.2,FUA
CAN09F2013,CAN09F,2013,1.5,FUA
CAN09F2014,CAN09F,2014,2.6,FUA
CAN09F2015,CAN09F,2015,2.5,FUA
CAN09F2016,CAN09F,2016,1.0,FUA
CAN09F2017,CAN09F,2017,1.9,FUA
CAN09F2018,CAN09F,2018,1.9,FUA
CAN09F2019,CAN09F,2019,2.6,FUA
CAN09F2020,CAN09F,2020,1.4,FUA
CAN09F2021,CAN09F,2021,2.1,FUA
EL002F2011,EL002F,2011,1.8,FUA
EL002F2012,EL002F,2012,1.2,FUA
EL002F2013,EL002F,2013,1.4,FUA
EL002F2014,EL002F,2014,2.0,FUA
EL002F2015,EL002F,2015,1.6,FUA
EL002F2016,EL002F,2016,1.9,FUA
EL002F2017,EL002F,2017,1.1,FUA
EL002F2018,EL002F,2018,1.4,FUA
EL002F2019,EL002F,2019,1.3,FUA
EL002F2020,EL002F,2020,2.2,FUA
EL002F2021,EL002F,2021,1.6,FUA
USA84F2011,USA84F,2011,-3.1,FUA
USA84F2012,USA84F,2012,-3.9,FUA
USA84F2013,USA84F,2013,-0.3,FUA
USA84F2014,USA84F,2014,-2.4,FUA
USA84F2015,USA84F,2015,-2.9,FUA
USA84F2016,USA84F,2016,-2.5,FUA
USA84F2017,USA84F,2017,-3.1,FUA
USA84F2018,USA84F,2018,-3.9,FUA
USA84F2019,USA84F,2019,-1.8,FUA
USA84F2020,USA84F,2020,-4.2,FUA
USA84F2021,USA84F,2021,-3.1,FUA
USA25F2011,USA25F,2011,2.7,FUA
USA25F2012,USA25F,2012,1.8,FUA
USA25F2013,USA25F,2013,2.8,FUA
USA25F2014,USA25F,2014,2.9,FUA
USA25F2015,USA25F,2015,2.7,FUA
USA25F2016,USA25F,2016,1.8,FUA
USA25F2017,USA25F,2017,2.5,FUA
USA25F2018,USA25F,2018,2.5,FUA
USA25F2019,USA25F,2019,2.8,FUA
USA25F2020,USA25F,2020,2.4,FUA
USA25F2021,USA25F,2021,2.4,FUA
UK055F2011,UK055F,2011,0.2,FUA
UK055F2012,UK055F,2012,0.2,FUA
UK055F2013,UK055F,2013,0.3,FUA
UK055F2014,UK055F,2014,0.3,FUA
UK055F2015,UK055F,2015,0.2,FUA
UK055F2016,UK055F,2016,0.3,FUA
UK055F2017,UK055F,2017,0.2,FUA
UK055F2018,UK055F,2018,0.1,FUA
UK055F2019,UK055F,2019,0.2,FUA
UK055F2020,UK055F,2020,0.2,FUA
UK055F2021,UK055F,2021,0.2,FUA
PL064F2011,PL064F,2011,0.7,FUA
PL064F2012,PL064F,2012,-0.2,FUA
PL064F2013,PL064F,2013,1.2,FUA
PL064F2014,PL064F,2014,0.8,FUA
PL064F2015,PL064F,2015,0.2,FUA
PL064F2016,PL064F,2016,0.2,FUA
PL064F2017,PL064F,2017,0.8,FUA
PL064F2018,PL064F,2018,0.6,FUA
PL064F2019,PL064F,2019,1.0,FUA
PL064F2020,PL064F,2020,0.8,FUA
PL064F2021,PL064F,2021,1.8,FUA
USA152F2011,USA152F,2011,1.1,FUA
USA152F2012,USA152F,2012,2.5,FUA
USA152F2013,USA152F,2013,2.3,FUA
USA152F2014,USA152F,2014,2.4,FUA
USA152F2015,USA152F,2015,3.0,FUA
USA152F2016,USA152F,2016,2.6,FUA
USA152F2017,USA152F,2017,2.6,FUA
USA152F2018,USA152F,2018,2.6,FUA
USA152F2019,USA152F,2019,2.8,FUA
USA152F2020,USA152F,2020,2.0,FUA
USA152F2021,USA152F,2021,2.2,FUA
IT019F2011,IT019F,2011,1.4,FUA
IT019F2012,IT019F,2012,1.2,FUA
IT019F2013,IT019F,2013,1.3,FUA
IT019F2014,IT019F,2014,1.3,FUA
IT019F2015,IT019F,2015,0.9,FUA
IT019F2016,IT019F,2016,1.2,FUA
IT019F2017,IT019F,2017,1.3,FUA
IT019F2018,IT019F,2018,1.5,FUA
IT019F2019,IT019F,2019,1.6,FUA
IT019F2020,IT019F,2020,1.0,FUA
IT019F2021,IT019F,2021,1.3,FUA
DE009F2011,DE009F,2011,1.8,FUA
DE009F2012,DE009F,2012,1.9,FUA
DE009F2013,DE009F,2013,2.5,FUA
DE009F2014,DE009F,2014,2.1,FUA
DE009F2015,DE009F,2015,1.8,FUA
DE009F2016,DE009F,2016,1.9,FUA
DE009F2017,DE009F,2017,2.8,FUA
DE009F2018,DE009F,2018,1.7,FUA
DE009F2019,DE009F,2019,1.9,FUA
DE009F2020,DE009F,2020,1.9,FUA
DE009F2021,DE009F,2021,2.2,FUA
COL29F2011,COL29F,2011,1.2,FUA
COL29F2012,COL29F,2012,1.2,FUA
COL29F2013,COL29F,2013,1.4,FUA
COL29F2014,COL29F,2014,1.5,FUA
COL29F2015,COL29F,2015,1.5,FUA
COL29F2016,COL29F,2016,1.6,FUA
COL29F2017,COL29F,2017,1.6,FUA
COL29F2018,COL29F,2018,1.3,FUA
COL29F2019,COL29F,2019,1.4,FUA
COL29F2020,COL29F,2020,1.4,FUA
COL29F2021,COL29F,2021,2.1,FUA
UK024F2011,UK024F,2011,1.1,FUA
UK024F2012,UK024F,2012,1.7,FUA
UK024F2013,UK024F,2013,1.3,FUA
UK024F2014,UK024F,2014,1.8,FUA
UK024F2015,UK024F,2015,2.0,FUA
UK024F2016,UK024F,2016,1.8,FUA
UK024F2017,UK024F,2017,2.0,FUA
UK024F2018,UK024F,2018,1.9,FUA
UK024F2019,UK024F,2019,1.8,FUA
UK024F2020,UK024F,2020,1.9,FUA
UK024F2021,UK024F,2021,2.3,FUA
BE010F2011,BE010F,2011,1.2,FUA
BE010F2012,BE010F,2012,1.4,FUA
BE010F2013,BE010F,2013,1.9,FUA
BE010F2014,BE010F,2014,1.7,FUA
BE010F2015,BE010F,2015,1.6,FUA
BE010F2016,BE010F,2016,1.6,FUA
BE010F2017,BE010F,2017,1.4,FUA
BE010F2018,BE010F,2018,1.4,FUA
BE010F2019,BE010F,2019,1.3,FUA
BE010F2020,BE010F,2020,1.3,FUA
BE010F2021,BE010F,2021,1.7,FUA
USA134F2011,USA134F,2011,2.0,FUA
USA134F2012,USA134F,2012,2.1,FUA
USA134F2013,USA134F,2013,2.7,FUA
USA134F2014,USA134F,2014,2.4,FUA
USA134F2015,USA134F,2015,2.2,FUA
USA134F2016,USA134F,2016,2.3,FUA
USA134F2017,USA134F,2017,2.2,FUA
USA134F2018,USA134F,2018,2.4,FUA
USA134F2019,USA134F,2019,2.5,FUA
USA134F2020,USA134F,2020,2.6,FUA
USA134F2021,USA134F,2021,2.6,FUA
ES016F2011,ES016F,2011,-1.1,FUA
ES016F2012,ES016F,2012,-1.0,FUA
ES016F2013,ES016F,2013,-0.7,FUA
ES016F2014,ES016F,2014,-0.7,FUA
ES016F2015,ES016F,2015,-0.8,FUA
ES016F2016,ES016F,2016,-0.9,FUA
ES016F2017,ES016F,2017,-1.2,FUA
ES016F2018,ES016F,2018,-1.1,FUA
ES016F2019,ES016F,2019,-1.5,FUA
ES016F2020,ES016F,2020,-1.0,FUA
ES016F2021,ES016F,2021,-0.4,FUA
DE066F2011,DE066F,2011,1.9,FUA
DE066F2012,DE066F,2012,2.0,FUA
DE066F2013,DE066F,2013,2.0,FUA
DE066F2014,DE066F,2014,2.1,FUA
DE066F2015,DE066F,2015,1.7,FUA
DE066F2016,DE066F,2016,1.9,FUA
DE066F2017,DE066F,2017,2.1,FUA
DE066F2018,DE066F,2018,2.0,FUA
DE066F2019,DE066F,2019,2.2,FUA
DE066F2020,DE066F,2020,1.7,FUA
DE066F2021,DE066F,2021,1.9,FUA
NL018F2011,NL018F,2011,1.0,FUA
NL018F2012,NL018F,2012,1.4,FUA
NL018F2013,NL018F,2013,1.2,FUA
NL018F2014,NL018F,2014,1.2,FUA
NL018F2015,NL018F,2015,1.2,FUA
NL018F2016,NL018F,2016,1.5,FUA
NL018F2017,NL018F,2017,1.2,FUA
NL018F2018,NL018F,2018,1.3,FUA
NL018F2019,NL018F,2019,1.2,FUA
NL018F2020,NL018F,2020,1.1,FUA
NL018F2021,NL018F,2021,1.3,FUA
UK552F2011,UK552F,2011,1.6,FUA
UK552F2012,UK552F,2012,1.4,FUA
UK552F2013,UK552F,2013,1.7,FUA
UK552F2014,UK552F,2014,1.6,FUA
UK552F2015,UK552F,2015,1.6,FUA
UK552F2016,UK552F,2016,1.5,FUA
UK552F2017,UK552F,2017,1.4,FUA
UK552F2018,UK552F,2018,1.8,FUA
UK552F2019,UK552F,2019,1.5,FUA
UK552F2020,UK552F,2020,1.3,FUA
UK552F2021,UK552F,2021,1.5,FUA
NL003F2011,NL003F,2011,1.2,FUA
NL003F2012,NL003F,2012,1.2,FUA
NL003F2013,NL003F,2013,1.3,FUA
NL003F2014,NL003F,2014,1.7,FUA
NL003F2015,NL003F,2015,1.8,FUA
NL003F2016,NL003F,2016,1.4,FUA
NL003F2017,NL003F,2017,1.1,FUA
NL003F2018,NL003F,2018,1.2,FUA
NL003F2019,NL003F,2019,1.6,FUA
NL003F2020,NL003F,2020,1.5,FUA
NL003F2021,NL003F,2021,1.7,FUA
USA117F2011,USA117F,2011,0.3,FUA
USA117F2012,USA117F,2012,0.3,FUA
USA117F2013,USA117F,2013,1.5,FUA
USA117F2014,USA117F,2014,1.4,FUA
USA117F2015,USA117F,2015,2.1,FUA
USA117F2016,USA117F,2016,1.0,FUA
USA117F2017,USA117F,2017,0.5,FUA
USA117F2018,USA117F,2018,0.3,FUA
USA117F2019,USA117F,2019,1.0,FUA
USA117F2020,USA117F,2020,0.7,FUA
USA117F2021,USA117F,2021,1.9,FUA
DE027F2011,DE027F,2011,1.3,FUA
DE027F2012,DE027F,2012,1.5,FUA
DE027F2013,DE027F,2013,1.6,FUA
DE027F2014,DE027F,2014,1.6,FUA
DE027F2015,DE027F,2015,1.2,FUA
DE027F2016,DE027F,2016,0.9,FUA
DE027F2017,DE027F,2017,1.0,FUA
DE027F2018,DE027F,2018,1.1,FUA
DE027F2019,DE027F,2019,1.5,FUA
DE027F2020,DE027F,2020,1.3,FUA
DE027F2021,DE027F,2021,1.4,FUA
USA54F2011,USA54F,2011,0.1,FUA
USA54F2012,USA54F,2012,-0.3,FUA
USA54F2013,USA54F,2013,0.9,FUA
USA54F2014,USA54F,2014,0.7,FUA
USA54F2015,USA54F,2015,1.0,FUA
USA54F2016,USA54F,2016,0.8,FUA
USA54F2017,USA54F,2017,0.6,FUA
USA54F2018,USA54F,2018,0.3,FUA
USA54F2019,USA54F,2019,0.8,FUA
USA54F2020,USA54F,2020,-0.3,FUA
USA54F2021,USA54F,2021,0.2,FUA
ES074F2011,ES074F,2011,-1.9,FUA
ES074F2012,ES074F,2012,-2.5,FUA
ES074F2013,ES074F,2013,-1.7,FUA
ES074F2014,ES074F,2014,-2.2,FUA
ES074F2015,ES074F,2015,-1.8,FUA
ES074F2016,ES074F,2016,-1.9,FUA
ES074F2017,ES074F,2017,-2.0,FUA
ES074F2018,ES074F,2018,-2.1,FUA
ES074F2019,ES074F,2019,-2.2,FUA
ES074F2020,ES074F,2020,-1.8,FUA
ES074F2021,ES074F,2021,-1.8,FUA
USA68F2011,USA68F,2011,3.1,FUA
USA68F2012,USA68F,2012,2.8,FUA
USA68F2013,USA68F,2013,3.7,FUA
USA68F2014,USA68F,2014,4.2,FUA
USA68F2015,USA68F,2015,3.7,FUA
USA68F2016,USA68F,2016,3.3,FUA
USA68F2017,USA68F,2017,2.9,FUA
USA68F2018,USA68F,2018,3.6,FUA
USA68F2019,USA68F,2019,3.6,FUA
USA68F2020,USA68F,2020,3.1,FUA
USA68F2021,USA68F,2021,3.4,FUA
JPN35F2011,JPN35F,2011,2.7,FUA
JPN35F2012,JPN35F,2012,2.7,FUA
JPN35F2013,JPN35F,2013,2.7,FUA
JPN35F2014,JPN35F,2014,2.4,FUA
JPN35F2015,JPN35F,2015,2.4,FUA
JPN35F2016,JPN35F,2016,2.6,FUA
JPN35F2017,JPN35F,2017,2.7,FUA
JPN35F2018,JPN35F,2018,2.6,FUA
JPN35F2019,JPN35F,2019,2.7,FUA
JPN35F2020,JPN35F,2020,2.7,FUA
JPN35F2021,JPN35F,2021,2.6,FUA
HU006F2011,HU006F,2011,-0.4,FUA
HU006F2012,HU006F,2012,-0.8,FUA
HU006F2013,HU006F,2013,-0.1,FUA
HU006F2014,HU006F,2014,0.1,FUA
HU006F2015,HU006F,2015,-0.1,FUA
HU006F2016,HU006F,2016,-0.4,FUA
HU006F2017,HU006F,2017,-0.4,FUA
HU006F2018,HU006F,2018,-0.4,FUA
HU006F2019,HU006F,2019,-0.5,FUA
HU006F2020,HU006F,2020,-0.2,FUA
HU006F2021,HU006F,2021,-0.3,FUA
IT086F2011,IT086F,2011,-2.9,FUA
IT086F2012,IT086F,2012,-3.1,FUA
IT086F2013,IT086F,2013,-2.5,FUA
IT086F2014,IT086F,2014,-2.2,FUA
IT086F2015,IT086F,2015,-2.5,FUA
IT086F2016,IT086F,2016,-2.2,FUA
IT086F2017,IT086F,2017,-3.0,FUA
IT086F2018,IT086F,2018,-2.2,FUA
IT086F2019,IT086F,2019,-2.5,FUA
IT086F2020,IT086F,2020,-2.0,FUA
IT086F2021,IT086F,2021,-2.5,FUA
DE113F2011,DE113F,2011,1.6,FUA
DE113F2012,DE113F,2012,2.1,FUA
DE113F2013,DE113F,2013,2.4,FUA
DE113F2014,DE113F,2014,2.0,FUA
DE113F2015,DE113F,2015,1.5,FUA
DE113F2016,DE113F,2016,1.7,FUA
DE113F2017,DE113F,2017,2.2,FUA
DE113F2018,DE113F,2018,1.3,FUA
DE113F2019,DE113F,2019,1.6,FUA
DE113F2020,DE113F,2020,1.5,FUA
DE113F2021,DE113F,2021,1.8,FUA
AUS15F2011,AUS15F,2011,1.8,FUA
AUS15F2012,AUS15F,2012,1.7,FUA
AUS15F2013,AUS15F,2013,1.8,FUA
AUS15F2014,AUS15F,2014,1.5,FUA
AUS15F2015,AUS15F,2015,2.0,FUA
AUS15F2016,AUS15F,2016,2.2,FUA
AUS15F2017,AUS15F,2017,2.0,FUA
AUS15F2018,AUS15F,2018,1.7,FUA
AUS15F2019,AUS15F,2019,1.8,FUA
AUS15F2020,AUS15F,2020,2.0,FUA
AUS15F2021,AUS15F,2021,2.1,FUA
IT024F2011,IT024F,2011,0.3,FUA
IT024F2012,IT024F,2012,-0.1,FUA
IT024F2013,IT024F,2013,0.2,FUA
IT024F2014,IT024F,2014,0.1,FUA
IT024F2015,IT024F,2015,0.6,FUA
IT024F2016,IT024F,2016,0.4,FUA
IT024F2017,IT024F,2017,-0.1,FUA
IT024F2018,IT024F,2018,0.4,FUA
IT024F2019,IT024F,2019,0.4,FUA
IT024F2020,IT024F,2020,0.2,FUA
IT024F2021,IT024F,2021,0.1,FUA
SE005F2011,SE005F,2011,2.0,FUA
SE005F2012,SE005F,2012,1.8,FUA
SE005F2013,SE005F,2013,1.9,FUA
SE005F2014,SE005F,2014,1.8,FUA
SE005F2015,SE005F,2015,1.7,FUA
SE005F2016,SE005F,2016,2.2,FUA
SE005F2017,SE005F,2017,2.0,FUA
SE005F2018,SE005F,2018,2.2,FUA
SE005F2019,SE005F,2019,2.7,FUA
SE005F2020,SE005F,2020,2.2,FUA
SE005F2021,SE005F,2021,2.0,FUA
UK539F2011,UK539F,2011,1.7,FUA
UK539F2012,UK539F,2012,1.9,FUA
UK539F2013,UK539F,2013,2.0,FUA
UK539F2014,UK539F,2014,2.3,FUA
UK539F2015,UK539F,2015,1.9,FUA
UK539F2016,UK539F,2016,1.8,FUA
UK539F2017,UK539F,2017,2.3,FUA
UK539F2018,UK539F,2018,2.4,FUA
UK539F2019,UK539F,2019,1.9,FUA
UK539F2020,UK539F,2020,1.9,FUA
UK539F2021,UK539F,2021,2.0,FUA
USA210F2011,USA210F,2011,3.7,FUA
USA210F2012,USA210F,2012,3.5,FUA
USA210F2013,USA210F,2013,3.4,FUA
USA210F2014,USA210F,2014,3.8,FUA
USA210F2015,USA210F,2015,3.7,FUA
USA210F2016,USA210F,2016,3.6,FUA
USA210F2017,USA210F,2017,3.0,FUA
USA210F2018,USA210F,2018,3.2,FUA
USA210F2019,USA210F,2019,3.6,FUA
USA210F2020,USA210F,2020,3.2,FUA
USA210F2021,USA210F,2021,3.2,FUA
KOR09F2011,KOR09F,2011,2.8,FUA
KOR09F2012,KOR09F,2012,2.7,FUA
KOR09F2013,KOR09F,2013,2.9,FUA
KOR09F2014,KOR09F,2014,2.7,FUA
KOR09F2015,KOR09F,2015,2.8,FUA
KOR09F2016,KOR09F,2016,2.7,FUA
KOR09F2017,KOR09F,2017,2.5,FUA
KOR09F2018,KOR09F,2018,2.7,FUA
KOR09F2019,KOR09F,2019,2.3,FUA
KOR09F2020,KOR09F,2020,2.4,FUA
KOR09F2021,KOR09F,2021,2.2,FUA
FR048F2011,FR048F,2011,0.5,FUA
FR048F2012,FR048F,2012,0.4,FUA
FR048F2013,FR048F,2013,0.6,FUA
FR048F2014,FR048F,2014,0.7,FUA
FR048F2015,FR048F,2015,0.7,FUA
FR048F2016,FR048F,2016,0.7,FUA
FR048F2017,FR048F,2017,0.6,FUA
FR048F2018,FR048F,2018,0.6,FUA
FR048F2019,FR048F,2019,0.6,FUA
FR048F2020,FR048F,2020,0.6,FUA
FR048F2021,FR048F,2021,0.8,FUA
IT010F2011,IT010F,2011,0.7,FUA
IT010F2012,IT010F,2012,0.3,FUA
IT010F2013,IT010F,2013,-0.7,FUA
IT010F2014,IT010F,2014,-0.2,FUA
IT010F2015,IT010F,2015,0.3,FUA
IT010F2016,IT010F,2016,-0.6,FUA
IT010F2017,IT010F,2017,-0.2,FUA
IT010F2018,IT010F,2018,-1.3,FUA
IT010F2019,IT010F,2019,-0.7,FUA
IT010F2020,IT010F,2020,-0.4,FUA
IT010F2021,IT010F,2021,-0.1,FUA
DE083F2011,DE083F,2011,0.8,FUA
DE083F2012,DE083F,2012,0.9,FUA
DE083F2013,DE083F,2013,1.1,FUA
DE083F2014,DE083F,2014,1.1,FUA
DE083F2015,DE083F,2015,1.1,FUA
DE083F2016,DE083F,2016,0.9,FUA
DE083F2017,DE083F,2017,1.0,FUA
DE083F2018,DE083F,2018,0.9,FUA
DE083F2019,DE083F,2019,0.9,FUA
DE083F2020,DE083F,2020,0.8,FUA
DE083F2021,DE083F,2021,1.3,FUA
PL024F2011,PL024F,2011,2.0,FUA
PL024F2012,PL024F,2012,2.3,FUA
PL024F2013,PL024F,2013,2.2,FUA
PL024F2014,PL024F,2014,1.8,FUA
PL024F2015,PL024F,2015,1.7,FUA
PL024F2016,PL024F,2016,1.9,FUA
PL024F2017,PL024F,2017,2.3,FUA
PL024F2018,PL024F,2018,2.1,FUA
PL024F2019,PL024F,2019,1.8,FUA
PL024F2020,PL024F,2020,1.7,FUA
PL024F2021,PL024F,2021,2.1,FUA
CL009F2011,CL009F,2011,2.3,FUA
CL009F2012,CL009F,2012,2.3,FUA
CL009F2013,CL009F,2013,2.2,FUA
CL009F2014,CL009F,2014,2.1,FUA
CL009F2015,CL009F,2015,2.0,FUA
CL009F2016,CL009F,2016,2.3,FUA
CL009F2017,CL009F,2017,2.1,FUA
CL009F2018,CL009F,2018,2.2,FUA
CL009F2019,CL009F,2019,2.1,FUA
CL009F2020,CL009F,2020,2.1,FUA
CL009F2021,CL009F,2021,2.1,FUA
AUS17F2011,AUS17F,2011,0.4,FUA
AUS17F2012,AUS17F,2012,-0.2,FUA
AUS17F2013,AUS17F,2013,-0.3,FUA
AUS17F2014,AUS17F,2014,-0.8,FUA
AUS17F2015,AUS17F,2015,0.3,FUA
AUS17F2016,AUS17F,2016,-0.1,FUA
AUS17F2017,AUS17F,2017,-0.6,FUA
AUS17F2018,AUS17F,2018,-0.6,FUA
AUS17F2019,AUS17F,2019,-2.0,FUA
AUS17F2020,AUS17F,2020,-0.7,FUA
AUS17F2021,AUS17F,2021,0.3,FUA
BE015F2011,BE015F,2011,2.4,FUA
BE015F2012,BE015F,2012,3.0,FUA
BE015F2013,BE015F,2013,2.7,FUA
BE015F2014,BE015F,2014,2.2,FUA
BE015F2015,BE015F,2015,2.3,FUA
BE015F2016,BE015F,2016,2.0,FUA
BE015F2017,BE015F,2017,2.7,FUA
BE015F2018,BE015F,2018,2.5,FUA
BE015F2019,BE015F,2019,2.5,FUA
BE015F2020,BE015F,2020,2.5,FUA
BE015F2021,BE015F,2021,2.5,FUA
USA03F2011,USA03F,2011,1.8,FUA
USA03F2012,USA03F,2012,0.9,FUA
