id,REF_AREA,TIME_PERIOD,URBAN_HEAT_VALUE,TERRITORIAL_LEVEL
IT063F2014,IT063F,2014,2.6,FUA
IT063F2015,IT063F,2015,2.5,FUA
IT063F2016,IT063F,2016,2.3,FUA
IT063F2017,IT063F,2017,2.3,FUA
IT063F2018,IT063F,2018,2.6,FUA
IT063F2019,IT063F,2019,2.4,FUA
IT063F2020,IT063F,2020,2.4,FUA
IT063F2021,IT063F,2021,2.2,FUA
FR022F2011,FR022F,2011,2.4,FUA
FR022F2012,FR022F,2012,2.6,FUA
FR022F2013,FR022F,2013,2.4,FUA
FR022F2014,FR022F,2014,3.0,FUA
FR022F2015,FR022F,2015,2.8,FUA
FR022F2016,FR022F,2016,2.7,FUA
FR022F2017,FR022F,2017,2.9,FUA
FR022F2018,FR022F,2018,2.9,FUA
FR022F2019,FR022F,2019,2.2,FUA
FR022F2020,FR022F,2020,2.4,FUA
FR022F2021,FR022F,2021,2.4,FUA
JPN30F2011,JPN30F,2011,1.9,FUA
JPN30F2012,JPN30F,2012,1.9,FUA
JPN30F2013,JPN30F,2013,1.9,FUA
JPN30F2014,JPN30F,2014,1.8,FUA
JPN30F2015,JPN30F,2015,1.9,FUA
JPN30F2016,JPN30F,2016,1.9,FUA
JPN30F2017,JPN30F,2017,1.9,FUA
JPN30F2018,JPN30F,2018,2.1,FUA
JPN30F2019,JPN30F,2019,2.0,FUA
JPN30F2020,JPN30F,2020,1.9,FUA
JPN30F2021,JPN30F,2021,2.0,FUA
DE074F2011,DE074F,2011,0.9,FUA
DE074F2012,DE074F,2012,0.8,FUA
DE074F2013,DE074F,2013,1.4,FUA
DE074F2014,DE074F,2014,1.5,FUA
DE074F2015,DE074F,2015,0.9,FUA
DE074F2016,DE074F,2016,1.4,FUA
DE074F2017,DE074F,2017,1.5,FUA
DE074F2018,DE074F,2018,0.9,FUA
DE074F2019,DE074F,2019,1.1,FUA
DE074F2020,DE074F,2020,1.1,FUA
DE074F2021,DE074F,2021,1.2,FUA
CL014F2011,CL014F,2011,2.5,FUA
CL014F2012,CL014F,2012,2.5,FUA
CL014F2013,CL014F,2013,2.5,FUA
CL014F2014,CL014F,2014,2.5,FUA
CL014F2015,CL014F,2015,2.4,FUA
CL014F2016,CL014F,2016,2.4,FUA
CL014F2017,CL014F,2017,2.3,FUA
CL014F2018,CL014F,2018,2.5,FUA
CL014F2019,CL014F,2019,2.3,FUA
CL014F2020,CL014F,2020,2.1,FUA
CL014F2021,CL014F,2021,2.3,FUA
KOR04F2011,KOR04F,2011,2.6,FUA
KOR04F2012,KOR04F,2012,2.2,FUA
KOR04F2013,KOR04F,2013,2.3,FUA
KOR04F2014,KOR04F,2014,2.5,FUA
KOR04F2015,KOR04F,2015,2.8,FUA
KOR04F2016,KOR04F,2016,2.5,FUA
KOR04F2017,KOR04F,2017,2.4,FUA
KOR04F2018,KOR04F,2018,2.5,FUA
KOR04F2019,KOR04F,2019,2.1,FUA
KOR04F2020,KOR04F,2020,2.3,FUA
KOR04F2021,KOR04F,2021,2.0,FUA
USA34F2011,USA34F,2011,-1.5,FUA
USA34F2012,USA34F,2012,-2.1,FUA
USA34F2013,USA34F,2013,0.6,FUA
USA34F2014,USA34F,2014,-0.8,FUA
USA34F2015,USA34F,2015,-1.9,FUA
USA34F2016,USA34F,2016,-0.4,FUA
USA34F2017,USA34F,2017,-1.6,FUA
USA34F2018,USA34F,2018,-2.4,FUA
USA34F2019,USA34F,2019,-0.1,FUA
USA34F2020,USA34F,2020,-2.1,FUA
USA34F2021,USA34F,2021,-1.6,FUA
JPN22F2011,JPN22F,2011,3.7,FUA
JPN22F2012,JPN22F,2012,3.7,FUA
JPN22F2013,JPN22F,2013,3.6,FUA
JPN22F2014,JPN22F,2014,3.8,FUA
JPN22F2015,JPN22F,2015,3.6,FUA
JPN22F2016,JPN22F,2016,3.6,FUA
JPN22F2017,JPN22F,2017,3.9,FUA
JPN22F2018,JPN22F,2018,4.0,FUA
JPN22F2019,JPN22F,2019,3.8,FUA
JPN22F2020,JPN22F,2020,4.0,FUA
JPN22F2021,JPN22F,2021,3.9,FUA
LV003F2011,LV003F,2011,1.7,FUA
LV003F2012,LV003F,2012,3.2,FUA
LV003F2013,LV003F,2013,4.0,FUA
LV003F2014,LV003F,2014,2.3,FUA
LV003F2015,LV003F,2015,1.6,FUA
LV003F2016,LV003F,2016,1.9,FUA
LV003F2017,LV003F,2017,2.6,FUA
LV003F2018,LV003F,2018,2.7,FUA
LV003F2019,LV003F,2019,1.7,FUA
LV003F2020,LV003F,2020,1.8,FUA
LV003F2021,LV003F,2021,2.5,FUA
IT083F2011,IT083F,2011,-2.6,FUA
IT083F2012,IT083F,2012,-2.9,FUA
IT083F2013,IT083F,2013,-2.4,FUA
IT083F2014,IT083F,2014,-2.4,FUA
IT083F2015,IT083F,2015,-2.5,FUA
IT083F2016,IT083F,2016,-2.3,FUA
IT083F2017,IT083F,2017,-2.7,FUA
IT083F2018,IT083F,2018,-1.8,FUA
IT083F2019,IT083F,2019,-2.4,FUA
IT083F2020,IT083F,2020,-2.8,FUA
IT083F2021,IT083F,2021,-2.0,FUA
RO020F2011,RO020F,2011,0.7,FUA
RO020F2012,RO020F,2012,1.0,FUA
RO020F2013,RO020F,2013,1.6,FUA
RO020F2014,RO020F,2014,1.3,FUA
RO020F2015,RO020F,2015,0.8,FUA
RO020F2016,RO020F,2016,0.6,FUA
RO020F2017,RO020F,2017,1.0,FUA
RO020F2018,RO020F,2018,0.8,FUA
RO020F2019,RO020F,2019,1.0,FUA
RO020F2020,RO020F,2020,0.5,FUA
RO020F2021,RO020F,2021,1.1,FUA
IT064F2011,IT064F,2011,1.4,FUA
IT064F2012,IT064F,2012,1.2,FUA
IT064F2013,IT064F,2013,1.3,FUA
IT064F2014,IT064F,2014,1.1,FUA
IT064F2015,IT064F,2015,1.4,FUA
IT064F2016,IT064F,2016,1.3,FUA
IT064F2017,IT064F,2017,1.4,FUA
IT064F2018,IT064F,2018,1.4,FUA
IT064F2019,IT064F,2019,1.3,FUA
IT064F2020,IT064F,2020,1.3,FUA
IT064F2021,IT064F,2021,1.3,FUA
UK545F2011,UK545F,2011,1.3,FUA
UK545F2012,UK545F,2012,1.9,FUA
UK545F2013,UK545F,2013,1.9,FUA
UK545F2014,UK545F,2014,2.0,FUA
UK545F2015,UK545F,2015,1.6,FUA
UK545F2016,UK545F,2016,1.8,FUA
UK545F2017,UK545F,2017,1.7,FUA
UK545F2018,UK545F,2018,2.1,FUA
UK545F2019,UK545F,2019,1.6,FUA
UK545F2020,UK545F,2020,1.4,FUA
UK545F2021,UK545F,2021,1.8,FUA
ES019F2011,ES019F,2011,3.0,FUA
ES019F2012,ES019F,2012,2.8,FUA
ES019F2013,ES019F,2013,2.7,FUA
ES019F2014,ES019F,2014,3.0,FUA
ES019F2015,ES019F,2015,2.8,FUA
ES019F2016,ES019F,2016,2.5,FUA
ES019F2017,ES019F,2017,2.6,FUA
ES019F2018,ES019F,2018,2.7,FUA
ES019F2019,ES019F,2019,2.8,FUA
ES019F2020,ES019F,2020,2.7,FUA
ES019F2021,ES019F,2021,2.9,FUA
DE118F2011,DE118F,2011,1.2,FUA
DE118F2012,DE118F,2012,1.3,FUA
DE118F2013,DE118F,2013,1.6,FUA
DE118F2014,DE118F,2014,1.3,FUA
DE118F2015,DE118F,2015,1.4,FUA
DE118F2016,DE118F,2016,1.5,FUA
DE118F2017,DE118F,2017,1.8,FUA
DE118F2018,DE118F,2018,1.5,FUA
DE118F2019,DE118F,2019,1.5,FUA
DE118F2020,DE118F,2020,1.4,FUA
DE118F2021,DE118F,2021,1.2,FUA
DE057F2011,DE057F,2011,1.5,FUA
DE057F2012,DE057F,2012,1.9,FUA
DE057F2013,DE057F,2013,1.8,FUA
DE057F2014,DE057F,2014,1.5,FUA
DE057F2015,DE057F,2015,1.6,FUA
DE057F2016,DE057F,2016,1.7,FUA
DE057F2017,DE057F,2017,1.7,FUA
DE057F2018,DE057F,2018,1.8,FUA
DE057F2019,DE057F,2019,1.5,FUA
DE057F2020,DE057F,2020,1.5,FUA
DE057F2021,DE057F,2021,1.7,FUA
HR002F2011,HR002F,2011,2.2,FUA
HR002F2012,HR002F,2012,1.8,FUA
HR002F2013,HR002F,2013,1.6,FUA
HR002F2014,HR002F,2014,2.1,FUA
HR002F2015,HR002F,2015,2.3,FUA
HR002F2016,HR002F,2016,2.5,FUA
HR002F2017,HR002F,2017,1.9,FUA
HR002F2018,HR002F,2018,2.2,FUA
HR002F2019,HR002F,2019,1.8,FUA
HR002F2020,HR002F,2020,1.9,FUA
HR002F2021,HR002F,2021,2.1,FUA
NL031F2011,NL031F,2011,1.2,FUA
NL031F2012,NL031F,2012,1.4,FUA
NL031F2013,NL031F,2013,0.9,FUA
NL031F2014,NL031F,2014,1.2,FUA
NL031F2015,NL031F,2015,1.2,FUA
NL031F2016,NL031F,2016,1.3,FUA
NL031F2017,NL031F,2017,1.2,FUA
NL031F2018,NL031F,2018,1.1,FUA
NL031F2019,NL031F,2019,1.5,FUA
NL031F2020,NL031F,2020,1.1,FUA
NL031F2021,NL031F,2021,1.0,FUA
PT002F2011,PT002F,2011,1.0,FUA
PT002F2012,PT002F,2012,1.1,FUA
PT002F2013,PT002F,2013,1.0,FUA
PT002F2014,PT002F,2014,1.1,FUA
PT002F2015,PT002F,2015,1.1,FUA
PT002F2016,PT002F,2016,0.8,FUA
PT002F2017,PT002F,2017,0.6,FUA
PT002F2018,PT002F,2018,0.7,FUA
PT002F2019,PT002F,2019,1.2,FUA
PT002F2020,PT002F,2020,1.2,FUA
PT002F2021,PT002F,2021,1.3,FUA
CL021F2011,CL021F,2011,1.4,FUA
CL021F2012,CL021F,2012,1.2,FUA
CL021F2013,CL021F,2013,1.4,FUA
CL021F2014,CL021F,2014,1.4,FUA
CL021F2015,CL021F,2015,1.7,FUA
CL021F2016,CL021F,2016,1.3,FUA
CL021F2017,CL021F,2017,1.4,FUA
CL021F2018,CL021F,2018,1.6,FUA
CL021F2019,CL021F,2019,1.5,FUA
CL021F2020,CL021F,2020,1.2,FUA
CL021F2021,CL021F,2021,1.0,FUA
IT015F2011,IT015F,2011,0.7,FUA
IT015F2012,IT015F,2012,0.8,FUA
IT015F2013,IT015F,2013,1.1,FUA
IT015F2014,IT015F,2014,1.0,FUA
IT015F2015,IT015F,2015,1.1,FUA
IT015F2016,IT015F,2016,1.1,FUA
IT015F2017,IT015F,2017,0.9,FUA
IT015F2018,IT015F,2018,1.1,FUA
IT015F2019,IT015F,2019,0.7,FUA
IT015F2020,IT015F,2020,1.0,FUA
IT015F2021,IT015F,2021,1.1,FUA
FR054F2011,FR054F,2011,0.0,FUA
FR054F2012,FR054F,2012,0.4,FUA
FR054F2013,FR054F,2013,0.7,FUA
FR054F2014,FR054F,2014,1.2,FUA
FR054F2015,FR054F,2015,0.6,FUA
FR054F2016,FR054F,2016,0.5,FUA
FR054F2017,FR054F,2017,-0.0,FUA
FR054F2018,FR054F,2018,-0.2,FUA
FR054F2019,FR054F,2019,-0.0,FUA
FR054F2020,FR054F,2020,0.3,FUA
FR054F2021,FR054F,2021,0.6,FUA
KOR08F2011,KOR08F,2011,1.7,FUA
KOR08F2012,KOR08F,2012,2.2,FUA
KOR08F2013,KOR08F,2013,1.9,FUA
KOR08F2014,KOR08F,2014,2.0,FUA
KOR08F2015,KOR08F,2015,2.3,FUA
KOR08F2016,KOR08F,2016,2.2,FUA
KOR08F2017,KOR08F,2017,2.1,FUA
KOR08F2018,KOR08F,2018,2.3,FUA
KOR08F2019,KOR08F,2019,2.2,FUA
KOR08F2020,KOR08F,2020,1.8,FUA
KOR08F2021,KOR08F,2021,1.6,FUA
NL029F2011,NL029F,2011,1.3,FUA
NL029F2012,NL029F,2012,1.3,FUA
NL029F2013,NL029F,2013,1.2,FUA
NL029F2014,NL029F,2014,1.2,FUA
NL029F2015,NL029F,2015,1.3,FUA
NL029F2016,NL029F,2016,1.3,FUA
NL029F2017,NL029F,2017,1.2,FUA
NL029F2018,NL029F,2018,1.1,FUA
NL029F2019,NL029F,2019,1.3,FUA
NL029F2020,NL029F,2020,1.3,FUA
NL029F2021,NL029F,2021,1.5,FUA
CAN04F2011,CAN04F,2011,2.5,FUA
CAN04F2012,CAN04F,2012,2.7,FUA
CAN04F2013,CAN04F,2013,4.0,FUA
CAN04F2014,CAN04F,2014,4.3,FUA
CAN04F2015,CAN04F,2015,3.5,FUA
CAN04F2016,CAN04F,2016,3.2,FUA
CAN04F2017,CAN04F,2017,3.4,FUA
CAN04F2018,CAN04F,2018,3.8,FUA
CAN04F2019,CAN04F,2019,3.5,FUA
CAN04F2020,CAN04F,2020,2.6,FUA
CAN04F2021,CAN04F,2021,3.2,FUA
DE051F2011,DE051F,2011,1.6,FUA
DE051F2012,DE051F,2012,2.0,FUA
DE051F2013,DE051F,2013,1.9,FUA
DE051F2014,DE051F,2014,1.9,FUA
DE051F2015,DE051F,2015,1.8,FUA
DE051F2016,DE051F,2016,1.8,FUA
DE051F2017,DE051F,2017,2.1,FUA
DE051F2018,DE051F,2018,1.9,FUA
DE051F2019,DE051F,2019,1.8,FUA
DE051F2020,DE051F,2020,1.7,FUA
DE051F2021,DE051F,2021,1.5,FUA
MEX70F2011,MEX70F,2011,1.6,FUA
MEX70F2012,MEX70F,2012,1.8,FUA
MEX70F2013,MEX70F,2013,2.0,FUA
MEX70F2014,MEX70F,2014,2.4,FUA
MEX70F2015,MEX70F,2015,2.5,FUA
MEX70F2016,MEX70F,2016,2.3,FUA
MEX70F2017,MEX70F,2017,2.2,FUA
MEX70F2018,MEX70F,2018,2.4,FUA
MEX70F2019,MEX70F,2019,2.3,FUA
MEX70F2020,MEX70F,2020,1.2,FUA
MEX70F2021,MEX70F,2021,1.8,FUA
NL040F2011,NL040F,2011,1.1,FUA
NL040F2012,NL040F,2012,1.2,FUA
NL040F2013,NL040F,2013,1.1,FUA
NL040F2014,NL040F,2014,0.9,FUA
NL040F2015,NL040F,2015,1.2,FUA
NL040F2016,NL040F,2016,1.2,FUA
NL040F2017,NL040F,2017,0.8,FUA
NL040F2018,NL040F,2018,1.2,FUA
NL040F2019,NL040F,2019,1.0,FUA
NL040F2020,NL040F,2020,1.4,FUA
NL040F2021,NL040F,2021,1.2,FUA
IT029F2011,IT029F,2011,1.1,FUA
IT029F2012,IT029F,2012,1.4,FUA
IT029F2013,IT029F,2013,1.8,FUA
IT029F2014,IT029F,2014,1.5,FUA
IT029F2015,IT029F,2015,1.4,FUA
IT029F2016,IT029F,2016,1.3,FUA
IT029F2017,IT029F,2017,1.0,FUA
IT029F2018,IT029F,2018,1.3,FUA
IT029F2019,IT029F,2019,1.5,FUA
IT029F2020,IT029F,2020,1.1,FUA
IT029F2021,IT029F,2021,1.0,FUA
USA12F2011,USA12F,2011,-1.1,FUA
USA12F2012,USA12F,2012,-0.8,FUA
USA12F2013,USA12F,2013,-0.6,FUA
USA12F2014,USA12F,2014,-0.7,FUA
USA12F2015,USA12F,2015,-0.6,FUA
USA12F2016,USA12F,2016,-0.8,FUA
USA12F2017,USA12F,2017,-1.0,FUA
USA12F2018,USA12F,2018,-0.4,FUA
USA12F2019,USA12F,2019,-0.4,FUA
USA12F2020,USA12F,2020,-1.0,FUA
USA12F2021,USA12F,2021,-1.0,FUA
CL012F2011,CL012F,2011,-2.9,FUA
CL012F2012,CL012F,2012,-2.8,FUA
CL012F2013,CL012F,2013,-2.7,FUA
CL012F2014,CL012F,2014,-2.8,FUA
CL012F2015,CL012F,2015,-2.6,FUA
CL012F2016,CL012F,2016,-2.0,FUA
CL012F2017,CL012F,2017,-2.5,FUA
CL012F2018,CL012F,2018,-2.5,FUA
CL012F2019,CL012F,2019,-3.8,FUA
CL012F2020,CL012F,2020,-3.2,FUA
CL012F2021,CL012F,2021,-2.5,FUA
NO004F2011,NO004F,2011,1.6,FUA
NO004F2012,NO004F,2012,1.5,FUA
NO004F2013,NO004F,2013,1.6,FUA
NO004F2014,NO004F,2014,1.8,FUA
NO004F2015,NO004F,2015,1.3,FUA
NO004F2016,NO004F,2016,1.6,FUA
NO004F2017,NO004F,2017,1.3,FUA
NO004F2018,NO004F,2018,1.6,FUA
NO004F2019,NO004F,2019,1.6,FUA
NO004F2020,NO004F,2020,1.5,FUA
NO004F2021,NO004F,2021,2.1,FUA
MEX11F2011,MEX11F,2011,-1.6,FUA
MEX11F2012,MEX11F,2012,-1.2,FUA
MEX11F2013,MEX11F,2013,-1.0,FUA
MEX11F2014,MEX11F,2014,-0.1,FUA
MEX11F2015,MEX11F,2015,0.0,FUA
MEX11F2016,MEX11F,2016,-0.7,FUA
MEX11F2017,MEX11F,2017,-1.3,FUA
MEX11F2018,MEX11F,2018,-0.4,FUA
MEX11F2019,MEX11F,2019,-0.8,FUA
MEX11F2020,MEX11F,2020,-0.9,FUA
MEX11F2021,MEX11F,2021,-1.0,FUA
HU007F2011,HU007F,2011,0.7,FUA
HU007F2012,HU007F,2012,0.5,FUA
HU007F2013,HU007F,2013,1.0,FUA
HU007F2014,HU007F,2014,0.8,FUA
HU007F2015,HU007F,2015,0.7,FUA
HU007F2016,HU007F,2016,0.6,FUA
HU007F2017,HU007F,2017,0.7,FUA
HU007F2018,HU007F,2018,0.8,FUA
HU007F2019,HU007F,2019,0.7,FUA
HU007F2020,HU007F,2020,0.4,FUA
HU007F2021,HU007F,2021,0.5,FUA
SE010F2011,SE010F,2011,2.1,FUA
SE010F2012,SE010F,2012,2.0,FUA
SE010F2013,SE010F,2013,2.6,FUA
SE010F2014,SE010F,2014,2.5,FUA
SE010F2015,SE010F,2015,2.3,FUA
SE010F2016,SE010F,2016,2.5,FUA
SE010F2017,SE010F,2017,2.3,FUA
SE010F2018,SE010F,2018,2.8,FUA
SE010F2019,SE010F,2019,2.2,FUA
SE010F2020,SE010F,2020,2.0,FUA
SE010F2021,SE010F,2021,2.4,FUA
ES073F2011,ES073F,2011,0.2,FUA
ES073F2012,ES073F,2012,0.3,FUA
ES073F2013,ES073F,2013,0.3,FUA
ES073F2014,ES073F,2014,0.5,FUA
ES073F2015,ES073F,2015,0.2,FUA
ES073F2016,ES073F,2016,0.3,FUA
ES073F2017,ES073F,2017,0.2,FUA
ES073F2018,ES073F,2018,0.4,FUA
ES073F2019,ES073F,2019,0.2,FUA
ES073F2020,ES073F,2020,0.3,FUA
ES073F2021,ES073F,2021,0.4,FUA
DE003F2011,DE003F,2011,1.7,FUA
DE003F2012,DE003F,2012,2.3,FUA
DE003F2013,DE003F,2013,2.2,FUA
DE003F2014,DE003F,2014,1.8,FUA
DE003F2015,DE003F,2015,1.7,FUA
DE003F2016,DE003F,2016,1.8,FUA
DE003F2017,DE003F,2017,2.3,FUA
DE003F2018,DE003F,2018,2.1,FUA
DE003F2019,DE003F,2019,2.2,FUA
DE003F2020,DE003F,2020,1.8,FUA
DE003F2021,DE003F,2021,2.2,FUA
PL021F2011,PL021F,2011,2.4,FUA
PL021F2012,PL021F,2012,2.8,FUA
PL021F2013,PL021F,2013,3.2,FUA
PL021F2014,PL021F,2014,2.4,FUA
PL021F2015,PL021F,2015,2.4,FUA
PL021F2016,PL021F,2016,2.2,FUA
PL021F2017,PL021F,2017,3.1,FUA
PL021F2018,PL021F,2018,2.9,FUA
PL021F2019,PL021F,2019,2.4,FUA
PL021F2020,PL021F,2020,2.1,FUA
PL021F2021,PL021F,2021,2.6,FUA
IT026F2011,IT026F,2011,-0.2,FUA
IT026F2012,IT026F,2012,-0.3,FUA
IT026F2013,IT026F,2013,-0.0,FUA
IT026F2014,IT026F,2014,-0.2,FUA
IT026F2015,IT026F,2015,-0.3,FUA
IT026F2016,IT026F,2016,-0.4,FUA
IT026F2017,IT026F,2017,-0.5,FUA
IT026F2018,IT026F,2018,0.6,FUA
IT026F2019,IT026F,2019,-0.2,FUA
IT026F2020,IT026F,2020,-0.0,FUA
IT026F2021,IT026F,2021,-0.1,FUA
USA171F2011,USA171F,2011,-0.7,FUA
USA171F2012,USA171F,2012,-1.0,FUA
USA171F2013,USA171F,2013,-0.2,FUA
USA171F2014,USA171F,2014,-0.3,FUA
USA171F2015,USA171F,2015,-0.8,FUA
USA171F2016,USA171F,2016,-0.8,FUA
USA171F2017,USA171F,2017,-0.7,FUA
USA171F2018,USA171F,2018,-0.7,FUA
USA171F2019,USA171F,2019,-0.5,FUA
USA171F2020,USA171F,2020,-0.5,FUA
USA171F2021,USA171F,2021,-0.3,FUA
IT021F2011,IT021F,2011,-0.1,FUA
IT021F2012,IT021F,2012,-0.1,FUA
IT021F2013,IT021F,2013,0.0,FUA
IT021F2014,IT021F,2014,0.2,FUA
IT021F2015,IT021F,2015,-0.1,FUA
IT021F2016,IT021F,2016,-0.1,FUA
IT021F2017,IT021F,2017,-0.4,FUA
IT021F2018,IT021F,2018,0.1,FUA
IT021F2019,IT021F,2019,-0.0,FUA
IT021F2020,IT021F,2020,-0.1,FUA
IT021F2021,IT021F,2021,-0.2,FUA
CAN05F2011,CAN05F,2011,3.0,FUA
CAN05F2012,CAN05F,2012,2.9,FUA
CAN05F2013,CAN05F,2013,5.2,FUA
CAN05F2014,CAN05F,2014,4.8,FUA
CAN05F2015,CAN05F,2015,2.9,FUA
CAN05F2016,CAN05F,2016,2.0,FUA
CAN05F2017,CAN05F,2017,2.4,FUA
CAN05F2018,CAN05F,2018,4.7,FUA
CAN05F2019,CAN05F,2019,4.1,FUA
CAN05F2020,CAN05F,2020,4.8,FUA
CAN05F2021,CAN05F,2021,1.7,FUA
DE007F2011,DE007F,2011,1.5,FUA
DE007F2012,DE007F,2012,1.8,FUA
DE007F2013,DE007F,2013,1.7,FUA
DE007F2014,DE007F,2014,1.8,FUA
DE007F2015,DE007F,2015,1.6,FUA
DE007F2016,DE007F,2016,1.6,FUA
DE007F2017,DE007F,2017,2.0,FUA
DE007F2018,DE007F,2018,1.8,FUA
DE007F2019,DE007F,2019,1.6,FUA
DE007F2020,DE007F,2020,1.7,FUA
DE007F2021,DE007F,2021,1.7,FUA
CZ014F2011,CZ014F,2011,1.5,FUA
CZ014F2012,CZ014F,2012,2.0,FUA
CZ014F2013,CZ014F,2013,2.2,FUA
CZ014F2014,CZ014F,2014,1.9,FUA
CZ014F2015,CZ014F,2015,1.6,FUA
CZ014F2016,CZ014F,2016,1.6,FUA
CZ014F2017,CZ014F,2017,1.8,FUA
CZ014F2018,CZ014F,2018,2.0,FUA
CZ014F2019,CZ014F,2019,1.7,FUA
CZ014F2020,CZ014F,2020,1.4,FUA
CZ014F2021,CZ014F,2021,1.5,FUA
ES088F2011,ES088F,2011,1.8,FUA
ES088F2012,ES088F,2012,1.4,FUA
ES088F2013,ES088F,2013,2.1,FUA
ES088F2014,ES088F,2014,2.0,FUA
ES088F2015,ES088F,2015,1.7,FUA
ES088F2016,ES088F,2016,1.9,FUA
ES088F2017,ES088F,2017,1.3,FUA
ES088F2018,ES088F,2018,1.6,FUA
ES088F2019,ES088F,2019,1.8,FUA
ES088F2020,ES088F,2020,2.0,FUA
ES088F2021,ES088F,2021,2.5,FUA
DE070F2011,DE070F,2011,1.1,FUA
DE070F2012,DE070F,2012,1.2,FUA
DE070F2013,DE070F,2013,1.4,FUA
DE070F2014,DE070F,2014,1.1,FUA
DE070F2015,DE070F,2015,1.0,FUA
DE070F2016,DE070F,2016,1.2,FUA
DE070F2017,DE070F,2017,1.2,FUA
DE070F2018,DE070F,2018,1.1,FUA
DE070F2019,DE070F,2019,1.3,FUA
DE070F2020,DE070F,2020,1.1,FUA
DE070F2021,DE070F,2021,1.3,FUA
CZ016F2011,CZ016F,2011,0.8,FUA
CZ016F2012,CZ016F,2012,0.6,FUA
CZ016F2013,CZ016F,2013,0.9,FUA
CZ016F2014,CZ016F,2014,0.7,FUA
CZ016F2015,CZ016F,2015,0.5,FUA
CZ016F2016,CZ016F,2016,0.5,FUA
CZ016F2017,CZ016F,2017,0.8,FUA
CZ016F2018,CZ016F,2018,0.2,FUA
CZ016F2019,CZ016F,2019,0.4,FUA
CZ016F2020,CZ016F,2020,0.5,FUA
CZ016F2021,CZ016F,2021,0.6,FUA
MEX61F2011,MEX61F,2011,0.6,FUA
MEX61F2012,MEX61F,2012,0.8,FUA
MEX61F2013,MEX61F,2013,1.2,FUA
MEX61F2014,MEX61F,2014,1.8,FUA
MEX61F2015,MEX61F,2015,2.6,FUA
MEX61F2016,MEX61F,2016,2.1,FUA
MEX61F2017,MEX61F,2017,1.9,FUA
MEX61F2018,MEX61F,2018,2.2,FUA
MEX61F2019,MEX61F,2019,1.2,FUA
MEX61F2020,MEX61F,2020,0.7,FUA
MEX61F2021,MEX61F,2021,1.4,FUA
MEX65F2011,MEX65F,2011,-0.2,FUA
MEX65F2012,MEX65F,2012,-0.6,FUA
MEX65F2013,MEX65F,2013,-0.1,FUA
MEX65F2014,MEX65F,2014,0.2,FUA
MEX65F2015,MEX65F,2015,0.4,FUA
MEX65F2016,MEX65F,2016,-0.1,FUA
MEX65F2017,MEX65F,2017,-0.2,FUA
MEX65F2018,MEX65F,2018,-0.1,FUA
MEX65F2019,MEX65F,2019,0.5,FUA
MEX65F2020,MEX65F,2020,0.1,FUA
MEX65F2021,MEX65F,2021,-0.4,FUA
ES006F2011,ES006F,2011,-0.6,FUA
ES006F2012,ES006F,2012,-1.6,FUA
ES006F2013,ES006F,2013,-0.9,FUA
ES006F2014,ES006F,2014,-1.9,FUA
ES006F2015,ES006F,2015,-1.7,FUA
ES006F2016,ES006F,2016,-1.8,FUA
ES006F2017,ES006F,2017,-1.3,FUA
ES006F2018,ES006F,2018,-0.8,FUA
ES006F2019,ES006F,2019,-1.9,FUA
ES006F2020,ES006F,2020,-1.1,FUA
ES006F2021,ES006F,2021,-1.3,FUA
CAN25F2011,CAN25F,2011,3.8,FUA
CAN25F2012,CAN25F,2012,4.0,FUA
CAN25F2013,CAN25F,2013,3.8,FUA
CAN25F2014,CAN25F,2014,4.7,FUA
CAN25F2015,CAN25F,2015,4.5,FUA
CAN25F2016,CAN25F,2016,4.7,FUA
CAN25F2017,CAN25F,2017,4.3,FUA
CAN25F2018,CAN25F,2018,4.5,FUA
CAN25F2019,CAN25F,2019,4.2,FUA
CAN25F2020,CAN25F,2020,4.4,FUA
CAN25F2021,CAN25F,2021,5.2,FUA
USA38F2011,USA38F,2011,2.9,FUA
USA38F2012,USA38F,2012,3.1,FUA
USA38F2013,USA38F,2013,2.7,FUA
USA38F2014,USA38F,2014,2.6,FUA
USA38F2015,USA38F,2015,2.6,FUA
USA38F2016,USA38F,2016,2.8,FUA
USA38F2017,USA38F,2017,3.0,FUA
USA38F2018,USA38F,2018,2.5,FUA
USA38F2019,USA38F,2019,2.9,FUA
USA38F2020,USA38F,2020,2.9,FUA
USA38F2021,USA38F,2021,2.8,FUA
TR015F2011,TR015F,2011,1.6,FUA
TR015F2012,TR015F,2012,1.9,FUA
TR015F2013,TR015F,2013,1.7,FUA
TR015F2014,TR015F,2014,1.4,FUA
TR015F2015,TR015F,2015,1.7,FUA
TR015F2016,TR015F,2016,1.3,FUA
TR015F2017,TR015F,2017,1.5,FUA
TR015F2018,TR015F,2018,1.4,FUA
TR015F2019,TR015F,2019,1.4,FUA
TR015F2020,TR015F,2020,1.0,FUA
TR015F2021,TR015F,2021,1.3,FUA
JPN05F2011,JPN05F,2011,3.4,FUA
JPN05F2012,JPN05F,2012,4.5,FUA
JPN05F2013,JPN05F,2013,4.3,FUA
JPN05F2014,JPN05F,2014,4.2,FUA
JPN05F2015,JPN05F,2015,4.8,FUA
JPN05F2016,JPN05F,2016,4.4,FUA
JPN05F2017,JPN05F,2017,4.9,FUA
JPN05F2018,JPN05F,2018,4.1,FUA
