id,REF_AREA,TIME_PERIOD,HEAT_VALUE,TERRITORIAL_LEVEL
SE012F1982,SE012F,1982,6,FUA
SE012F1983,SE012F,1983,0,FUA
SE012F1984,SE012F,1984,0,FUA
SE012F1985,SE012F,1985,0,FUA
SE012F1986,SE012F,1986,1,FUA
SE012F1987,SE012F,1987,0,FUA
MEX92F1996,MEX92F,1996,8,FUA
MEX92F1997,MEX92F,1997,12,FUA
MEX92F1998,MEX92F,1998,35,FUA
MEX92F1999,MEX92F,1999,16,FUA
MEX92F2000,MEX92F,2000,9,FUA
MEX92F2001,MEX92F,2001,12,FUA
MEX92F2002,MEX92F,2002,20,FUA
MEX92F2003,MEX92F,2003,24,FUA
MEX92F2004,MEX92F,2004,6,FUA
MEX92F2005,MEX92F,2005,13,FUA
MEX92F2006,MEX92F,2006,16,FUA
MEX92F2007,MEX92F,2007,13,FUA
MEX92F2008,MEX92F,2008,20,FUA
MEX92F2009,MEX92F,2009,13,FUA
MEX92F2010,MEX92F,2010,18,FUA
MEX92F2011,MEX92F,2011,19,FUA
MEX92F2012,MEX92F,2012,11,FUA
MEX92F2013,MEX92F,2013,19,FUA
MEX92F2014,MEX92F,2014,11,FUA
MEX92F2015,MEX92F,2015,12,FUA
MEX92F2016,MEX92F,2016,27,FUA
MEX92F2017,MEX92F,2017,23,FUA
MEX92F2018,MEX92F,2018,14,FUA
MEX92F2019,MEX92F,2019,36,FUA
MEX92F2020,MEX92F,2020,39,FUA
MEX92F2021,MEX92F,2021,28,FUA
RO013F2004,RO013F,2004,50,FUA
RO013F2005,RO013F,2005,41,FUA
RO013F2006,RO013F,2006,58,FUA
RO013F2007,RO013F,2007,74,FUA
RO013F2008,RO013F,2008,82,FUA
RO013F2009,RO013F,2009,69,FUA
RO013F2010,RO013F,2010,66,FUA
RO013F2011,RO013F,2011,65,FUA
RO013F2012,RO013F,2012,89,FUA
RO013F2013,RO013F,2013,58,FUA
RO013F2014,RO013F,2014,50,FUA
RO013F2015,RO013F,2015,66,FUA
RO013F2016,RO013F,2016,74,FUA
RO013F2017,RO013F,2017,72,FUA
RO013F2018,RO013F,2018,72,FUA
RO013F2019,RO013F,2019,75,FUA
RO013F2020,RO013F,2020,87,FUA
RO013F2021,RO013F,2021,67,FUA
MEX92F1981,MEX92F,1981,8,FUA
MEX92F1982,MEX92F,1982,26,FUA
MEX92F1983,MEX92F,1983,29,FUA
MEX92F1984,MEX92F,1984,10,FUA
MEX92F1985,MEX92F,1985,5,FUA
MEX92F1986,MEX92F,1986,4,FUA
MEX92F1987,MEX92F,1987,1,FUA
MEX92F1988,MEX92F,1988,15,FUA
MEX92F1989,MEX92F,1989,5,FUA
MEX92F1990,MEX92F,1990,5,FUA
MEX92F1991,MEX92F,1991,21,FUA
MEX92F1992,MEX92F,1992,4,FUA
MEX92F1993,MEX92F,1993,3,FUA
MEX92F1994,MEX92F,1994,16,FUA
MEX92F1995,MEX92F,1995,22,FUA
RO013F1988,RO013F,1988,58,FUA
RO013F1989,RO013F,1989,44,FUA
RO013F1990,RO013F,1990,59,FUA
RO013F1991,RO013F,1991,40,FUA
RO013F1992,RO013F,1992,55,FUA
RO013F1993,RO013F,1993,55,FUA
RO013F1994,RO013F,1994,77,FUA
RO013F1995,RO013F,1995,52,FUA
RO013F1996,RO013F,1996,49,FUA
RO013F1997,RO013F,1997,37,FUA
RO013F1998,RO013F,1998,66,FUA
RO013F1999,RO013F,1999,69,FUA
RO013F2000,RO013F,2000,62,FUA
RO013F2001,RO013F,2001,68,FUA
RO013F2002,RO013F,2002,62,FUA
RO013F2003,RO013F,2003,76,FUA
RO013F1981,RO013F,1981,48,FUA
RO013F1982,RO013F,1982,45,FUA
RO013F1983,RO013F,1983,44,FUA
RO013F1984,RO013F,1984,34,FUA
RO013F1985,RO013F,1985,46,FUA
RO013F1986,RO013F,1986,61,FUA
RO013F1987,RO013F,1987,56,FUA
COL29C1996,COL29C,1996,307,CITY
COL29C1997,COL29C,1997,317,CITY
COL29C1998,COL29C,1998,317,CITY
COL29C1999,COL29C,1999,285,CITY
COL29C2000,COL29C,2000,298,CITY
COL29C2001,COL29C,2001,294,CITY
COL29C2002,COL29C,2002,303,CITY
COL29C2003,COL29C,2003,321,CITY
COL29C2004,COL29C,2004,313,CITY
COL29C2005,COL29C,2005,331,CITY
COL29C2006,COL29C,2006,309,CITY
COL29C2007,COL29C,2007,309,CITY
COL29C2008,COL29C,2008,316,CITY
COL29C2009,COL29C,2009,314,CITY
COL29C2010,COL29C,2010,308,CITY
COL29C2011,COL29C,2011,318,CITY
COL29C2012,COL29C,2012,292,CITY
COL29C2013,COL29C,2013,304,CITY
COL29C2014,COL29C,2014,301,CITY
COL29C2015,COL29C,2015,298,CITY
COL29C2016,COL29C,2016,321,CITY
COL29C2017,COL29C,2017,335,CITY
COL29C2018,COL29C,2018,307,CITY
COL29C2019,COL29C,2019,319,CITY
COL29C2020,COL29C,2020,342,CITY
COL29C2021,COL29C,2021,300,CITY
FR006C2004,FR006C,2004,44,CITY
FR006C2005,FR006C,2005,40,CITY
FR006C2006,FR006C,2006,53,CITY
FR006C2007,FR006C,2007,26,CITY
FR006C2008,FR006C,2008,35,CITY
FR006C2009,FR006C,2009,56,CITY
FR006C2010,FR006C,2010,52,CITY
FR006C2011,FR006C,2011,61,CITY
FR006C2012,FR006C,2012,65,CITY
FR006C2013,FR006C,2013,47,CITY
FR006C2014,FR006C,2014,35,CITY
FR006C2015,FR006C,2015,54,CITY
FR006C2016,FR006C,2016,56,CITY
FR006C2017,FR006C,2017,57,CITY
FR006C2018,FR006C,2018,61,CITY
FR006C2019,FR006C,2019,64,CITY
FR006C2020,FR006C,2020,62,CITY
FR006C2021,FR006C,2021,44,CITY
COL29C1981,COL29C,1981,319,CITY
COL29C1982,COL29C,1982,329,CITY
COL29C1983,COL29C,1983,333,CITY
COL29C1984,COL29C,1984,313,CITY
COL29C1985,COL29C,1985,309,CITY
COL29C1986,COL29C,1986,300,CITY
COL29C1987,COL29C,1987,345,CITY
COL29C1988,COL29C,1988,314,CITY
COL29C1989,COL29C,1989,301,CITY
COL29C1990,COL29C,1990,316,CITY
COL29C1991,COL29C,1991,310,CITY
COL29C1992,COL29C,1992,310,CITY
COL29C1993,COL29C,1993,307,CITY
COL29C1994,COL29C,1994,301,CITY
COL29C1995,COL29C,1995,332,CITY
FR006C1988,FR006C,1988,33,CITY
FR006C1989,FR006C,1989,39,CITY
FR006C1990,FR006C,1990,41,CITY
FR006C1991,FR006C,1991,42,CITY
FR006C1992,FR006C,1992,35,CITY
FR006C1993,FR006C,1993,28,CITY
FR006C1994,FR006C,1994,49,CITY
FR006C1995,FR006C,1995,38,CITY
FR006C1996,FR006C,1996,33,CITY
FR006C1997,FR006C,1997,46,CITY
FR006C1998,FR006C,1998,33,CITY
FR006C1999,FR006C,1999,36,CITY
FR006C2000,FR006C,2000,37,CITY
FR006C2001,FR006C,2001,43,CITY
FR006C2002,FR006C,2002,30,CITY
FR006C2003,FR006C,2003,73,CITY
FR006C1981,FR006C,1981,26,CITY
FR006C1982,FR006C,1982,30,CITY
FR006C1983,FR006C,1983,42,CITY
FR006C1984,FR006C,1984,23,CITY
FR006C1985,FR006C,1985,42,CITY
FR006C1986,FR006C,1986,43,CITY
FR006C1987,FR006C,1987,41,CITY
KOR20F2004,KOR20F,2004,54,FUA
KOR20F2005,KOR20F,2005,66,FUA
BG009F2008,BG009F,2008,37,FUA
BG009F2009,BG009F,2009,29,FUA
BG009F2010,BG009F,2010,32,FUA
BG009F2011,BG009F,2011,35,FUA
BG009F2012,BG009F,2012,50,FUA
BG009F2013,BG009F,2013,27,FUA
BG009F2014,BG009F,2014,23,FUA
BG009F2015,BG009F,2015,38,FUA
BG009F2016,BG009F,2016,35,FUA
BG009F2017,BG009F,2017,43,FUA
BG009F2018,BG009F,2018,28,FUA
BG009F2019,BG009F,2019,30,FUA
BG009F2020,BG009F,2020,32,FUA
BG009F2021,BG009F,2021,39,FUA
JPN53C1981,JPN53C,1981,11,CITY
JPN53C1982,JPN53C,1982,7,CITY
JPN53C1983,JPN53C,1983,8,CITY
JPN53C1984,JPN53C,1984,12,CITY
JPN53C1985,JPN53C,1985,21,CITY
JPN53C1986,JPN53C,1986,13,CITY
JPN53C1987,JPN53C,1987,3,CITY
JPN53C1988,JPN53C,1988,10,CITY
JPN53C1989,JPN53C,1989,10,CITY
JPN53C1990,JPN53C,1990,12,CITY
JPN53C1991,JPN53C,1991,3,CITY
JPN53C1992,JPN53C,1992,5,CITY
JPN53C1993,JPN53C,1993,2,CITY
JPN53C1994,JPN53C,1994,24,CITY
JPN53C1995,JPN53C,1995,4,CITY
BG009F1988,BG009F,1988,32,FUA
BG009F1989,BG009F,1989,16,FUA
BG009F1990,BG009F,1990,22,FUA
BG009F1991,BG009F,1991,20,FUA
BG009F1992,BG009F,1992,23,FUA
BG009F1993,BG009F,1993,26,FUA
BG009F1994,BG009F,1994,31,FUA
BG009F1995,BG009F,1995,14,FUA
BG009F1996,BG009F,1996,25,FUA
BG009F1997,BG009F,1997,17,FUA
BG009F1998,BG009F,1998,30,FUA
BG009F1999,BG009F,1999,28,FUA
BG009F2000,BG009F,2000,38,FUA
BG009F2001,BG009F,2001,32,FUA
BG009F2002,BG009F,2002,25,FUA
BG009F2003,BG009F,2003,35,FUA
BG009F1981,BG009F,1981,22,FUA
BG009F1982,BG009F,1982,17,FUA
BG009F1983,BG009F,1983,11,FUA
BG009F1984,BG009F,1984,16,FUA
BG009F1985,BG009F,1985,14,FUA
BG009F1986,BG009F,1986,21,FUA
BG009F1987,BG009F,1987,29,FUA
FR019F1995,FR019F,1995,18,FUA
FR019F1996,FR019F,1996,5,FUA
FR019F1997,FR019F,1997,20,FUA
FR019F1998,FR019F,1998,12,FUA
FR019F1999,FR019F,1999,11,FUA
FR019F2000,FR019F,2000,8,FUA
FR019F2001,FR019F,2001,18,FUA
FR019F2002,FR019F,2002,11,FUA
FR019F2003,FR019F,2003,36,FUA
FR019F2004,FR019F,2004,16,FUA
FR019F2005,FR019F,2005,20,FUA
FR019F2006,FR019F,2006,25,FUA
FR019F2007,FR019F,2007,3,FUA
FR019F2008,FR019F,2008,10,FUA
FR019F2009,FR019F,2009,11,FUA
FR019F2010,FR019F,2010,16,FUA
FR019F2011,FR019F,2011,11,FUA
FR019F2012,FR019F,2012,12,FUA
FR019F2013,FR019F,2013,17,FUA
FR019F2014,FR019F,2014,7,FUA
FR019F2015,FR019F,2015,28,FUA
FR019F2016,FR019F,2016,20,FUA
FR019F2017,FR019F,2017,25,FUA
FR019F2018,FR019F,2018,35,FUA
FR019F2019,FR019F,2019,26,FUA
FR019F2020,FR019F,2020,21,FUA
FR019F2021,FR019F,2021,9,FUA
DE031C1981,DE031C,1981,9,CITY
DE031C1982,DE031C,1982,9,CITY
DE031C1983,DE031C,1983,14,CITY
DE031C1984,DE031C,1984,4,CITY
DE031C1985,DE031C,1985,9,CITY
DE031C1986,DE031C,1986,5,CITY
DE031C1987,DE031C,1987,11,CITY
DE031C1988,DE031C,1988,9,CITY
DE031C1989,DE031C,1989,8,CITY
DE031C1990,DE031C,1990,11,CITY
DE031C1991,DE031C,1991,4,CITY
DE031C1992,DE031C,1992,20,CITY
DE031C1993,DE031C,1993,11,CITY
DE031C1994,DE031C,1994,29,CITY
DE031C1995,DE031C,1995,12,CITY
DE031C1996,DE031C,1996,6,CITY
DE031C1997,DE031C,1997,6,CITY
DE031C1998,DE031C,1998,17,CITY
DE031C1999,DE031C,1999,7,CITY
DE031C2000,DE031C,2000,11,CITY
DE031C2001,DE031C,2001,15,CITY
DE031C2002,DE031C,2002,15,CITY
DE031C2003,DE031C,2003,41,CITY
DE031C2004,DE031C,2004,11,CITY
DE031C2005,DE031C,2005,13,CITY
DE031C2006,DE031C,2006,26,CITY
DE031C2007,DE031C,2007,12,CITY
DE031C2008,DE031C,2008,14,CITY
DE031C2009,DE031C,2009,11,CITY
DE031C2010,DE031C,2010,15,CITY
DE031C2011,DE031C,2011,15,CITY
DE031C2012,DE031C,2012,17,CITY
DE031C2013,DE031C,2013,19,CITY
DE031C2014,DE031C,2014,10,CITY
DE031C2015,DE031C,2015,34,CITY
DE031C2016,DE031C,2016,15,CITY
DE031C2017,DE031C,2017,25,CITY
DE031C2018,DE031C,2018,26,CITY
DE031C2019,DE031C,2019,24,CITY
DE031C2020,DE031C,2020,13,CITY
DE031C2021,DE031C,2021,9,CITY
HU002C2003,HU002C,2003,55,CITY
HU002C2004,HU002C,2004,26,CITY
HU002C2005,HU002C,2005,26,CITY
HU002C2006,HU002C,2006,41,CITY
HU002C2007,HU002C,2007,57,CITY
HU002C2008,HU002C,2008,50,CITY
HU002C2009,HU002C,2009,46,CITY
HU002C2010,HU002C,2010,30,CITY
HU002C2011,HU002C,2011,47,CITY
HU002C2012,HU002C,2012,62,CITY
HU002C2013,HU002C,2013,44,CITY
HU002C2014,HU002C,2014,36,CITY
HU002C2015,HU002C,2015,60,CITY
HU002C2016,HU002C,2016,48,CITY
HU002C2017,HU002C,2017,42,CITY
HU002C2018,HU002C,2018,67,CITY
HU002C2019,HU002C,2019,53,CITY
HU002C2020,HU002C,2020,45,CITY
HU002C2021,HU002C,2021,47,CITY
FR019F1981,FR019F,1981,5,FUA
FR019F1982,FR019F,1982,14,FUA
FR019F1983,FR019F,1983,22,FUA
FR019F1984,FR019F,1984,7,FUA
FR019F1985,FR019F,1985,3,FUA
FR019F1986,FR019F,1986,9,FUA
FR019F1987,FR019F,1987,8,FUA
FR019F1988,FR019F,1988,5,FUA
FR019F1989,FR019F,1989,10,FUA
FR019F1990,FR019F,1990,14,FUA
FR019F1991,FR019F,1991,13,FUA
FR019F1992,FR019F,1992,15,FUA
FR019F1993,FR019F,1993,8,FUA
FR019F1994,FR019F,1994,25,FUA
HU002C1988,HU002C,1988,33,CITY
HU002C1989,HU002C,1989,26,CITY
HU002C1990,HU002C,1990,33,CITY
HU002C1991,HU002C,1991,22,CITY
HU002C1992,HU002C,1992,45,CITY
HU002C1993,HU002C,1993,40,CITY
HU002C1994,HU002C,1994,49,CITY
HU002C1995,HU002C,1995,42,CITY
HU002C1996,HU002C,1996,24,CITY
HU002C1997,HU002C,1997,18,CITY
HU002C1998,HU002C,1998,38,CITY
HU002C1999,HU002C,1999,33,CITY
HU002C2000,HU002C,2000,44,CITY
HU002C2001,HU002C,2001,33,CITY
HU002C2002,HU002C,2002,48,CITY
HU002C1981,HU002C,1981,26,CITY
HU002C1982,HU002C,1982,35,CITY
HU002C1983,HU002C,1983,37,CITY
HU002C1984,HU002C,1984,18,CITY
HU002C1985,HU002C,1985,28,CITY
HU002C1986,HU002C,1986,33,CITY
HU002C1987,HU002C,1987,35,CITY
BG005C1996,BG005C,1996,49,CITY
BG005C1997,BG005C,1997,35,CITY
BG005C1998,BG005C,1998,65,CITY
BG005C1999,BG005C,1999,69,CITY
BG005C2000,BG005C,2000,69,CITY
BG005C2001,BG005C,2001,66,CITY
BG005C2002,BG005C,2002,57,CITY
BG005C2003,BG005C,2003,76,CITY
BG005C2004,BG005C,2004,48,CITY
BG005C2005,BG005C,2005,36,CITY
BG005C2006,BG005C,2006,59,CITY
BG005C2007,BG005C,2007,71,CITY
BG005C2008,BG005C,2008,76,CITY
BG005C2009,BG005C,2009,62,CITY
BG005C2010,BG005C,2010,61,CITY
BG005C2011,BG005C,2011,63,CITY
BG005C2012,BG005C,2012,91,CITY
BG005C2013,BG005C,2013,61,CITY
BG005C2014,BG005C,2014,51,CITY
BG005C2015,BG005C,2015,67,CITY
BG005C2016,BG005C,2016,64,CITY
BG005C2017,BG005C,2017,70,CITY
BG005C2018,BG005C,2018,57,CITY
BG005C2019,BG005C,2019,72,CITY
BG005C2020,BG005C,2020,77,CITY
BG005C2021,BG005C,2021,67,CITY
MEX29F2004,MEX29F,2004,31,FUA
MEX29F2005,MEX29F,2005,70,FUA
MEX29F2006,MEX29F,2006,67,FUA
MEX29F2007,MEX29F,2007,67,FUA
MEX29F2008,MEX29F,2008,53,FUA
MEX29F2009,MEX29F,2009,88,FUA
MEX29F2010,MEX29F,2010,63,FUA
MEX29F2011,MEX29F,2011,92,FUA
MEX29F2012,MEX29F,2012,57,FUA
MEX29F2013,MEX29F,2013,56,FUA
MEX29F2014,MEX29F,2014,48,FUA
MEX29F2015,MEX29F,2015,41,FUA
MEX29F2016,MEX29F,2016,55,FUA
MEX29F2017,MEX29F,2017,81,FUA
MEX29F2018,MEX29F,2018,72,FUA
MEX29F2019,MEX29F,2019,90,FUA
MEX29F2020,MEX29F,2020,107,FUA
MEX29F2021,MEX29F,2021,71,FUA
BG005C1981,BG005C,1981,48,CITY
BG005C1982,BG005C,1982,46,CITY
BG005C1983,BG005C,1983,38,CITY
BG005C1984,BG005C,1984,37,CITY
BG005C1985,BG005C,1985,56,CITY
BG005C1986,BG005C,1986,50,CITY
BG005C1987,BG005C,1987,61,CITY
BG005C1988,BG005C,1988,58,CITY
BG005C1989,BG005C,1989,45,CITY
BG005C1990,BG005C,1990,60,CITY
BG005C1991,BG005C,1991,39,CITY
BG005C1992,BG005C,1992,50,CITY
BG005C1993,BG005C,1993,64,CITY
BG005C1994,BG005C,1994,76,CITY
BG005C1995,BG005C,1995,40,CITY
MEX29F1988,MEX29F,1988,57,FUA
MEX29F1989,MEX29F,1989,55,FUA
MEX29F1990,MEX29F,1990,40,FUA
MEX29F1991,MEX29F,1991,69,FUA
MEX29F1992,MEX29F,1992,24,FUA
MEX29F1993,MEX29F,1993,29,FUA
MEX29F1994,MEX29F,1994,60,FUA
MEX29F1995,MEX29F,1995,56,FUA
MEX29F1996,MEX29F,1996,51,FUA
MEX29F1997,MEX29F,1997,38,FUA
MEX29F1998,MEX29F,1998,80,FUA
MEX29F1999,MEX29F,1999,61,FUA
MEX29F2000,MEX29F,2000,57,FUA
MEX29F2001,MEX29F,2001,42,FUA
MEX29F2002,MEX29F,2002,62,FUA
MEX29F2003,MEX29F,2003,54,FUA
MEX29F1981,MEX29F,1981,35,FUA
MEX29F1982,MEX29F,1982,76,FUA
MEX29F1983,MEX29F,1983,58,FUA
MEX29F1984,MEX29F,1984,27,FUA
MEX29F1985,MEX29F,1985,26,FUA
MEX29F1986,MEX29F,1986,35,FUA
MEX29F1987,MEX29F,1987,42,FUA
PL028F1997,PL028F,1997,0,FUA
PL028F1998,PL028F,1998,1,FUA
PL028F1999,PL028F,1999,0,FUA
PL028F2000,PL028F,2000,1,FUA
PL028F2001,PL028F,2001,2,FUA
PL028F2002,PL028F,2002,1,FUA
PL028F2003,PL028F,2003,1,FUA
PL028F2004,PL028F,2004,1,FUA
PL028F2005,PL028F,2005,1,FUA
PL028F2006,PL028F,2006,5,FUA
PL028F2007,PL028F,2007,2,FUA
PL028F2008,PL028F,2008,0,FUA
PL028F2009,PL028F,2009,0,FUA
PL028F2010,PL028F,2010,7,FUA
PL028F2011,PL028F,2011,0,FUA
PL028F2012,PL028F,2012,2,FUA
PL028F2013,PL028F,2013,3,FUA
PL028F2014,PL028F,2014,4,FUA
PL028F2015,PL028F,2015,3,FUA
PL028F2016,PL028F,2016,1,FUA
PL028F2017,PL028F,2017,0,FUA
PL028F2018,PL028F,2018,5,FUA
PL028F2019,PL028F,2019,7,FUA
PL028F2020,PL028F,2020,4,FUA
PL028F2021,PL028F,2021,7,FUA
USA07C1981,USA07C,1981,127,CITY
USA07C1982,USA07C,1982,133,CITY
USA07C1983,USA07C,1983,114,CITY
USA07C1984,USA07C,1984,128,CITY
USA07C1985,USA07C,1985,121,CITY
USA07C1986,USA07C,1986,128,CITY
USA07C1987,USA07C,1987,141,CITY
USA07C1988,USA07C,1988,130,CITY
USA07C1989,USA07C,1989,130,CITY
USA07C1990,USA07C,1990,134,CITY
USA07C1991,USA07C,1991,135,CITY
USA07C1992,USA07C,1992,124,CITY
USA07C1993,USA07C,1993,122,CITY
USA07C1994,USA07C,1994,130,CITY
USA07C1995,USA07C,1995,116,CITY
USA07C1996,USA07C,1996,130,CITY
USA07C1997,USA07C,1997,127,CITY
USA07C1998,USA07C,1998,142,CITY
USA07C1999,USA07C,1999,138,CITY
USA07C2000,USA07C,2000,128,CITY
USA07C2001,USA07C,2001,119,CITY
USA07C2002,USA07C,2002,128,CITY
USA07C2003,USA07C,2003,134,CITY
USA07C2004,USA07C,2004,125,CITY
USA07C2005,USA07C,2005,147,CITY
USA07C2006,USA07C,2006,144,CITY
USA07C2007,USA07C,2007,137,CITY
USA07C2008,USA07C,2008,136,CITY
USA07C2009,USA07C,2009,123,CITY
USA07C2010,USA07C,2010,141,CITY
USA07C2011,USA07C,2011,149,CITY
USA07C2012,USA07C,2012,143,CITY
USA07C2013,USA07C,2013,128,CITY
USA07C2014,USA07C,2014,137,CITY
USA07C2015,USA07C,2015,137,CITY
USA07C2016,USA07C,2016,131,CITY
USA07C2017,USA07C,2017,128,CITY
USA07C2018,USA07C,2018,145,CITY
USA07C2019,USA07C,2019,136,CITY
USA07C2020,USA07C,2020,133,CITY
USA07C2021,USA07C,2021,136,CITY
MEX42F2004,MEX42F,2004,195,FUA
MEX42F2005,MEX42F,2005,222,FUA
MEX42F2006,MEX42F,2006,240,FUA
MEX42F2007,MEX42F,2007,212,FUA
MEX42F2008,MEX42F,2008,234,FUA
MEX42F2009,MEX42F,2009,226,FUA
MEX42F2010,MEX42F,2010,214,FUA
MEX42F2011,MEX42F,2011,250,FUA
MEX42F2012,MEX42F,2012,250,FUA
MEX42F2013,MEX42F,2013,220,FUA
MEX42F2014,MEX42F,2014,210,FUA
MEX42F2015,MEX42F,2015,209,FUA
MEX42F2016,MEX42F,2016,238,FUA
MEX42F2017,MEX42F,2017,250,FUA
MEX42F2018,MEX42F,2018,212,FUA
MEX42F2019,MEX42F,2019,225,FUA
MEX42F2020,MEX42F,2020,233,FUA
MEX42F2021,MEX42F,2021,239,FUA
PL028F1981,PL028F,1981,1,FUA
PL028F1982,PL028F,1982,3,FUA
PL028F1983,PL028F,1983,1,FUA
PL028F1984,PL028F,1984,0,FUA
PL028F1985,PL028F,1985,0,FUA
PL028F1986,PL028F,1986,0,FUA
PL028F1987,PL028F,1987,0,FUA
PL028F1988,PL028F,1988,0,FUA
PL028F1989,PL028F,1989,3,FUA
PL028F1990,PL028F,1990,1,FUA
PL028F1991,PL028F,1991,1,FUA
PL028F1992,PL028F,1992,3,FUA
PL028F1993,PL028F,1993,0,FUA
PL028F1994,PL028F,1994,11,FUA
PL028F1995,PL028F,1995,3,FUA
PL028F1996,PL028F,1996,1,FUA
MEX42F1988,MEX42F,1988,224,FUA
MEX42F1989,MEX42F,1989,231,FUA
MEX42F1990,MEX42F,1990,212,FUA
MEX42F1991,MEX42F,1991,225,FUA
MEX42F1992,MEX42F,1992,193,FUA
MEX42F1993,MEX42F,1993,199,FUA
MEX42F1994,MEX42F,1994,222,FUA
MEX42F1995,MEX42F,1995,220,FUA
MEX42F1996,MEX42F,1996,233,FUA
MEX42F1997,MEX42F,1997,185,FUA
MEX42F1998,MEX42F,1998,213,FUA
MEX42F1999,MEX42F,1999,230,FUA
MEX42F2000,MEX42F,2000,231,FUA
MEX42F2001,MEX42F,2001,207,FUA
MEX42F2002,MEX42F,2002,220,FUA
MEX42F2003,MEX42F,2003,193,FUA
MEX42F1981,MEX42F,1981,203,FUA
MEX42F1982,MEX42F,1982,209,FUA
MEX42F1983,MEX42F,1983,208,FUA
MEX42F1984,MEX42F,1984,214,FUA
MEX42F1985,MEX42F,1985,213,FUA
MEX42F1986,MEX42F,1986,215,FUA
MEX42F1987,MEX42F,1987,204,FUA
PL055C2021,PL055C,2021,19,CITY
USA44C1995,USA44C,1995,40,CITY
USA44C1996,USA44C,1996,16,CITY
USA44C1997,USA44C,1997,8,CITY
USA44C1998,USA44C,1998,22,CITY
USA44C1999,USA44C,1999,33,CITY
USA44C2000,USA44C,2000,13,CITY
USA44C2001,USA44C,2001,24,CITY
USA44C2002,USA44C,2002,33,CITY
USA44C2003,USA44C,2003,19,CITY
USA44C2004,USA44C,2004,9,CITY
USA44C2005,USA44C,2005,41,CITY
USA44C2006,USA44C,2006,20,CITY
USA44C2007,USA44C,2007,32,CITY
USA44C2008,USA44C,2008,18,CITY
USA44C2009,USA44C,2009,8,CITY
USA44C2010,USA44C,2010,27,CITY
USA44C2011,USA44C,2011,31,CITY
USA44C2012,USA44C,2012,35,CITY
USA44C2013,USA44C,2013,19,CITY
USA44C2014,USA44C,2014,12,CITY
USA44C2015,USA44C,2015,23,CITY
USA44C2016,USA44C,2016,38,CITY
USA44C2017,USA44C,2017,24,CITY
USA44C2018,USA44C,2018,37,CITY
USA44C2019,USA44C,2019,19,CITY
USA44C2020,USA44C,2020,34,CITY
USA44C2021,USA44C,2021,27,CITY
PL055C1981,PL055C,1981,3,CITY
PL055C1982,PL055C,1982,7,CITY
PL055C1983,PL055C,1983,5,CITY
PL055C1984,PL055C,1984,7,CITY
PL055C1985,PL055C,1985,9,CITY
PL055C1986,PL055C,1986,6,CITY
PL055C1987,PL055C,1987,3,CITY
PL055C1988,PL055C,1988,10,CITY
PL055C1989,PL055C,1989,9,CITY
PL055C1990,PL055C,1990,7,CITY
PL055C1991,PL055C,1991,7,CITY
PL055C1992,PL055C,1992,23,CITY
PL055C1993,PL055C,1993,4,CITY
PL055C1994,PL055C,1994,25,CITY
PL055C1995,PL055C,1995,12,CITY
PL055C1996,PL055C,1996,7,CITY
PL055C1997,PL055C,1997,4,CITY
PL055C1998,PL055C,1998,8,CITY
PL055C1999,PL055C,1999,4,CITY
PL055C2000,PL055C,2000,11,CITY
PL055C2001,PL055C,2001,10,CITY
PL055C2002,PL055C,2002,18,CITY
PL055C2003,PL055C,2003,14,CITY
PL055C2004,PL055C,2004,7,CITY
PL055C2005,PL055C,2005,6,CITY
PL055C2006,PL055C,2006,26,CITY
PL055C2007,PL055C,2007,14,CITY
PL055C2008,PL055C,2008,5,CITY
PL055C2009,PL055C,2009,9,CITY
PL055C2010,PL055C,2010,14,CITY
PL055C2011,PL055C,2011,4,CITY
PL055C2012,PL055C,2012,21,CITY
PL055C2013,PL055C,2013,18,CITY
PL055C2014,PL055C,2014,18,CITY
PL055C2015,PL055C,2015,29,CITY
PL055C2016,PL055C,2016,13,CITY
PL055C2017,PL055C,2017,14,CITY
PL055C2018,PL055C,2018,22,CITY
PL055C2019,PL055C,2019,21,CITY
PL055C2020,PL055C,2020,12,CITY
KOR01F2003,KOR01F,2003,30,FUA
KOR01F2004,KOR01F,2004,37,FUA
KOR01F2005,KOR01F,2005,34,FUA
KOR01F2006,KOR01F,2006,38,FUA
KOR01F2007,KOR01F,2007,41,FUA
KOR01F2008,KOR01F,2008,49,FUA
KOR01F2009,KOR01F,2009,38,FUA
KOR01F2010,KOR01F,2010,54,FUA
KOR01F2011,KOR01F,2011,36,FUA
KOR01F2012,KOR01F,2012,45,FUA
KOR01F2013,KOR01F,2013,43,FUA
KOR01F2014,KOR01F,2014,39,FUA
KOR01F2015,KOR01F,2015,47,FUA
KOR01F2016,KOR01F,2016,61,FUA
KOR01F2017,KOR01F,2017,46,FUA
KOR01F2018,KOR01F,2018,47,FUA
KOR01F2019,KOR01F,2019,45,FUA
KOR01F2020,KOR01F,2020,35,FUA
KOR01F2021,KOR01F,2021,55,FUA
USA44C1981,USA44C,1981,13,CITY
USA44C1982,USA44C,1982,14,CITY
USA44C1983,USA44C,1983,29,CITY
USA44C1984,USA44C,1984,15,CITY
USA44C1985,USA44C,1985,8,CITY
USA44C1986,USA44C,1986,14,CITY
USA44C1987,USA44C,1987,26,CITY
USA44C1988,USA44C,1988,36,CITY
USA44C1989,USA44C,1989,23,CITY
USA44C1990,USA44C,1990,14,CITY
