id,REF_AREA,TIME_PERIOD,HEAT_VALUE,TERRITORIAL_LEVEL
ES072C2004,ES072C,2004,31,CITY
ES072C1987,ES072C,1987,42,CITY
ES072C1986,ES072C,1986,23,CITY
ES072C1985,ES072C,1985,29,CITY
ES072C1984,ES072C,1984,15,CITY
ES072C1983,ES072C,1983,15,CITY
ES072C1982,ES072C,1982,22,CITY
ES072C1981,ES072C,1981,39,CITY
ES072C2003,ES072C,2003,41,CITY
ES072C2002,ES072C,2002,26,CITY
ES072C2001,ES072C,2001,28,CITY
ES072C2000,ES072C,2000,27,CITY
ES072C1999,ES072C,1999,33,CITY
ES072C1998,ES072C,1998,40,CITY
ES072C1997,ES072C,1997,21,CITY
ES072C1996,ES072C,1996,23,CITY
ES072C1995,ES072C,1995,26,CITY
ES072C1994,ES072C,1994,26,CITY
ES072C1993,ES072C,1993,18,CITY
ES072C1992,ES072C,1992,31,CITY
ES072C1991,ES072C,1991,39,CITY
ES072C1990,ES072C,1990,32,CITY
ES072C1989,ES072C,1989,36,CITY
ES072C1988,ES072C,1988,20,CITY
ES072C2021,ES072C,2021,39,CITY
ES072C2020,ES072C,2020,54,CITY
ES072C2019,ES072C,2019,45,CITY
ES072C2018,ES072C,2018,49,CITY
ES072C2017,ES072C,2017,53,CITY
ES072C2016,ES072C,2016,53,CITY
ES072C2015,ES072C,2015,40,CITY
ES072C2014,ES072C,2014,25,CITY
ES072C2013,ES072C,2013,45,CITY
ES072C2012,ES072C,2012,33,CITY
ES072C2011,ES072C,2011,30,CITY
ES072C2010,ES072C,2010,47,CITY
ES072C2009,ES072C,2009,45,CITY
ES072C2008,ES072C,2008,26,CITY
ES072C2007,ES072C,2007,16,CITY
ES072C2006,ES072C,2006,51,CITY
MEX32F2004,MEX32F,2004,2,FUA
MEX32F1987,MEX32F,1987,1,FUA
MEX32F1986,MEX32F,1986,2,FUA
MEX32F1985,MEX32F,1985,1,FUA
MEX32F1984,MEX32F,1984,5,FUA
MEX32F1983,MEX32F,1983,7,FUA
MEX32F1982,MEX32F,1982,3,FUA
MEX32F1981,MEX32F,1981,2,FUA
MEX32F2003,MEX32F,2003,7,FUA
MEX32F2002,MEX32F,2002,1,FUA
MEX32F2001,MEX32F,2001,3,FUA
MEX32F2000,MEX32F,2000,1,FUA
MEX32F1999,MEX32F,1999,5,FUA
MEX32F1998,MEX32F,1998,27,FUA
MEX32F1997,MEX32F,1997,1,FUA
MEX32F1996,MEX32F,1996,2,FUA
MEX32F1995,MEX32F,1995,5,FUA
MEX32F1994,MEX32F,1994,2,FUA
MEX32F1993,MEX32F,1993,1,FUA
MEX32F1992,MEX32F,1992,0,FUA
MEX32F1991,MEX32F,1991,5,FUA
MEX32F1990,MEX32F,1990,2,FUA
MEX32F1989,MEX32F,1989,2,FUA
MEX32F1988,MEX32F,1988,2,FUA
MEX32F2021,MEX32F,2021,6,FUA
MEX32F2020,MEX32F,2020,9,FUA
MEX32F2019,MEX32F,2019,15,FUA
MEX32F2018,MEX32F,2018,2,FUA
MEX32F2017,MEX32F,2017,3,FUA
MEX32F2016,MEX32F,2016,4,FUA
MEX32F2015,MEX32F,2015,1,FUA
MEX32F2014,MEX32F,2014,4,FUA
MEX32F2013,MEX32F,2013,6,FUA
MEX32F2012,MEX32F,2012,1,FUA
MEX32F2011,MEX32F,2011,4,FUA
MEX32F2010,MEX32F,2010,2,FUA
MEX32F2009,MEX32F,2009,2,FUA
MEX32F2008,MEX32F,2008,4,FUA
MEX32F2007,MEX32F,2007,1,FUA
MEX32F2006,MEX32F,2006,1,FUA
MEX41F2004,MEX41F,2004,250,FUA
MEX41F1987,MEX41F,1987,246,FUA
MEX41F1986,MEX41F,1986,283,FUA
MEX41F1985,MEX41F,1985,262,FUA
MEX41F1984,MEX41F,1984,237,FUA
MEX41F1983,MEX41F,1983,242,FUA
MEX41F1982,MEX41F,1982,253,FUA
MEX41F1981,MEX41F,1981,273,FUA
MEX41F2003,MEX41F,2003,282,FUA
MEX41F2002,MEX41F,2002,257,FUA
MEX41F2001,MEX41F,2001,248,FUA
MEX41F2000,MEX41F,2000,257,FUA
MEX41F1999,MEX41F,1999,263,FUA
MEX41F1998,MEX41F,1998,253,FUA
MEX41F1997,MEX41F,1997,250,FUA
MEX41F1996,MEX41F,1996,276,FUA
MEX41F1995,MEX41F,1995,276,FUA
MEX41F1994,MEX41F,1994,253,FUA
MEX41F1993,MEX41F,1993,255,FUA
MEX41F1992,MEX41F,1992,235,FUA
MEX41F1991,MEX41F,1991,251,FUA
MEX41F1990,MEX41F,1990,267,FUA
MEX41F1989,MEX41F,1989,265,FUA
MEX41F1988,MEX41F,1988,252,FUA
MEX41F2021,MEX41F,2021,280,FUA
MEX41F2020,MEX41F,2020,261,FUA
MEX41F2019,MEX41F,2019,259,FUA
MEX41F2018,MEX41F,2018,292,FUA
MEX41F2017,MEX41F,2017,300,FUA
MEX41F2016,MEX41F,2016,298,FUA
MEX41F2015,MEX41F,2015,289,FUA
MEX41F2014,MEX41F,2014,311,FUA
MEX41F2013,MEX41F,2013,272,FUA
MEX41F2012,MEX41F,2012,275,FUA
MEX41F2011,MEX41F,2011,253,FUA
MEX41F2010,MEX41F,2010,257,FUA
MEX41F2009,MEX41F,2009,262,FUA
MEX41F2008,MEX41F,2008,269,FUA
MEX41F2007,MEX41F,2007,267,FUA
MEX41F2006,MEX41F,2006,291,FUA
CH001F2004,CH001F,2004,5,FUA
CH001F1987,CH001F,1987,8,FUA
CH001F1986,CH001F,1986,7,FUA
CH001F1985,CH001F,1985,8,FUA
CH001F1984,CH001F,1984,5,FUA
CH001F1983,CH001F,1983,14,FUA
CH001F1982,CH001F,1982,7,FUA
CH001F1981,CH001F,1981,6,FUA
CH001F2003,CH001F,2003,32,FUA
CH001F2002,CH001F,2002,7,FUA
CH001F2001,CH001F,2001,9,FUA
CH001F2000,CH001F,2000,7,FUA
CH001F1999,CH001F,1999,4,FUA
CH001F1998,CH001F,1998,10,FUA
CH001F1997,CH001F,1997,7,FUA
CH001F1996,CH001F,1996,3,FUA
CH001F1995,CH001F,1995,10,FUA
CH001F1994,CH001F,1994,19,FUA
CH001F1993,CH001F,1993,7,FUA
CH001F1992,CH001F,1992,13,FUA
CH001F1991,CH001F,1991,9,FUA
CH001F1990,CH001F,1990,6,FUA
CH001F1989,CH001F,1989,6,FUA
CH001F1988,CH001F,1988,5,FUA
CH001F2021,CH001F,2021,8,FUA
CH001F2020,CH001F,2020,14,FUA
CH001F2019,CH001F,2019,17,FUA
CH001F2018,CH001F,2018,17,FUA
CH001F2017,CH001F,2017,20,FUA
CH001F2016,CH001F,2016,12,FUA
CH001F2015,CH001F,2015,25,FUA
CH001F2014,CH001F,2014,6,FUA
CH001F2013,CH001F,2013,12,FUA
CH001F2012,CH001F,2012,12,FUA
CH001F2011,CH001F,2011,12,FUA
CH001F2010,CH001F,2010,12,FUA
CH001F2009,CH001F,2009,10,FUA
CH001F2008,CH001F,2008,5,FUA
CH001F2007,CH001F,2007,3,FUA
CH001F2006,CH001F,2006,17,FUA
ES018C2004,ES018C,2004,38,CITY
ES018C1987,ES018C,1987,39,CITY
ES018C1986,ES018C,1986,36,CITY
ES018C1985,ES018C,1985,39,CITY
ES018C1984,ES018C,1984,24,CITY
ES018C1983,ES018C,1983,30,CITY
ES018C1982,ES018C,1982,23,CITY
ES018C1981,ES018C,1981,25,CITY
ES018C2003,ES018C,2003,59,CITY
ES018C2002,ES018C,2002,24,CITY
ES018C2001,ES018C,2001,30,CITY
ES018C2000,ES018C,2000,39,CITY
ES018C1999,ES018C,1999,31,CITY
ES018C1998,ES018C,1998,35,CITY
ES018C1997,ES018C,1997,29,CITY
ES018C1996,ES018C,1996,28,CITY
ES018C1995,ES018C,1995,28,CITY
ES018C1994,ES018C,1994,39,CITY
ES018C1993,ES018C,1993,26,CITY
ES018C1992,ES018C,1992,31,CITY
ES018C1991,ES018C,1991,43,CITY
ES018C1990,ES018C,1990,39,CITY
ES018C1989,ES018C,1989,28,CITY
ES018C1988,ES018C,1988,27,CITY
ES018C2021,ES018C,2021,37,CITY
ES018C2020,ES018C,2020,51,CITY
ES018C2019,ES018C,2019,47,CITY
ES018C2018,ES018C,2018,45,CITY
ES018C2017,ES018C,2017,48,CITY
ES018C2016,ES018C,2016,47,CITY
ES018C2015,ES018C,2015,45,CITY
ES018C2014,ES018C,2014,37,CITY
ES018C2013,ES018C,2013,42,CITY
ES018C2012,ES018C,2012,47,CITY
ES018C2011,ES018C,2011,46,CITY
ES018C2010,ES018C,2010,36,CITY
ES018C2009,ES018C,2009,49,CITY
ES018C2008,ES018C,2008,29,CITY
ES018C2007,ES018C,2007,23,CITY
ES018C2006,ES018C,2006,37,CITY
ES040F2004,ES040F,2004,42,FUA
ES040F1987,ES040F,1987,39,FUA
ES040F1986,ES040F,1986,52,FUA
ES040F1985,ES040F,1985,47,FUA
ES040F1984,ES040F,1984,34,FUA
ES040F1983,ES040F,1983,41,FUA
ES040F1982,ES040F,1982,43,FUA
ES040F1981,ES040F,1981,41,FUA
ES040F2003,ES040F,2003,68,FUA
ES040F2002,ES040F,2002,35,FUA
ES040F2001,ES040F,2001,58,FUA
ES040F2000,ES040F,2000,46,FUA
ES040F1999,ES040F,1999,56,FUA
ES040F1998,ES040F,1998,44,FUA
ES040F1997,ES040F,1997,33,FUA
ES040F1996,ES040F,1996,30,FUA
ES040F1995,ES040F,1995,36,FUA
ES040F1994,ES040F,1994,55,FUA
ES040F1993,ES040F,1993,28,FUA
ES040F1992,ES040F,1992,38,FUA
ES040F1991,ES040F,1991,56,FUA
ES040F1990,ES040F,1990,54,FUA
ES040F1989,ES040F,1989,49,FUA
ES040F1988,ES040F,1988,39,FUA
ES040F2021,ES040F,2021,59,FUA
ES040F2020,ES040F,2020,59,FUA
ES040F2019,ES040F,2019,49,FUA
ES040F2018,ES040F,2018,63,FUA
ES040F2017,ES040F,2017,62,FUA
ES040F2016,ES040F,2016,61,FUA
ES040F2015,ES040F,2015,67,FUA
ES040F2014,ES040F,2014,66,FUA
ES040F2013,ES040F,2013,57,FUA
ES040F2012,ES040F,2012,71,FUA
ES040F2011,ES040F,2011,56,FUA
ES040F2010,ES040F,2010,55,FUA
ES040F2009,ES040F,2009,57,FUA
ES040F2008,ES040F,2008,51,FUA
ES040F2007,ES040F,2007,33,FUA
ES040F2006,ES040F,2006,63,FUA
KOR03C1987,KOR03C,1987,49,CITY
KOR03C1986,KOR03C,1986,54,CITY
KOR03C1985,KOR03C,1985,61,CITY
KOR03C1984,KOR03C,1984,63,CITY
KOR03C1983,KOR03C,1983,67,CITY
KOR03C1982,KOR03C,1982,66,CITY
KOR03C1981,KOR03C,1981,54,CITY
KOR03C2002,KOR03C,2002,56,CITY
KOR03C2001,KOR03C,2001,77,CITY
KOR03C2000,KOR03C,2000,69,CITY
KOR03C1999,KOR03C,1999,57,CITY
KOR03C1998,KOR03C,1998,56,CITY
KOR03C1997,KOR03C,1997,67,CITY
KOR03C1996,KOR03C,1996,67,CITY
KOR03C1995,KOR03C,1995,58,CITY
KOR03C1994,KOR03C,1994,87,CITY
KOR03C1993,KOR03C,1993,40,CITY
KOR03C1992,KOR03C,1992,59,CITY
KOR03C1991,KOR03C,1991,59,CITY
KOR03C1990,KOR03C,1990,69,CITY
KOR03C1989,KOR03C,1989,44,CITY
KOR03C1988,KOR03C,1988,64,CITY
KOR03C2021,KOR03C,2021,67,CITY
KOR03C2020,KOR03C,2020,61,CITY
KOR03C2019,KOR03C,2019,70,CITY
KOR03C2018,KOR03C,2018,71,CITY
KOR03C2017,KOR03C,2017,77,CITY
KOR03C2016,KOR03C,2016,77,CITY
KOR03C2015,KOR03C,2015,67,CITY
KOR03C2014,KOR03C,2014,66,CITY
KOR03C2013,KOR03C,2013,90,CITY
KOR03C2012,KOR03C,2012,71,CITY
KOR03C2011,KOR03C,2011,62,CITY
KOR03C2010,KOR03C,2010,86,CITY
KOR03C2009,KOR03C,2009,65,CITY
KOR03C2008,KOR03C,2008,76,CITY
KOR03C2007,KOR03C,2007,59,CITY
KOR03C2006,KOR03C,2006,61,CITY
KOR03C2005,KOR03C,2005,78,CITY
KOR03C2004,KOR03C,2004,69,CITY
IT066F2004,IT066F,2004,76,FUA
IT066F1987,IT066F,1987,75,FUA
IT066F1986,IT066F,1986,70,FUA
IT066F1985,IT066F,1985,75,FUA
IT066F1984,IT066F,1984,46,FUA
IT066F1983,IT066F,1983,63,FUA
IT066F1982,IT066F,1982,78,FUA
IT066F1981,IT066F,1981,54,FUA
IT066F2003,IT066F,2003,101,FUA
IT066F2002,IT066F,2002,64,FUA
IT066F2001,IT066F,2001,66,FUA
IT066F2000,IT066F,2000,76,FUA
IT066F1999,IT066F,1999,83,FUA
IT066F1998,IT066F,1998,83,FUA
IT066F1997,IT066F,1997,79,FUA
IT066F1996,IT066F,1996,57,FUA
IT066F1995,IT066F,1995,63,FUA
IT066F1994,IT066F,1994,77,FUA
IT066F1993,IT066F,1993,71,FUA
IT066F1992,IT066F,1992,73,FUA
IT066F1991,IT066F,1991,78,FUA
IT066F1990,IT066F,1990,65,FUA
IT066F1989,IT066F,1989,61,FUA
IT066F1988,IT066F,1988,63,FUA
IT066F2021,IT066F,2021,82,FUA
IT066F2020,IT066F,2020,76,FUA
IT066F2019,IT066F,2019,87,FUA
IT066F2018,IT066F,2018,92,FUA
IT066F2017,IT066F,2017,87,FUA
IT066F2016,IT066F,2016,81,FUA
IT066F2015,IT066F,2015,80,FUA
IT066F2014,IT066F,2014,51,FUA
IT066F2013,IT066F,2013,64,FUA
IT066F2012,IT066F,2012,85,FUA
IT066F2011,IT066F,2011,86,FUA
IT066F2010,IT066F,2010,62,FUA
IT066F2009,IT066F,2009,83,FUA
IT066F2008,IT066F,2008,84,FUA
IT066F2007,IT066F,2007,72,FUA
IT066F2006,IT066F,2006,74,FUA
IT032C1987,IT032C,1987,77,CITY
IT032C1986,IT032C,1986,63,CITY
IT032C1985,IT032C,1985,81,CITY
IT032C1984,IT032C,1984,48,CITY
IT032C1983,IT032C,1983,60,CITY
IT032C1982,IT032C,1982,77,CITY
IT032C1981,IT032C,1981,49,CITY
IT032C2002,IT032C,2002,56,CITY
IT032C2001,IT032C,2001,70,CITY
IT032C2000,IT032C,2000,77,CITY
IT032C1999,IT032C,1999,78,CITY
IT032C1998,IT032C,1998,82,CITY
IT032C1997,IT032C,1997,78,CITY
IT032C1996,IT032C,1996,51,CITY
IT032C1995,IT032C,1995,62,CITY
IT032C1994,IT032C,1994,76,CITY
IT032C1993,IT032C,1993,67,CITY
IT032C1992,IT032C,1992,69,CITY
IT032C1991,IT032C,1991,77,CITY
IT032C1990,IT032C,1990,65,CITY
IT032C1989,IT032C,1989,60,CITY
IT032C1988,IT032C,1988,61,CITY
IT032C2021,IT032C,2021,80,CITY
IT032C2020,IT032C,2020,83,CITY
IT032C2019,IT032C,2019,85,CITY
IT032C2018,IT032C,2018,91,CITY
IT032C2017,IT032C,2017,92,CITY
IT032C2016,IT032C,2016,78,CITY
IT032C2015,IT032C,2015,77,CITY
IT032C2014,IT032C,2014,52,CITY
IT032C2013,IT032C,2013,71,CITY
IT032C2012,IT032C,2012,87,CITY
IT032C2011,IT032C,2011,89,CITY
IT032C2010,IT032C,2010,62,CITY
IT032C2009,IT032C,2009,83,CITY
IT032C2008,IT032C,2008,82,CITY
IT032C2007,IT032C,2007,73,CITY
IT032C2006,IT032C,2006,78,CITY
IT032C2005,IT032C,2005,76,CITY
IT032C2004,IT032C,2004,78,CITY
MEX69F2004,MEX69F,2004,79,FUA
MEX69F1987,MEX69F,1987,75,FUA
MEX69F1986,MEX69F,1986,49,FUA
MEX69F1985,MEX69F,1985,58,FUA
MEX69F1984,MEX69F,1984,30,FUA
MEX69F1983,MEX69F,1983,82,FUA
MEX69F1982,MEX69F,1982,58,FUA
MEX69F1981,MEX69F,1981,84,FUA
MEX69F2003,MEX69F,2003,70,FUA
MEX69F2002,MEX69F,2002,63,FUA
MEX69F2001,MEX69F,2001,48,FUA
MEX69F2000,MEX69F,2000,46,FUA
MEX69F1999,MEX69F,1999,66,FUA
MEX69F1998,MEX69F,1998,95,FUA
MEX69F1997,MEX69F,1997,80,FUA
MEX69F1996,MEX69F,1996,53,FUA
MEX69F1995,MEX69F,1995,80,FUA
MEX69F1994,MEX69F,1994,71,FUA
MEX69F1993,MEX69F,1993,69,FUA
MEX69F1992,MEX69F,1992,64,FUA
MEX69F1991,MEX69F,1991,75,FUA
MEX69F1990,MEX69F,1990,78,FUA
MEX69F1989,MEX69F,1989,67,FUA
MEX69F1988,MEX69F,1988,78,FUA
MEX69F2021,MEX69F,2021,90,FUA
MEX69F2020,MEX69F,2020,131,FUA
MEX69F2019,MEX69F,2019,135,FUA
MEX69F2018,MEX69F,2018,94,FUA
MEX69F2017,MEX69F,2017,107,FUA
MEX69F2016,MEX69F,2016,119,FUA
MEX69F2015,MEX69F,2015,117,FUA
MEX69F2014,MEX69F,2014,94,FUA
MEX69F2013,MEX69F,2013,79,FUA
MEX69F2012,MEX69F,2012,70,FUA
MEX69F2011,MEX69F,2011,92,FUA
MEX69F2010,MEX69F,2010,91,FUA
MEX69F2009,MEX69F,2009,112,FUA
MEX69F2008,MEX69F,2008,77,FUA
MEX69F2007,MEX69F,2007,82,FUA
MEX69F2006,MEX69F,2006,97,FUA
MEX55F2004,MEX55F,2004,88,FUA
MEX55F1987,MEX55F,1987,112,FUA
MEX55F1986,MEX55F,1986,79,FUA
MEX55F1985,MEX55F,1985,78,FUA
MEX55F1984,MEX55F,1984,88,FUA
MEX55F1983,MEX55F,1983,114,FUA
MEX55F1982,MEX55F,1982,103,FUA
MEX55F1981,MEX55F,1981,81,FUA
MEX55F2003,MEX55F,2003,100,FUA
MEX55F2002,MEX55F,2002,77,FUA
MEX55F2001,MEX55F,2001,90,FUA
MEX55F2000,MEX55F,2000,94,FUA
MEX55F1999,MEX55F,1999,89,FUA
MEX55F1998,MEX55F,1998,104,FUA
MEX55F1997,MEX55F,1997,130,FUA
MEX55F1996,MEX55F,1996,88,FUA
MEX55F1995,MEX55F,1995,96,FUA
MEX55F1994,MEX55F,1994,98,FUA
MEX55F1993,MEX55F,1993,87,FUA
MEX55F1992,MEX55F,1992,109,FUA
MEX55F1991,MEX55F,1991,77,FUA
MEX55F1990,MEX55F,1990,109,FUA
MEX55F1989,MEX55F,1989,80,FUA
MEX55F1988,MEX55F,1988,71,FUA
MEX55F2021,MEX55F,2021,116,FUA
MEX55F2020,MEX55F,2020,111,FUA
MEX55F2019,MEX55F,2019,99,FUA
MEX55F2018,MEX55F,2018,108,FUA
MEX55F2017,MEX55F,2017,124,FUA
MEX55F2016,MEX55F,2016,126,FUA
MEX55F2015,MEX55F,2015,132,FUA
MEX55F2014,MEX55F,2014,132,FUA
MEX55F2013,MEX55F,2013,101,FUA
MEX55F2012,MEX55F,2012,109,FUA
MEX55F2011,MEX55F,2011,105,FUA
MEX55F2010,MEX55F,2010,67,FUA
MEX55F2009,MEX55F,2009,104,FUA
MEX55F2008,MEX55F,2008,90,FUA
MEX55F2007,MEX55F,2007,81,FUA
MEX55F2006,MEX55F,2006,111,FUA
NL042C1987,NL042C,1987,2,CITY
NL042C1986,NL042C,1986,5,CITY
NL042C1985,NL042C,1985,1,CITY
NL042C1984,NL042C,1984,3,CITY
NL042C1983,NL042C,1983,10,CITY
NL042C1982,NL042C,1982,9,CITY
NL042C1981,NL042C,1981,4,CITY
NL042C2002,NL042C,2002,5,CITY
NL042C2001,NL042C,2001,7,CITY
NL042C2000,NL042C,2000,2,CITY
NL042C1999,NL042C,1999,3,CITY
NL042C1998,NL042C,1998,3,CITY
NL042C1997,NL042C,1997,7,CITY
NL042C1996,NL042C,1996,2,CITY
NL042C1995,NL042C,1995,13,CITY
NL042C1994,NL042C,1994,15,CITY
NL042C1993,NL042C,1993,1,CITY
NL042C1992,NL042C,1992,4,CITY
NL042C1991,NL042C,1991,5,CITY
NL042C1990,NL042C,1990,4,CITY
NL042C1989,NL042C,1989,4,CITY
NL042C1988,NL042C,1988,0,CITY
NL042C2021,NL042C,2021,2,CITY
NL042C2020,NL042C,2020,13,CITY
NL042C2019,NL042C,2019,12,CITY
NL042C2018,NL042C,2018,16,CITY
NL042C2017,NL042C,2017,5,CITY
NL042C2016,NL042C,2016,6,CITY
NL042C2015,NL042C,2015,6,CITY
NL042C2014,NL042C,2014,5,CITY
NL042C2013,NL042C,2013,9,CITY
NL042C2012,NL042C,2012,6,CITY
NL042C2011,NL042C,2011,1,CITY
NL042C2010,NL042C,2010,6,CITY
NL042C2009,NL042C,2009,1,CITY
NL042C2008,NL042C,2008,3,CITY
NL042C2007,NL042C,2007,2,CITY
NL042C2006,NL042C,2006,12,CITY
NL042C2005,NL042C,2005,5,CITY
NL042C2004,NL042C,2004,5,CITY
KOR12C1987,KOR12C,1987,29,CITY
KOR12C1986,KOR12C,1986,34,CITY
KOR12C1985,KOR12C,1985,50,CITY
KOR12C1984,KOR12C,1984,40,CITY
KOR12C1983,KOR12C,1983,35,CITY
KOR12C1982,KOR12C,1982,32,CITY
KOR12C1981,KOR12C,1981,37,CITY
KOR12C2002,KOR12C,2002,33,CITY
KOR12C2001,KOR12C,2001,46,CITY
KOR12C2000,KOR12C,2000,44,CITY
KOR12C1999,KOR12C,1999,28,CITY
KOR12C1998,KOR12C,1998,35,CITY
KOR12C1997,KOR12C,1997,43,CITY
KOR12C1996,KOR12C,1996,40,CITY
KOR12C1995,KOR12C,1995,41,CITY
KOR12C1994,KOR12C,1994,67,CITY
KOR12C1993,KOR12C,1993,19,CITY
KOR12C1992,KOR12C,1992,36,CITY
KOR12C1991,KOR12C,1991,27,CITY
KOR12C1990,KOR12C,1990,53,CITY
KOR12C1989,KOR12C,1989,22,CITY
KOR12C1988,KOR12C,1988,31,CITY
KOR12C2021,KOR12C,2021,37,CITY
KOR12C2020,KOR12C,2020,34,CITY
KOR12C2019,KOR12C,2019,50,CITY
KOR12C2018,KOR12C,2018,52,CITY
KOR12C2017,KOR12C,2017,48,CITY
KOR12C2016,KOR12C,2016,50,CITY
KOR12C2015,KOR12C,2015,38,CITY
KOR12C2014,KOR12C,2014,38,CITY
KOR12C2013,KOR12C,2013,60,CITY
KOR12C2012,KOR12C,2012,43,CITY
KOR12C2011,KOR12C,2011,39,CITY
KOR12C2010,KOR12C,2010,66,CITY
KOR12C2009,KOR12C,2009,24,CITY
KOR12C2008,KOR12C,2008,51,CITY
KOR12C2007,KOR12C,2007,35,CITY
KOR12C2006,KOR12C,2006,41,CITY
KOR12C2005,KOR12C,2005,57,CITY
KOR12C2004,KOR12C,2004,45,CITY
KOR10F2004,KOR10F,2004,56,FUA
KOR10F1987,KOR10F,1987,47,FUA
KOR10F1986,KOR10F,1986,47,FUA
KOR10F1985,KOR10F,1985,62,FUA
KOR10F1984,KOR10F,1984,64,FUA
KOR10F1983,KOR10F,1983,63,FUA
KOR10F1982,KOR10F,1982,64,FUA
KOR10F1981,KOR10F,1981,53,FUA
KOR10F2003,KOR10F,2003,49,FUA
KOR10F2002,KOR10F,2002,62,FUA
KOR10F2001,KOR10F,2001,79,FUA
KOR10F2000,KOR10F,2000,68,FUA
KOR10F1999,KOR10F,1999,74,FUA
KOR10F1998,KOR10F,1998,54,FUA
KOR10F1997,KOR10F,1997,75,FUA
KOR10F1996,KOR10F,1996,67,FUA
KOR10F1995,KOR10F,1995,50,FUA
KOR10F1994,KOR10F,1994,77,FUA
KOR10F1993,KOR10F,1993,41,FUA
KOR10F1992,KOR10F,1992,58,FUA
KOR10F1991,KOR10F,1991,59,FUA
KOR10F1990,KOR10F,1990,61,FUA
KOR10F1989,KOR10F,1989,54,FUA
KOR10F1988,KOR10F,1988,64,FUA
KOR10F2021,KOR10F,2021,69,FUA
KOR10F2020,KOR10F,2020,56,FUA
KOR10F2019,KOR10F,2019,80,FUA
KOR10F2018,KOR10F,2018,65,FUA
KOR10F2017,KOR10F,2017,70,FUA
KOR10F2016,KOR10F,2016,82,FUA
KOR10F2015,KOR10F,2015,78,FUA
KOR10F2014,KOR10F,2014,65,FUA
KOR10F2013,KOR10F,2013,86,FUA
KOR10F2012,KOR10F,2012,76,FUA
KOR10F2011,KOR10F,2011,63,FUA
KOR10F2010,KOR10F,2010,83,FUA
KOR10F2009,KOR10F,2009,62,FUA
KOR10F2008,KOR10F,2008,74,FUA
KOR10F2007,KOR10F,2007,65,FUA
KOR10F2006,KOR10F,2006,57,FUA
IT007C1987,IT007C,1987,51,CITY
IT007C1986,IT007C,1986,40,CITY
IT007C1985,IT007C,1985,56,CITY
IT007C1984,IT007C,1984,23,CITY
IT007C1983,IT007C,1983,38,CITY
IT007C1982,IT007C,1982,42,CITY
IT007C1981,IT007C,1981,27,CITY
IT007C2002,IT007C,2002,37,CITY
IT007C2001,IT007C,2001,42,CITY
IT007C2000,IT007C,2000,41,CITY
IT007C1999,IT007C,1999,39,CITY
IT007C1998,IT007C,1998,52,CITY
IT007C1997,IT007C,1997,51,CITY
IT007C1996,IT007C,1996,32,CITY
IT007C1995,IT007C,1995,41,CITY
IT007C1994,IT007C,1994,66,CITY
IT007C1993,IT007C,1993,49,CITY
IT007C1992,IT007C,1992,42,CITY
IT007C1991,IT007C,1991,54,CITY
IT007C1990,IT007C,1990,43,CITY
IT007C1989,IT007C,1989,35,CITY
IT007C1988,IT007C,1988,44,CITY
IT007C2021,IT007C,2021,64,CITY
IT007C2020,IT007C,2020,64,CITY
IT007C2019,IT007C,2019,76,CITY
IT007C2018,IT007C,2018,77,CITY
IT007C2017,IT007C,2017,64,CITY
IT007C2016,IT007C,2016,64,CITY
IT007C2015,IT007C,2015,60,CITY
IT007C2014,IT007C,2014,25,CITY
IT007C2013,IT007C,2013,55,CITY
IT007C2012,IT007C,2012,68,CITY
IT007C2011,IT007C,2011,57,CITY
IT007C2010,IT007C,2010,41,CITY
IT007C2009,IT007C,2009,65,CITY
IT007C2008,IT007C,2008,58,CITY
IT007C2007,IT007C,2007,37,CITY
IT007C2006,IT007C,2006,57,CITY
IT007C2005,IT007C,2005,53,CITY
IT007C2004,IT007C,2004,53,CITY
UK532C2004,UK532C,2004,1,CITY
UK532C1987,UK532C,1987,1,CITY
UK532C1986,UK532C,1986,0,CITY
UK532C1985,UK532C,1985,0,CITY
UK532C1984,UK532C,1984,0,CITY
UK532C1983,UK532C,1983,5,CITY
UK532C1982,UK532C,1982,2,CITY
UK532C1981,UK532C,1981,1,CITY
UK532C2003,UK532C,2003,8,CITY
UK532C2002,UK532C,2002,1,CITY
UK532C2001,UK532C,2001,1,CITY
UK532C2000,UK532C,2000,0,CITY
UK532C1999,UK532C,1999,2,CITY
UK532C1998,UK532C,1998,1,CITY
UK532C1997,UK532C,1997,5,CITY
UK532C1996,UK532C,1996,1,CITY
UK532C1995,UK532C,1995,9,CITY
UK532C1994,UK532C,1994,2,CITY
UK532C1993,UK532C,1993,0,CITY
UK532C1992,UK532C,1992,1,CITY
UK532C1991,UK532C,1991,0,CITY
UK532C1990,UK532C,1990,7,CITY
UK532C1989,UK532C,1989,2,CITY
UK532C1988,UK532C,1988,0,CITY
UK532C2021,UK532C,2021,4,CITY
UK532C2020,UK532C,2020,6,CITY
UK532C2019,UK532C,2019,6,CITY
UK532C2018,UK532C,2018,6,CITY
UK532C2017,UK532C,2017,3,CITY
UK532C2016,UK532C,2016,5,CITY
UK532C2015,UK532C,2015,1,CITY
UK532C2014,UK532C,2014,1,CITY
UK532C2013,UK532C,2013,4,CITY
UK532C2012,UK532C,2012,0,CITY
UK532C2011,UK532C,2011,0,CITY
UK532C2010,UK532C,2010,0,CITY
UK532C2009,UK532C,2009,0,CITY
